0, 1, './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00001.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00002.png', 5.336831311875915
37, 38, './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00038.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00039.png', 5.053321352042099
38, 39, './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00039.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00040.png', 4.676380678118798
39, 40, './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00040.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00041.png', 4.995422135056273
40, 41, './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00041.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00042.png', 5.73140283291477
41, 42, './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00042.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00043.png', 5.285639710957207
42, 43, './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00043.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00044.png', 5.975680220791399
43, 44, './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00044.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00045.png', 4.70211772889488
44, 45, './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00045.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00046.png', 6.205934277638771
45, 46, './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00046.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00047.png', 5.29435913468185
46, 47, './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00047.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00048.png', 6.373230920503779
47, 48, './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00048.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00049.png', 6.4826541057668035
48, 49, './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00049.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00050.png', 6.045579126671667
49, 50, './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00050.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00051.png', 6.589673322822275
50, 51, './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00051.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00052.png', 5.340372959586662
51, 52, './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00052.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00053.png', 7.059484572770826
52, 53, './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00053.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00054.png', 4.862181362780877
53, 54, './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00054.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00055.png', 6.622676812080365
54, 55, './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00055.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00056.png', 6.3768758472702824
55, 56, './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00056.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00057.png', 6.466132437323756
56, 57, './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00057.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00058.png', 6.752185809973341
57, 58, './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00058.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00059.png', 6.051135629056334
58, 59, './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00059.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00060.png', 6.883239400127657
59, 60, './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00060.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00061.png', 4.55802634161718
60, 61, './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00061.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00062.png', 7.075675883498196
61, 62, './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00062.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00063.png', 5.039101849527792
62, 63, './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00063.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00064.png', 5.941817109189476
63, 64, './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00064.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00065.png', 4.557034949774268
64, 65, './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00065.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00066.png', 5.759842163473373
65, 66, './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00066.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00067.png', 4.079158163471801
66, 67, './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00067.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00068.png', 4.65262210476845
67, 68, './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00068.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00069.png', 4.7226814323370165
68, 69, './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00069.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00070.png', 4.664057780587696
69, 70, './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00070.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/2/flow_y_00071.png', 4.008546947341673
