0, 1, './GTEA61/processed_frames2/S3/put_bread,bread/2/rgb/rgb0001.png', './GTEA61/processed_frames2/S3/put_bread,bread/2/rgb/rgb0002.png', 5.663062433544773
26, 27, './GTEA61/processed_frames2/S3/put_bread,bread/2/rgb/rgb0027.png', './GTEA61/processed_frames2/S3/put_bread,bread/2/rgb/rgb0028.png', 4.886142547439131
27, 28, './GTEA61/processed_frames2/S3/put_bread,bread/2/rgb/rgb0028.png', './GTEA61/processed_frames2/S3/put_bread,bread/2/rgb/rgb0029.png', 4.902860124140621
28, 29, './GTEA61/processed_frames2/S3/put_bread,bread/2/rgb/rgb0029.png', './GTEA61/processed_frames2/S3/put_bread,bread/2/rgb/rgb0030.png', 4.986696926657129
29, 30, './GTEA61/processed_frames2/S3/put_bread,bread/2/rgb/rgb0030.png', './GTEA61/processed_frames2/S3/put_bread,bread/2/rgb/rgb0031.png', 5.085626773168466
30, 31, './GTEA61/processed_frames2/S3/put_bread,bread/2/rgb/rgb0031.png', './GTEA61/processed_frames2/S3/put_bread,bread/2/rgb/rgb0032.png', 4.897123543029382
31, 32, './GTEA61/processed_frames2/S3/put_bread,bread/2/rgb/rgb0032.png', './GTEA61/processed_frames2/S3/put_bread,bread/2/rgb/rgb0033.png', 4.759267969830043
32, 33, './GTEA61/processed_frames2/S3/put_bread,bread/2/rgb/rgb0033.png', './GTEA61/processed_frames2/S3/put_bread,bread/2/rgb/rgb0034.png', 4.6775018487185225
33, 34, './GTEA61/processed_frames2/S3/put_bread,bread/2/rgb/rgb0034.png', './GTEA61/processed_frames2/S3/put_bread,bread/2/rgb/rgb0035.png', 4.426857926806936
34, 35, './GTEA61/processed_frames2/S3/put_bread,bread/2/rgb/rgb0035.png', './GTEA61/processed_frames2/S3/put_bread,bread/2/rgb/rgb0036.png', 4.652478036062822
35, 36, './GTEA61/processed_frames2/S3/put_bread,bread/2/rgb/rgb0036.png', './GTEA61/processed_frames2/S3/put_bread,bread/2/rgb/rgb0037.png', 5.230651037511763
36, 37, './GTEA61/processed_frames2/S3/put_bread,bread/2/rgb/rgb0037.png', './GTEA61/processed_frames2/S3/put_bread,bread/2/rgb/rgb0038.png', 4.396343400873308
