0, 1, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0001.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0002.png', 0.45001551349750635
35, 36, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0036.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0037.png', 0.30640830142550346
36, 37, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0037.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0038.png', 0.315093698532143
37, 38, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0038.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0039.png', 0.23861148506256352
38, 39, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0039.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0040.png', 0.28821762430438685
39, 40, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0040.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0041.png', 0.2796483527099476
40, 41, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0041.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0042.png', 0.24165415024211262
41, 42, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0042.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0043.png', 0.27461016442065084
42, 43, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0043.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0044.png', 0.2825552843047665
43, 44, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0044.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0045.png', 0.3428330939102079
44, 45, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0045.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0046.png', 0.3462477582181298
45, 46, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0046.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0047.png', 0.2979901762736844
46, 47, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0047.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0048.png', 0.31966660978310474
47, 48, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0048.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0049.png', 0.3351060377435086
48, 49, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0049.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0050.png', 0.3138057318809756
49, 50, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0050.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0051.png', 0.3060907583890782
50, 51, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0051.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0052.png', 0.31797307743014247
51, 52, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0052.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0053.png', 0.30700765135241187
52, 53, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0053.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0054.png', 0.2906124118710013
53, 54, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0054.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0055.png', 0.25397114877345606
54, 55, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0055.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0056.png', 0.3195285376851813
55, 56, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0056.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0057.png', 0.2604885521473974
56, 57, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0057.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0058.png', 0.24749535156765082
57, 58, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0058.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0059.png', 0.2970952939330178
58, 59, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0059.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0060.png', 0.287380809598453
59, 60, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0060.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0061.png', 0.26474233000216907
60, 61, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0061.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0062.png', 0.2551266878891337
61, 62, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0062.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0063.png', 0.30425279759077717
62, 63, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0063.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0064.png', 0.3356443597253714
63, 64, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0064.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0065.png', 0.316205428204291
64, 65, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0065.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0066.png', 0.3153370624074905
65, 66, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0066.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0067.png', 0.30446515509185224
66, 67, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0067.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0068.png', 0.27408906456419463
67, 68, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0068.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0069.png', 0.3201496172244022
68, 69, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0069.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0070.png', 0.29938353906985815
69, 70, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0070.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0071.png', 0.2555497999716781
70, 71, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0071.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0072.png', 0.2514594080615912
71, 72, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0072.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0073.png', 0.2397989146670003
72, 73, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0073.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0074.png', 0.19682290149009807
73, 74, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0074.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0075.png', 0.1754190622300176
74, 75, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0075.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0076.png', 0.19096175245583974
75, 76, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0076.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0077.png', 0.1580595488970501
76, 77, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0077.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0078.png', 0.15545228875647887
77, 78, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0078.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0079.png', 0.1774280664136353
78, 79, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0079.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0080.png', 0.2631508353110617
79, 80, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0080.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0081.png', 0.3010940326384166
80, 81, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0081.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0082.png', 0.25773728841524535
81, 82, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0082.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0083.png', 0.259496560091336
82, 83, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0083.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0084.png', 0.2906124118710013
83, 84, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0084.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0085.png', 0.31959757762434404
84, 85, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0085.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0086.png', 0.24963628107836322
85, 86, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0086.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0087.png', 0.2765045501505729
86, 87, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0087.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0088.png', 0.2548957672434574
87, 88, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0088.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0089.png', 0.2698659570879144
88, 89, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0089.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0090.png', 0.2519239499493187
89, 90, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0090.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0091.png', 0.2716635754144783
90, 91, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0091.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0092.png', 0.26580089928748235
91, 92, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0092.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0093.png', 0.13190524119764335
92, 93, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0093.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0094.png', 0.09974728173854908
93, 94, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0094.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0095.png', 0.1286377303723311
94, 95, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0095.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0096.png', 0.2807171172805742
95, 96, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0096.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0097.png', 0.3279286637246776
96, 97, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0097.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0098.png', 0.2984549891897908
97, 98, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0098.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0099.png', 0.2682884783547454
98, 99, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0099.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0100.png', 0.2715513863898706
99, 100, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0100.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0101.png', 0.29881229333520387
100, 101, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0101.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0102.png', 0.2915170235850816
101, 102, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0102.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0103.png', 0.307923159800035
102, 103, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0103.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0104.png', 0.3555998085957146
103, 104, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0104.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0105.png', 0.316205428204291
104, 105, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0105.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0106.png', 0.3174190707360309
105, 106, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0106.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0107.png', 0.34363041959098295
106, 107, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0107.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0108.png', 0.26761110406194305
107, 108, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0108.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0109.png', 0.2194197202971621
108, 109, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0109.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0110.png', 0.2352731126112445
109, 110, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0110.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0111.png', 0.20851549794651378
110, 111, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0111.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0112.png', 0.19480500968357767
111, 112, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0112.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0113.png', 0.22586524712449552
112, 113, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0113.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0114.png', 0.19904620621501387
113, 114, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0114.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0115.png', 0.15292381086862533
114, 115, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0115.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0116.png', 0.12045232894757009
115, 116, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0116.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0117.png', 0.1232332014882593
116, 117, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0117.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0118.png', 0.10327221209165048
117, 118, './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0118.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/mmaps/map0119.png', 0.1097497188812857
