0, 1, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00001.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00002.png', 4.963810045205794
78, 79, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00079.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00080.png', 3.860145954639318
79, 80, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00080.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00081.png', 3.935772123429088
80, 81, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00081.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00082.png', 3.872747928430257
81, 82, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00082.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00083.png', 3.758809349747666
82, 83, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00083.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00084.png', 4.246701143400384
83, 84, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00084.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00085.png', 4.392538503473342
84, 85, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00085.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00086.png', 4.362288044968746
85, 86, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00086.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00087.png', 4.645023931118791
86, 87, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00087.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00088.png', 4.029034513496731
87, 88, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00088.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00089.png', 3.853148108531958
88, 89, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00089.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00090.png', 3.5755427609776644
89, 90, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00090.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00091.png', 3.95564967984226
90, 91, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00091.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00092.png', 3.736109962282857
91, 92, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00092.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00093.png', 3.7796219638902686
92, 93, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00093.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00094.png', 4.43304459571311
93, 94, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00094.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00095.png', 3.5773393932228292
94, 95, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00095.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00096.png', 3.200516741241351
95, 96, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00096.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00097.png', 3.8671774624257895
96, 97, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00097.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00098.png', 3.3218694463221063
97, 98, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00098.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00099.png', 3.9739691116709266
98, 99, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00099.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00100.png', 4.066419724406062
99, 100, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00100.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00101.png', 4.5519010505101924
100, 101, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00101.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00102.png', 3.5555966663827783
101, 102, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00102.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00103.png', 3.9583103992286595
102, 103, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00103.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00104.png', 3.671435330730324
103, 104, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00104.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00105.png', 3.5198158130283503
104, 105, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00105.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00106.png', 3.9569359537851856
105, 106, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00106.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00107.png', 3.6833734055210385
106, 107, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00107.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00108.png', 4.231834371532617
107, 108, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00108.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00109.png', 5.113090604536817
108, 109, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00109.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00110.png', 5.502559197715883
109, 110, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00110.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00111.png', 5.8915919527460385
110, 111, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00111.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00112.png', 5.548014329032531
111, 112, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00112.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00113.png', 5.112489702121105
112, 113, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00113.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00114.png', 4.937489002618627
113, 114, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00114.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00115.png', 5.016536897571996
114, 115, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00115.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00116.png', 4.819368111593393
115, 116, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00116.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00117.png', 4.622123374459068
116, 117, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00117.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00118.png', 5.540599197646764
117, 118, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00118.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00119.png', 6.359766403879788
118, 119, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00119.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00120.png', 4.984388068849059
119, 120, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00120.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00121.png', 6.028872183254174
120, 121, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00121.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00122.png', 5.597186291888157
121, 122, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00122.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00123.png', 4.333586869493675
122, 123, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00123.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00124.png', 4.214475643935275
123, 124, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00124.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00125.png', 4.0833721343491485
124, 125, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00125.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00126.png', 4.344151421062791
125, 126, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00126.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00127.png', 3.557497454256057
126, 127, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00127.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00128.png', 4.151064485999043
127, 128, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00128.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00129.png', 3.5625728688090406
128, 129, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00129.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00130.png', 3.61335879027004
129, 130, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00130.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00131.png', 4.045903924655979
130, 131, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00131.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00132.png', 3.4673082413955885
131, 132, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00132.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00133.png', 3.752177373599686
132, 133, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00133.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00134.png', 3.792427097901682
133, 134, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00134.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00135.png', 3.499280881285123
134, 135, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00135.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00136.png', 3.9571824191549507
