0, 1, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00001.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00002.png', 5.900212754267188
11, 12, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00012.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00013.png', 5.786428402891316
12, 13, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00013.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00014.png', 5.843293517296452
13, 14, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00014.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00015.png', 5.8947822827842735
14, 15, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00015.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00016.png', 6.230449669542578
15, 16, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00016.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00017.png', 5.669250464295527
16, 17, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00017.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00018.png', 5.715596807892422
17, 18, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00018.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00019.png', 5.773092534688035
18, 19, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00019.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00020.png', 6.192224091334394
19, 20, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00020.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00021.png', 5.898144345678883
20, 21, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00021.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00022.png', 5.81478719005801
21, 22, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00022.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00023.png', 5.383526596783007
22, 23, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00023.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00024.png', 4.577272358459063
23, 24, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00024.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00025.png', 5.050267987638382
24, 25, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00025.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00026.png', 5.165401038403623
25, 26, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00026.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00027.png', 4.8941967642558
26, 27, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00027.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00028.png', 5.90679171135202
27, 28, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00028.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00029.png', 5.733658333277938
28, 29, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00029.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00030.png', 4.795139186780149
29, 30, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00030.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00031.png', 7.126731564168083
30, 31, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00031.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00032.png', 7.211960662874063
31, 32, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00032.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00033.png', 4.192441629155398
32, 33, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00033.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00034.png', 5.067563052823501
33, 34, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00034.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00035.png', 5.617577139059003
34, 35, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00035.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00036.png', 5.906860717659351
35, 36, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00036.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00037.png', 5.091278275206303
36, 37, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00037.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00038.png', 5.55053161494808
37, 38, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00038.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00039.png', 5.377057616744964
38, 39, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00039.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00040.png', 5.53427427800583
39, 40, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00040.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00041.png', 5.254262627696702
40, 41, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00041.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00042.png', 4.475816966841786
41, 42, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00042.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00043.png', 5.601669714032673
42, 43, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00043.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00044.png', 5.114838933111246
43, 44, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00044.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00045.png', 4.836621087177564
44, 45, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00045.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00046.png', 3.6892077920558224
45, 46, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00046.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00047.png', 5.050703381025854
46, 47, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00047.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00048.png', 4.683748068119747
47, 48, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00048.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00049.png', 3.7176240967724286
48, 49, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00049.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00050.png', 3.7173653663067276
49, 50, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00050.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00051.png', 3.0599853598777136
50, 51, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00051.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00052.png', 3.1967612119874924
51, 52, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00052.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00053.png', 2.9120679600541264
52, 53, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00053.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00054.png', 3.008095715411464
53, 54, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00054.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00055.png', 4.183724892310406
54, 55, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00055.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00056.png', 4.8812149365703945
55, 56, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00056.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00057.png', 5.287693020803507
