0, 1, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0002.png', 5.265495956730632
19, 20, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0020.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0021.png', 4.568704744036152
20, 21, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0021.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0022.png', 4.516068736278222
21, 22, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0022.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0023.png', 4.641980836545242
22, 23, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0023.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0024.png', 4.553894204381
23, 24, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0024.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0025.png', 4.314347204443129
24, 25, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0025.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0026.png', 4.460050964875555
25, 26, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0026.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0027.png', 4.521367341391514
26, 27, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0027.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0028.png', 4.504963567804529
27, 28, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0028.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0029.png', 4.933461079439408
28, 29, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0029.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0030.png', 4.5600171099739
29, 30, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0030.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0031.png', 4.53701566259295
30, 31, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0031.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0032.png', 5.064968918805796
31, 32, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0032.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0033.png', 4.84215019802042
32, 33, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0033.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0034.png', 4.459139395357836
33, 34, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0034.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0035.png', 5.043465752547907
34, 35, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0035.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0036.png', 4.725324301266239
35, 36, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0036.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0037.png', 4.425790754336359
36, 37, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0037.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0038.png', 4.371219839263081
37, 38, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0038.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0039.png', 4.449557482154622
38, 39, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0039.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0040.png', 4.687184976624332
39, 40, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0040.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0041.png', 4.903836631880736
40, 41, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0041.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0042.png', 4.75315187961334
41, 42, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0042.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0043.png', 4.534621747346518
42, 43, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0043.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0044.png', 4.553737999976963
43, 44, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0044.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0045.png', 4.618314713707193
44, 45, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0045.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0046.png', 4.401416696934922
45, 46, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0046.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0047.png', 4.744964622171401
46, 47, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0047.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0048.png', 5.038843476398589
47, 48, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0048.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0049.png', 5.008445348502045
48, 49, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0049.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0050.png', 5.081357408567233
49, 50, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0050.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0051.png', 5.233256266828463
50, 51, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0051.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0052.png', 5.2489496628145265
51, 52, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0052.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0053.png', 5.20303163575658
52, 53, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0053.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0054.png', 5.3356689348915625
53, 54, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0054.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0055.png', 5.12515194024899
54, 55, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0055.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0056.png', 5.351121445713748
55, 56, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0056.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0057.png', 5.3173951599358675
56, 57, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0057.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0058.png', 4.913988127318653
57, 58, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0058.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0059.png', 5.0077880470477
58, 59, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0059.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0060.png', 5.231914089046926
59, 60, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0060.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0061.png', 5.132371793122501
60, 61, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0061.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0062.png', 5.201495271649067
61, 62, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0062.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0063.png', 5.203754492966446
62, 63, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0063.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0064.png', 5.101970448735085
63, 64, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0064.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0065.png', 5.0419032232446845
64, 65, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0065.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0066.png', 4.984311563128672
65, 66, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0066.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0067.png', 5.103658787381283
66, 67, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0067.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0068.png', 5.078127053935661
67, 68, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0068.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0069.png', 5.014912768346915
68, 69, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0069.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0070.png', 4.708908242836689
69, 70, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0070.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0071.png', 4.64901926223671
70, 71, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0071.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0072.png', 4.790290304101289
71, 72, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0072.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0073.png', 4.929807628140931
72, 73, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0073.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0074.png', 5.071071967378869
73, 74, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0074.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0075.png', 5.127455853496928
74, 75, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0075.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0076.png', 4.915250830237304
75, 76, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0076.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0077.png', 5.033248466603089
76, 77, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0077.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0078.png', 4.888188055161592
77, 78, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0078.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0079.png', 4.496504568592403
78, 79, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0079.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0080.png', 4.3254954086861055
79, 80, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0080.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0081.png', 4.645976064924017
80, 81, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0081.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0082.png', 4.644258487591883
81, 82, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0082.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0083.png', 4.834684815736573
82, 83, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0083.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0084.png', 4.824082267411029
83, 84, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0084.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0085.png', 4.714077364579733
84, 85, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0085.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0086.png', 4.284245616841688
85, 86, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0086.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0087.png', 4.504960209554999
86, 87, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0087.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0088.png', 4.258566566380746
87, 88, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0088.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0089.png', 4.426237958788528
88, 89, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0089.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0090.png', 4.651166922554133
89, 90, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0090.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0091.png', 4.6096114746168215
90, 91, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0091.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0092.png', 4.817258542512244
91, 92, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0092.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0093.png', 4.442127926711505
92, 93, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0093.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0094.png', 4.76619497479324
93, 94, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0094.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0095.png', 4.604323074453016
94, 95, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0095.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0096.png', 4.530995977755105
95, 96, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0096.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0097.png', 4.3851488055819035
96, 97, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0097.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0098.png', 4.327088283840924
97, 98, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0098.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0099.png', 4.1713549329802255
98, 99, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0099.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0100.png', 4.226197923449337
99, 100, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0100.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0101.png', 4.194687772298152
100, 101, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0101.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0102.png', 4.729090173368473
101, 102, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0102.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0103.png', 5.086222315023705
102, 103, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0103.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0104.png', 4.676134931173451
103, 104, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0104.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0105.png', 5.389323223296186
104, 105, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0105.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0106.png', 5.684112729912565
105, 106, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0106.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/rgb/rgb0107.png', 6.080338899566226
