0, 1, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0001.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0002.png', 0.24157532949787205
32, 33, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0033.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0034.png', 0.15689744407375195
33, 34, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0034.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0035.png', 0.16240283293432212
34, 35, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0035.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0036.png', 0.11338552684219448
35, 36, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0036.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0037.png', 0.08403133035736218
36, 37, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0037.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0038.png', 0.11281653067665014
37, 38, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0038.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0039.png', 0.09640298439777262
38, 39, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0039.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0040.png', 0.10886131477195791
39, 40, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0040.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0041.png', 0.09867203494771006
40, 41, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0041.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0042.png', 0.09055209703928849
41, 42, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0042.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0043.png', 0.08453774437518874
42, 43, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0043.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0044.png', 0.06996338494625352
43, 44, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0044.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0045.png', 0.057930789826300254
44, 45, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0045.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0046.png', 0.05368086561435134
45, 46, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0046.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0047.png', 0.014877146129825315
46, 47, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0047.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0048.png', 0.01649736862931219
47, 48, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0048.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0049.png', 0.00874590784647976
48, 49, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0049.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0050.png', 0.02362947096142899
49, 50, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0050.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0051.png', 0.04074392246859816
50, 51, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0051.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0052.png', 0.040071050654572934
51, 52, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0052.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0053.png', 0.08324192382320747
52, 53, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0053.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0054.png', 0.07731255386208903
53, 54, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0054.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0055.png', 0.0741861959520832
54, 55, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0055.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0056.png', 0.11816222136945036
55, 56, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0056.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0057.png', 0.0950995423321497
56, 57, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0057.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0058.png', 0.10316591394082401
57, 58, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0058.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0059.png', 0.15231296887931806
58, 59, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0059.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0060.png', 0.12262814278472695
59, 60, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0060.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0061.png', 0.12212321613619666
60, 61, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0061.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0062.png', 0.14749083677657782
61, 62, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0062.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0063.png', 0.15085296149499847
62, 63, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0063.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0064.png', 0.1304727357299607
63, 64, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0064.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0065.png', 0.16455923912867682
64, 65, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0065.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0066.png', 0.14544203925658106
65, 66, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0066.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0067.png', 0.15127732806079805
66, 67, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0067.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0068.png', 0.1482032841794975
67, 68, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0068.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0069.png', 0.1806695279905332
68, 69, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0069.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0070.png', 0.16492529295186117
69, 70, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0070.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0071.png', 0.14275928174658004
70, 71, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0071.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0072.png', 0.11734467520617478
71, 72, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0072.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0073.png', 0.12060452339826214
72, 73, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0073.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0074.png', 0.07366180825935746
73, 74, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0074.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0075.png', 0.059104749602980095
74, 75, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0075.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0076.png', 0.06434975698056714
75, 76, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0076.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0077.png', 0.02813181326968239
76, 77, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0077.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0078.png', 0.029504317846492503
77, 78, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0078.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0079.png', 0.04094530803259133
78, 79, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0079.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0080.png', 0.035288598089097206
79, 80, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0080.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0081.png', 0.029504317846492503
80, 81, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0081.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0082.png', 0.007205349835715757
81, 82, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0082.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0083.png', 0.08933609897819483
82, 83, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0083.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0084.png', 0.1399146003478618
83, 84, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0084.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0085.png', 0.31831907701817946
84, 85, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0085.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0086.png', 0.38449821765207104
