0, 1, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0001.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0002.png', 0.26534746366586315
41, 42, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0042.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0043.png', 0.2722989064676508
42, 43, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0043.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0044.png', 0.2537011856508745
43, 44, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0044.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0045.png', 0.19635134505600527
44, 45, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0045.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0046.png', 0.2108979061423193
45, 46, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0046.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0047.png', 0.22236646749735434
46, 47, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0047.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0048.png', 0.25846459817605894
47, 48, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0048.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0049.png', 0.31783462278960345
48, 49, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0049.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0050.png', 0.2593819892086436
49, 50, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0050.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0051.png', 0.3557951975011439
50, 51, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0051.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0052.png', 0.3261895002476201
51, 52, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0052.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0053.png', 0.32694033006495904
52, 53, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0053.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0054.png', 0.31185118677521173
53, 54, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0054.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0055.png', 0.3303756285299216
54, 55, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0055.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0056.png', 0.33017208511348295
55, 56, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0056.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0057.png', 0.32358865145080684
56, 57, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0057.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0058.png', 0.3313923401952906
57, 58, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0058.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0059.png', 0.35253072125790563
58, 59, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0059.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0060.png', 0.35807024047889685
59, 60, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0060.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0061.png', 0.37736553546544
60, 61, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0061.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0062.png', 0.3468756073077558
61, 62, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0062.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0063.png', 0.2612885294873693
62, 63, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0063.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0064.png', 0.2266351994205362
63, 64, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0064.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0065.png', 0.17474753066872023
64, 65, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0065.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0066.png', 0.13700207020780888
65, 66, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0066.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0067.png', 0.12579444170649418
66, 67, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0067.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0068.png', 0.0954802338592537
67, 68, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0068.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0069.png', 0.10081919999023181
68, 69, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0069.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0070.png', 0.0741861959520832
69, 70, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0070.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0071.png', 0.10496867005875359
70, 71, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0071.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0072.png', 0.11534455643548812
71, 72, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0072.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0073.png', 0.08844884931266765
72, 73, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0073.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0074.png', 0.08761481481838357
73, 74, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0074.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0075.png', 0.08783743723260617
74, 75, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0075.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0076.png', 0.07360348308562403
75, 76, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0076.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0077.png', 0.07771536944374509
76, 77, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0077.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0078.png', 0.1516071112828279
77, 78, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0078.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0079.png', 0.18243659077911717
78, 79, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0079.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0080.png', 0.18221605564580143
79, 80, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0080.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0081.png', 0.191481654378873
80, 81, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0081.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0082.png', 0.2565102546597928
81, 82, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0082.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0083.png', 0.24003609707504064
82, 83, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0083.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0084.png', 0.2552421131901918
83, 84, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0084.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0085.png', 0.20734121960261542
84, 85, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0085.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0086.png', 0.20943630377353833
85, 86, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0086.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0087.png', 0.21756975837472617
86, 87, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0087.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0088.png', 0.21173129081434683
87, 88, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0088.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0089.png', 0.21855719976351345
88, 89, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0089.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0090.png', 0.2243220606084234
89, 90, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0090.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0091.png', 0.274833351149387
90, 91, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0091.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0092.png', 0.3179384667075127
91, 92, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0092.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0093.png', 0.2722989064676508
92, 93, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0093.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0094.png', 0.25899992110808506
93, 94, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0094.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0095.png', 0.24224495189789172
94, 95, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0095.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0096.png', 0.240115135454709
95, 96, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0096.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0097.png', 0.23769940240936763
96, 97, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0097.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0098.png', 0.23865110689838817
97, 98, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0098.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0099.png', 0.2753166311155735
98, 99, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0099.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0100.png', 0.3246850867830407
99, 100, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0100.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0101.png', 0.32502732216544106
100, 101, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0101.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0102.png', 0.32403431423968043
101, 102, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0102.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0103.png', 0.2973459953384985
102, 103, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0103.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0104.png', 0.2679875205861093
103, 104, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0104.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0105.png', 0.26474233000216907
104, 105, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0105.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0106.png', 0.27646746403967276
105, 106, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0106.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0107.png', 0.3049250074486827
106, 107, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0107.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0108.png', 0.31185118677521173
107, 108, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0108.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0109.png', 0.34489076607673813
108, 109, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0109.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0110.png', 0.34644609470388277
109, 110, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0110.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0111.png', 0.3696100246178296
110, 111, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0111.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0112.png', 0.3142933904447175
111, 112, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0112.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0113.png', 0.2755766939383152
112, 113, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0113.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0114.png', 0.26644265970245284
113, 114, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0114.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0115.png', 0.27012845518702483
114, 115, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0115.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0116.png', 0.2826286922376121
115, 116, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0116.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0117.png', 0.29601967242386024
116, 117, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0117.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0118.png', 0.2950140166461278
117, 118, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0118.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0119.png', 0.29741760510285103
118, 119, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0119.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0120.png', 0.3607571300552587
119, 120, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0120.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0121.png', 0.3425005729610985
120, 121, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0121.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0122.png', 0.32420563698181126
121, 122, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0122.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0123.png', 0.28584966769870856
122, 123, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0123.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0124.png', 0.3323735731714743
123, 124, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0124.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0125.png', 0.3627245185515974
124, 125, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0125.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0126.png', 0.29601967242386024
125, 126, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0126.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0127.png', 0.3440618780480923
126, 127, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0127.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0128.png', 0.3229023844671317
127, 128, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0128.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0129.png', 0.3318662334379668
128, 129, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0129.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0130.png', 0.3523343096256904
129, 130, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0130.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0131.png', 0.3802846589915571
130, 131, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0131.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0132.png', 0.36724863277281977
131, 132, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0132.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0133.png', 0.31977014343771526
132, 133, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0133.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0134.png', 0.3027996882398337
133, 134, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0134.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/1/mmaps/map0135.png', 0.29111916326542814
