0, 1, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/2/rgb/rgb0001.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/2/rgb/rgb0002.png', 5.138658366529195
16, 17, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/2/rgb/rgb0017.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/2/rgb/rgb0018.png', 4.876805721507142
17, 18, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/2/rgb/rgb0018.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/2/rgb/rgb0019.png', 4.854326768832873
18, 19, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/2/rgb/rgb0019.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/2/rgb/rgb0020.png', 4.737911730257137
19, 20, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/2/rgb/rgb0020.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/2/rgb/rgb0021.png', 4.828492053418559
20, 21, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/2/rgb/rgb0021.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/2/rgb/rgb0022.png', 4.847239374752459
21, 22, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/2/rgb/rgb0022.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/2/rgb/rgb0023.png', 4.360053562309979
22, 23, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/2/rgb/rgb0023.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/2/rgb/rgb0024.png', 4.411699324034369
23, 24, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/2/rgb/rgb0024.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/2/rgb/rgb0025.png', 4.740856709929912
24, 25, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/2/rgb/rgb0025.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/2/rgb/rgb0026.png', 4.79690254556025
25, 26, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/2/rgb/rgb0026.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/2/rgb/rgb0027.png', 4.619790300888391
26, 27, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/2/rgb/rgb0027.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/2/rgb/rgb0028.png', 5.143516431493474
27, 28, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/2/rgb/rgb0028.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/2/rgb/rgb0029.png', 5.703661659289541
28, 29, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/2/rgb/rgb0029.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/2/rgb/rgb0030.png', 5.915506430748788
29, 30, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/2/rgb/rgb0030.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/2/rgb/rgb0031.png', 5.845718255458752
30, 31, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/2/rgb/rgb0031.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/2/rgb/rgb0032.png', 5.578704707360415
31, 32, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/2/rgb/rgb0032.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/2/rgb/rgb0033.png', 5.344039870436209
32, 33, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/2/rgb/rgb0033.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/2/rgb/rgb0034.png', 5.254397553902421
