0, 1, './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00001.png', './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00002.png', 6.4260546998519015
16, 17, './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00017.png', './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00018.png', 4.010522194023442
17, 18, './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00018.png', './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00019.png', 4.512693817602916
18, 19, './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00019.png', './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00020.png', 5.020633730592393
19, 20, './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00020.png', './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00021.png', 4.364230374929454
20, 21, './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00021.png', './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00022.png', 4.165727035618834
21, 22, './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00022.png', './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00023.png', 4.395135060023752
22, 23, './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00023.png', './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00024.png', 4.377021009194793
23, 24, './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00024.png', './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00025.png', 4.753678920006057
24, 25, './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00025.png', './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00026.png', 4.129329968705647
25, 26, './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00026.png', './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00027.png', 3.6976035964865868
26, 27, './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00027.png', './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00028.png', 4.680211934760012
27, 28, './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00028.png', './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00029.png', 4.215263647046265
28, 29, './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00029.png', './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00030.png', 4.046136630918198
29, 30, './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00030.png', './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00031.png', 4.963819906128829
30, 31, './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00031.png', './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00032.png', 4.58443551935259
31, 32, './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00032.png', './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00033.png', 3.7231578251333004
32, 33, './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00033.png', './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00034.png', 4.458749950599597
33, 34, './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00034.png', './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00035.png', 4.796423274922728
34, 35, './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00035.png', './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00036.png', 3.9174038981434958
35, 36, './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00036.png', './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00037.png', 3.770696389182611
36, 37, './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00037.png', './GTEA61/flow_x_processed/S3/put_bread,bread/2/flow_x_00038.png', 3.4948207459317584
