0, 1, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00001.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00002.png', 5.440539497148903
16, 17, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00017.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00018.png', 4.647180358981574
17, 18, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00018.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00019.png', 4.7698463265952835
18, 19, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00019.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00020.png', 4.061829566390036
19, 20, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00020.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00021.png', 4.175649580462605
20, 21, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00021.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00022.png', 4.799865499494725
21, 22, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00022.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00023.png', 4.529161438951437
22, 23, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00023.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00024.png', 4.259445422339867
23, 24, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00024.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00025.png', 4.348622308219283
24, 25, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00025.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00026.png', 4.119660837607221
25, 26, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00026.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00027.png', 3.5606925438280523
26, 27, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00027.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00028.png', 3.970781769097044
27, 28, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00028.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00029.png', 4.643468052942386
28, 29, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00029.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00030.png', 5.08799604528973
29, 30, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00030.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00031.png', 4.772167602335649
30, 31, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00031.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00032.png', 5.108052203851394
31, 32, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00032.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00033.png', 4.743645248267552
32, 33, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00033.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00034.png', 5.042306262650597
33, 34, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00034.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00035.png', 4.944786312051302
34, 35, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00035.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00036.png', 5.235697706666251
35, 36, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00036.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00037.png', 5.393544269221416
36, 37, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00037.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00038.png', 4.975662146028135
37, 38, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00038.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00039.png', 5.14264744881216
38, 39, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00039.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00040.png', 5.26735730653484
39, 40, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00040.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00041.png', 5.423023584548216
40, 41, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00041.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00042.png', 4.184636258703392
41, 42, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00042.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00043.png', 5.566294760716777
42, 43, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00043.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00044.png', 4.736486133322589
43, 44, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00044.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00045.png', 5.478592768853982
44, 45, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00045.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00046.png', 5.628496020199929
45, 46, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00046.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00047.png', 5.185846059327687
46, 47, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00047.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00048.png', 5.190071004849667
47, 48, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00048.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00049.png', 5.035733136761884
48, 49, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00049.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00050.png', 5.531873783600403
49, 50, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00050.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00051.png', 5.316942546026581
50, 51, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00051.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00052.png', 5.250522520549892
51, 52, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00052.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00053.png', 6.296081086020783
52, 53, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00053.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00054.png', 4.501606881633956
53, 54, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00054.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00055.png', 5.287379390574152
54, 55, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00055.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00056.png', 4.6457629762433195
55, 56, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00056.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00057.png', 5.376562602439729
56, 57, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00057.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00058.png', 5.279402092264457
57, 58, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00058.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00059.png', 4.859031743985523
58, 59, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00059.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00060.png', 5.002669535244282
59, 60, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00060.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00061.png', 4.89812993624985
60, 61, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00061.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00062.png', 4.359658228064833
61, 62, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00062.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00063.png', 5.085184589227622
62, 63, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00063.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00064.png', 5.241967263155494
63, 64, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00064.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00065.png', 4.570198732857821
64, 65, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00065.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00066.png', 4.846204800290323
65, 66, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00066.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00067.png', 4.668932662583286
66, 67, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00067.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00068.png', 4.683693793499758
67, 68, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00068.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00069.png', 4.986868981166058
68, 69, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00069.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00070.png', 5.31040153960251
69, 70, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00070.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00071.png', 4.708805419296483
70, 71, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00071.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00072.png', 4.777621820308261
71, 72, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00072.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00073.png', 4.080130825523696
72, 73, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00073.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00074.png', 4.955357222866015
73, 74, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00074.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00075.png', 4.736904989369576
74, 75, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00075.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00076.png', 5.20362929725347
75, 76, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00076.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00077.png', 4.303559787018127
76, 77, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00077.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00078.png', 5.193575624280952
77, 78, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00078.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00079.png', 4.899151194265334
78, 79, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00079.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00080.png', 4.734154305636955
79, 80, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00080.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00081.png', 4.866832270958963
80, 81, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00081.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00082.png', 5.152009567726106
81, 82, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00082.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00083.png', 4.908142515040323
82, 83, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00083.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00084.png', 5.266156059146748
83, 84, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00084.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00085.png', 4.906737593108613
84, 85, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00085.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00086.png', 5.247156075874448
85, 86, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00086.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00087.png', 4.616227538437362
86, 87, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00087.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00088.png', 4.6167482911351705
87, 88, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00088.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00089.png', 4.6903661977284585
88, 89, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00089.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00090.png', 5.496892766971394
89, 90, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00090.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00091.png', 4.871044952663971
90, 91, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00091.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00092.png', 5.006137816030759
91, 92, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00092.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00093.png', 4.480321361346306
92, 93, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00093.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00094.png', 5.018770869317836
93, 94, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00094.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00095.png', 4.603716802946464
94, 95, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00095.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00096.png', 5.123220454298488
95, 96, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00096.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00097.png', 4.962098800616427
96, 97, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00097.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00098.png', 5.172325252314564
97, 98, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00098.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00099.png', 4.621341749127702
98, 99, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00099.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00100.png', 4.685618152838316
99, 100, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00100.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00101.png', 4.035145098506246
100, 101, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00101.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00102.png', 4.422461440173042
101, 102, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00102.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00103.png', 4.952875082915373
102, 103, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00103.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00104.png', 5.0002720057339305
103, 104, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00104.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00105.png', 4.96373425888291
104, 105, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00105.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00106.png', 5.095181617352413
105, 106, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00106.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00107.png', 5.071153439448532
