0, 1, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/mmaps/map0001.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/mmaps/map0002.png', 0.26296107931458457
57, 58, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/mmaps/map0058.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/mmaps/map0059.png', 0.21102299780579165
58, 59, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/mmaps/map0059.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/mmaps/map0060.png', 0.2194197202971621
59, 60, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/mmaps/map0060.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/mmaps/map0061.png', 0.17907369581777793
60, 61, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/mmaps/map0061.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/mmaps/map0062.png', 0.18071378231834598
61, 62, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/mmaps/map0062.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/mmaps/map0063.png', 0.18062526965850428
62, 63, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/mmaps/map0063.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/mmaps/map0064.png', 0.18071378231834598
63, 64, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/mmaps/map0064.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/mmaps/map0065.png', 0.1947189641080614
64, 65, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/mmaps/map0065.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/mmaps/map0066.png', 0.17649157040122493
65, 66, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/mmaps/map0066.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/mmaps/map0067.png', 0.184504807228489
66, 67, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/mmaps/map0067.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/mmaps/map0068.png', 0.16666014162751053
67, 68, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/mmaps/map0068.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/mmaps/map0069.png', 0.14653910260063044
68, 69, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/mmaps/map0069.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/mmaps/map0070.png', 0.15282988946973228
69, 70, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/mmaps/map0070.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/mmaps/map0071.png', 0.08431277352425066
