0, 1, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00001.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00002.png', 5.897450074248776
47, 48, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00048.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00049.png', 4.143308741064652
48, 49, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00049.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00050.png', 4.551201917579633
49, 50, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00050.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00051.png', 4.435173160421676
50, 51, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00051.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00052.png', 4.053889598973187
51, 52, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00052.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00053.png', 4.592063184054324
52, 53, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00053.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00054.png', 4.483525186899344
53, 54, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00054.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00055.png', 4.691797261574587
54, 55, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00055.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00056.png', 4.872800178718103
55, 56, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00056.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00057.png', 4.568073431677641
56, 57, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00057.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00058.png', 4.677048954169145
57, 58, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00058.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00059.png', 4.455811663037695
58, 59, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00059.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00060.png', 4.579155576244543
59, 60, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00060.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00061.png', 5.258407575789258
60, 61, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00061.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00062.png', 5.687978976433826
61, 62, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00062.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00063.png', 5.231553775547532
62, 63, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00063.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00064.png', 5.045864231383283
63, 64, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00064.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00065.png', 5.176864826018881
64, 65, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00065.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00066.png', 4.777965754864371
65, 66, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00066.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00067.png', 4.5635820626039445
66, 67, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00067.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00068.png', 4.682494767488209
67, 68, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00068.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00069.png', 4.428117800871424
68, 69, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00069.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00070.png', 4.25919766404494
69, 70, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00070.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00071.png', 4.5647357340477255
70, 71, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00071.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00072.png', 5.152159867733169
71, 72, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00072.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00073.png', 4.870459850832382
72, 73, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00073.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00074.png', 4.851921098029927
73, 74, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00074.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00075.png', 3.8306178226717624
74, 75, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00075.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00076.png', 3.9907082337244764
75, 76, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00076.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00077.png', 4.96986898314602
76, 77, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00077.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00078.png', 4.842328323547769
77, 78, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00078.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00079.png', 3.897288971482749
78, 79, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00079.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00080.png', 4.563691213485201
79, 80, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00080.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00081.png', 3.9483200974615946
80, 81, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00081.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00082.png', 3.969783101012751
81, 82, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00082.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00083.png', 5.294302899031998
82, 83, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00083.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00084.png', 4.532619939147609
83, 84, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00084.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00085.png', 4.908527590330668
84, 85, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00085.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00086.png', 4.864114129234202
85, 86, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00086.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00087.png', 5.321362983520516
86, 87, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00087.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00088.png', 4.842736673725463
87, 88, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00088.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00089.png', 4.340623176568538
88, 89, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00089.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00090.png', 4.149274656602556
89, 90, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00090.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00091.png', 4.394796129050571
90, 91, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00091.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00092.png', 4.9480140138408455
91, 92, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00092.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00093.png', 4.770348638063118
92, 93, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00093.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00094.png', 5.249332120129707
93, 94, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00094.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00095.png', 4.978322206141808
94, 95, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00095.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00096.png', 5.190385666013915
95, 96, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00096.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00097.png', 4.5148781651709715
96, 97, './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00097.png', './GTEA61/flow_x_processed/S4/spread_peanut,spoon,bread/3/flow_x_00098.png', 4.514236759763825
