0, 1, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0002.png', 5.045022232975711
11, 12, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0012.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0013.png', 5.168126891009767
12, 13, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0013.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0014.png', 5.184551085444805
13, 14, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0014.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0015.png', 4.758371157376904
14, 15, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0015.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0016.png', 4.589054964728183
15, 16, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0016.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0017.png', 5.0159841438757375
16, 17, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0017.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0018.png', 5.219606245205282
17, 18, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0018.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0019.png', 5.493524305555436
18, 19, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0019.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0020.png', 5.474855582483772
19, 20, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0020.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0021.png', 5.450727891077969
20, 21, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0021.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0022.png', 4.680913438347302
21, 22, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0022.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0023.png', 4.8820135075550155
22, 23, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0023.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0024.png', 5.040279704851673
23, 24, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0024.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0025.png', 5.330307891959004
24, 25, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0025.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0026.png', 5.455898495751663
25, 26, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0026.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0027.png', 4.957139038929219
26, 27, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0027.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0028.png', 5.243645140261267
27, 28, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0028.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0029.png', 5.186157046174918
28, 29, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0029.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0030.png', 5.0354370099205985
29, 30, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0030.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0031.png', 4.940276121972063
30, 31, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0031.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0032.png', 5.12833697436778
31, 32, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0032.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0033.png', 4.862973513740782
32, 33, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0033.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0034.png', 5.010812229137784
33, 34, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0034.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0035.png', 4.811253925093525
34, 35, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0035.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0036.png', 4.843768152619772
35, 36, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0036.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0037.png', 4.937496261312238
36, 37, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0037.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0038.png', 4.737450232961888
37, 38, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0038.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0039.png', 4.937091757348815
38, 39, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0039.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0040.png', 4.6880280073945935
39, 40, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0040.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0041.png', 4.711415613625235
40, 41, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0041.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0042.png', 4.912788156407629
41, 42, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0042.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0043.png', 4.8281994937319554
42, 43, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0043.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0044.png', 4.740371043710255
43, 44, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0044.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0045.png', 4.524916995119476
44, 45, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0045.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0046.png', 4.734016283304717
45, 46, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0046.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0047.png', 4.822976673537737
46, 47, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0047.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0048.png', 5.103306630877993
47, 48, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0048.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0049.png', 5.250358435466586
48, 49, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0049.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0050.png', 4.887888351525186
49, 50, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0050.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0051.png', 4.816804631268683
50, 51, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0051.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0052.png', 4.828532153533488
51, 52, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0052.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0053.png', 4.502312995981427
52, 53, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0053.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0054.png', 5.192344679117949
53, 54, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0054.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0055.png', 5.3552016680546455
54, 55, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0055.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0056.png', 5.261994938937455
55, 56, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0056.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0057.png', 5.0682156130078395
56, 57, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0057.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0058.png', 4.94786654530116
57, 58, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0058.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0059.png', 4.861637491025458
58, 59, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0059.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0060.png', 5.348632582041478
59, 60, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0060.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0061.png', 5.441481448363648
60, 61, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0061.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0062.png', 5.129332441714614
61, 62, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0062.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0063.png', 5.117167529364792
62, 63, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0063.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0064.png', 5.153768896450323
63, 64, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0064.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0065.png', 4.976166257975878
64, 65, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0065.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0066.png', 5.147768366417192
65, 66, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0066.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0067.png', 5.207570238395729
66, 67, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0067.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0068.png', 5.013201650734982
67, 68, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0068.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0069.png', 5.173130946530931
68, 69, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0069.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0070.png', 5.253811327391564
69, 70, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0070.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0071.png', 5.089954836671114
70, 71, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0071.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0072.png', 5.032751659829087
71, 72, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0072.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0073.png', 4.855029286114787
72, 73, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0073.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0074.png', 5.30110557347405
73, 74, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0074.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0075.png', 4.926052015949411
74, 75, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0075.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0076.png', 5.086761807983065
75, 76, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0076.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0077.png', 5.160700488214278
76, 77, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0077.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0078.png', 4.948939997108769
77, 78, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0078.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0079.png', 5.065889819435361
78, 79, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0079.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0080.png', 5.180123710428572
79, 80, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0080.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0081.png', 4.874975886732382
80, 81, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0081.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0082.png', 5.037571271642797
81, 82, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0082.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0083.png', 5.212078354593006
82, 83, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0083.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0084.png', 5.094300798962213
83, 84, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0084.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0085.png', 5.379801820424583
84, 85, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0085.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0086.png', 4.82665567296886
85, 86, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0086.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0087.png', 5.086161051375652
86, 87, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0087.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0088.png', 4.953445763929883
87, 88, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0088.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0089.png', 5.029494975802332
88, 89, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0089.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0090.png', 5.053530132095362
89, 90, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0090.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0091.png', 4.822467831428851
90, 91, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0091.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0092.png', 4.6554844574955005
91, 92, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0092.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0093.png', 5.041628807972836
92, 93, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0093.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0094.png', 5.114849604852
93, 94, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0094.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0095.png', 5.276355218123317
94, 95, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0095.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0096.png', 4.949830206328599
95, 96, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0096.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0097.png', 5.05216748369025
96, 97, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0097.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0098.png', 5.338245488362435
97, 98, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0098.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0099.png', 5.1259448935981995
98, 99, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0099.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0100.png', 5.20991149394991
99, 100, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0100.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0101.png', 4.966968469424917
100, 101, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0101.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0102.png', 4.914142544284136
101, 102, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0102.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0103.png', 5.243145340770893
102, 103, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0103.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0104.png', 5.016665159584357
103, 104, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0104.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0105.png', 5.1051347721202704
104, 105, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0105.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0106.png', 4.888128228732378
105, 106, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0106.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0107.png', 4.911001887680496
106, 107, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0107.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0108.png', 5.191567066993796
107, 108, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0108.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0109.png', 4.997071333148311
108, 109, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0109.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0110.png', 4.683628391652634
109, 110, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0110.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0111.png', 4.648794996524648
110, 111, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0111.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0112.png', 4.997729102697505
111, 112, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0112.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0113.png', 5.050699543525677
112, 113, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0113.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0114.png', 4.8235325422855775
113, 114, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0114.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0115.png', 4.872571550775463
114, 115, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0115.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0116.png', 4.8410891021524485
115, 116, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0116.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0117.png', 5.117312733863197
116, 117, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0117.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0118.png', 4.765649978809731
117, 118, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0118.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0119.png', 4.912868583391634
118, 119, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0119.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0120.png', 5.000957121872836
119, 120, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0120.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0121.png', 4.768837170589578
120, 121, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0121.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0122.png', 4.798251428581479
121, 122, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0122.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0123.png', 4.988976405131602
122, 123, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0123.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0124.png', 5.121455778277316
123, 124, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0124.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0125.png', 4.992733896136866
124, 125, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0125.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0126.png', 5.006719074830977
125, 126, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0126.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0127.png', 5.140349107458544
126, 127, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0127.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0128.png', 4.778028593428806
127, 128, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0128.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0129.png', 4.810734697877686
128, 129, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0129.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0130.png', 5.1158521892523705
129, 130, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0130.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0131.png', 5.011776645648186
130, 131, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0131.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0132.png', 5.311892930598356
131, 132, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0132.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0133.png', 4.871130165775465
132, 133, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0133.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0134.png', 5.034605532506424
133, 134, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0134.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0135.png', 5.139267283796514
134, 135, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0135.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0136.png', 4.590376256085708
135, 136, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0136.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0137.png', 4.9136965957436285
136, 137, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0137.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0138.png', 4.836056661456659
137, 138, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0138.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0139.png', 5.07407778510776
138, 139, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0139.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0140.png', 5.151870876187959
139, 140, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0140.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0141.png', 4.894233982861623
140, 141, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0141.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0142.png', 5.241513116088967
141, 142, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0142.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0143.png', 5.19757869585988
142, 143, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0143.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0144.png', 4.873112733206952
143, 144, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0144.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/rgb/rgb0145.png', 5.137694720228788
