0, 1, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00001.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00002.png', 4.3616652478827245
17, 18, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00018.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00019.png', 3.3345448058907667
18, 19, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00019.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00020.png', 3.571879509650953
19, 20, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00020.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00021.png', 3.343107898901018
20, 21, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00021.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00022.png', 3.5177091355289734
21, 22, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00022.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00023.png', 4.008164614834394
22, 23, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00023.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00024.png', 4.078894370838435
23, 24, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00024.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00025.png', 3.813152119323216
24, 25, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00025.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00026.png', 4.209800738794991
25, 26, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00026.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00027.png', 4.157394046645956
26, 27, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00027.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00028.png', 4.0452929551893915
27, 28, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00028.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00029.png', 4.331205656104118
28, 29, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00029.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00030.png', 3.9930007815923982
29, 30, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00030.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00031.png', 3.768491717040883
30, 31, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00031.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00032.png', 4.023731196522776
31, 32, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00032.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00033.png', 4.211452494776191
32, 33, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00033.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00034.png', 4.559974641889166
33, 34, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00034.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00035.png', 4.538384504294962
34, 35, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00035.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00036.png', 4.949465342607252
35, 36, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00036.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/2/flow_x_00037.png', 4.533472334794827
