0, 1, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00001.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00002.png', 5.3453926750955905
18, 19, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00019.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00020.png', 4.912829347506519
19, 20, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00020.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00021.png', 4.511309070680085
20, 21, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00021.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00022.png', 4.83864560209544
21, 22, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00022.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00023.png', 5.639491961850136
22, 23, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00023.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00024.png', 5.662527269607717
23, 24, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00024.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00025.png', 5.2495463262732205
24, 25, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00025.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00026.png', 4.700859407030606
25, 26, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00026.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00027.png', 4.739470269641891
26, 27, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00027.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00028.png', 4.252749567062144
27, 28, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00028.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00029.png', 4.6043307753072495
28, 29, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00029.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00030.png', 4.496400196446761
29, 30, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00030.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00031.png', 4.284623879214779
30, 31, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00031.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00032.png', 3.60420597413795
31, 32, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00032.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00033.png', 3.9077439238428795
32, 33, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00033.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00034.png', 3.9784369304166236
33, 34, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00034.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00035.png', 4.529609338333665
34, 35, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00035.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00036.png', 4.634555582820711
35, 36, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00036.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00037.png', 4.688480903304059
36, 37, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00037.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00038.png', 4.135847609904918
37, 38, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00038.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00039.png', 4.113957126965641
38, 39, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00039.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00040.png', 4.564932171696622
39, 40, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00040.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00041.png', 4.43561979896491
40, 41, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00041.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00042.png', 3.409081118320059
41, 42, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00042.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00043.png', 4.416532167049236
42, 43, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00043.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00044.png', 4.567356930800369
43, 44, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00044.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00045.png', 4.027343254097861
44, 45, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00045.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00046.png', 4.391023297050187
45, 46, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00046.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00047.png', 3.7744095259215693
46, 47, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00047.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00048.png', 3.8629034689730823
47, 48, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00048.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00049.png', 3.3099221324585963
48, 49, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00049.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00050.png', 2.868261545487939
49, 50, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00050.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00051.png', 3.5680478664524196
50, 51, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00051.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00052.png', 3.641425814284465
51, 52, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00052.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00053.png', 4.66809684928293
52, 53, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00053.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00054.png', 4.19527763094622
53, 54, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00054.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00055.png', 3.9173259109555945
54, 55, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00055.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00056.png', 3.1301770748088003
55, 56, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00056.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00057.png', 3.570194625187109
56, 57, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00057.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00058.png', 3.1364773833079482
57, 58, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00058.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00059.png', 2.871443410240225
58, 59, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00059.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00060.png', 3.0489933409768692
59, 60, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00060.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00061.png', 3.3768089390164366
60, 61, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00061.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00062.png', 3.1152666882776114
61, 62, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00062.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00063.png', 3.8655106038253906
62, 63, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00063.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00064.png', 3.3787205956685313
63, 64, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00064.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00065.png', 2.9888865210585207
64, 65, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00065.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00066.png', 3.5354710163017717
65, 66, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00066.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00067.png', 3.353839724950605
66, 67, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00067.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00068.png', 3.7241827475756475
67, 68, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00068.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00069.png', 3.8793959765575634
68, 69, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00069.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00070.png', 2.8704757282162
69, 70, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00070.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00071.png', 3.13370884345521
70, 71, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00071.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00072.png', 4.058479165203888
71, 72, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00072.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00073.png', 3.375457192710386
72, 73, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00073.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00074.png', 3.396654851207295
73, 74, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00074.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00075.png', 4.061396809638084
74, 75, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00075.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00076.png', 3.819638663974369
75, 76, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00076.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00077.png', 3.3151776258166024
76, 77, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00077.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00078.png', 4.0670863473049055
77, 78, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00078.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00079.png', 4.229579653601989
78, 79, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00079.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00080.png', 4.229014527574859
79, 80, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00080.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00081.png', 3.187148395237671
80, 81, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00081.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00082.png', 3.7238352213929677
81, 82, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00082.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00083.png', 3.080860610446374
82, 83, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00083.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00084.png', 3.486073730457118
83, 84, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00084.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00085.png', 3.96525230883079
84, 85, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00085.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00086.png', 3.4461865396798443
85, 86, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00086.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00087.png', 3.815046819927914
86, 87, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00087.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00088.png', 3.5248245506791887
87, 88, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00088.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00089.png', 3.6160233022008135
88, 89, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00089.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00090.png', 4.057091479267584
89, 90, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00090.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00091.png', 4.243693422298653
90, 91, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00091.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00092.png', 3.960601470360309
91, 92, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00092.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00093.png', 4.507522730121029
92, 93, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00093.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00094.png', 3.267157887836931
93, 94, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00094.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00095.png', 4.000139535732419
94, 95, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00095.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00096.png', 3.2532441722310255
95, 96, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00096.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00097.png', 3.600769081264636
96, 97, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00097.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00098.png', 4.025797892573196
97, 98, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00098.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00099.png', 3.3292916676021815
98, 99, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00099.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00100.png', 3.786129061137555
99, 100, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00100.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00101.png', 3.025112881648511
100, 101, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00101.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00102.png', 3.7344032468012918
101, 102, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00102.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00103.png', 3.8534321387600246
102, 103, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00103.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00104.png', 4.520663223427091
103, 104, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00104.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00105.png', 4.512773073901747
104, 105, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00105.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00106.png', 3.6247739965460712
105, 106, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00106.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00107.png', 4.266352809886713
106, 107, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00107.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00108.png', 4.345633995329623
107, 108, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00108.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00109.png', 4.465116614860393
108, 109, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00109.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00110.png', 3.5785500883550774
109, 110, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00110.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00111.png', 4.061391346663001
110, 111, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00111.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00112.png', 4.976585463060158
111, 112, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00112.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00113.png', 5.841160805722907
112, 113, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00113.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00114.png', 5.877026581532782
113, 114, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00114.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00115.png', 5.322669031290346
114, 115, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00115.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00116.png', 4.194420081137615
115, 116, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00116.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00117.png', 4.36351748708508
116, 117, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00117.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00118.png', 4.649487057037893
117, 118, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00118.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00119.png', 4.427351064076662
118, 119, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00119.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00120.png', 4.668864692911096
119, 120, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00120.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00121.png', 4.88777933477812
120, 121, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00121.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00122.png', 4.691401416031462
121, 122, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00122.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00123.png', 3.921608101937026
122, 123, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00123.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00124.png', 3.206621817420124
123, 124, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00124.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00125.png', 4.564878059226294
124, 125, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00125.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00126.png', 4.0128728523663675
125, 126, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00126.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00127.png', 2.829983248662361
126, 127, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00127.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00128.png', 3.3326122185406146
127, 128, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00128.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00129.png', 3.811250238976695
128, 129, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00129.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00130.png', 4.274084451064836
129, 130, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00130.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00131.png', 3.7751750565692395
130, 131, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00131.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00132.png', 3.013716048395392
131, 132, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00132.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00133.png', 3.264787593017476
132, 133, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00133.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00134.png', 3.40874533614953
133, 134, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00134.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00135.png', 4.122930488735145
134, 135, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00135.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00136.png', 3.6731725805753266
135, 136, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00136.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00137.png', 3.450231758921524
136, 137, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00137.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00138.png', 3.60342837499983
137, 138, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00138.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00139.png', 2.8444012038357718
138, 139, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00139.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00140.png', 3.303467038424252
139, 140, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00140.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00141.png', 3.344917921994534
140, 141, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00141.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00142.png', 3.5947005319799814
141, 142, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00142.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00143.png', 4.13375752356994
142, 143, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00143.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00144.png', 4.294387939885343
143, 144, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00144.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00145.png', 3.3754905554198746
144, 145, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00145.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00146.png', 3.862464912200562
145, 146, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00146.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00147.png', 4.155035688198659
146, 147, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00147.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00148.png', 4.231702897090891
147, 148, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00148.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00149.png', 4.020043722688747
148, 149, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00149.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00150.png', 3.9553238975888023
149, 150, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00150.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00151.png', 3.871974740059065
150, 151, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00151.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00152.png', 3.434153880993347
151, 152, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00152.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00153.png', 4.000085254035413
152, 153, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00153.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00154.png', 4.5369309964683175
153, 154, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00154.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00155.png', 3.4899330800929964
