0, 1, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0001.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0002.png', 5.203548454085901
26, 27, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0027.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0028.png', 4.333246854759982
27, 28, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0028.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0029.png', 3.942088484222529
28, 29, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0029.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0030.png', 4.04712136192079
29, 30, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0030.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0031.png', 4.3398280828519855
30, 31, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0031.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0032.png', 4.231933756202694
31, 32, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0032.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0033.png', 4.585427462053049
32, 33, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0033.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0034.png', 4.336150917244728
33, 34, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0034.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0035.png', 4.4508710630612
34, 35, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0035.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0036.png', 4.148570892182059
35, 36, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0036.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0037.png', 4.343952076825144
36, 37, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0037.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0038.png', 3.8021258976892245
37, 38, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0038.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0039.png', 4.213726613433284
38, 39, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0039.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0040.png', 4.325813041542839
39, 40, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0040.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0041.png', 4.349047866600678
40, 41, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0041.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0042.png', 4.374758832768924
41, 42, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0042.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0043.png', 4.497525942245044
42, 43, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0043.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0044.png', 3.9955219777992
43, 44, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0044.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0045.png', 4.235744547437855
44, 45, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0045.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0046.png', 4.2419543001937665
45, 46, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0046.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0047.png', 3.8337087723911822
46, 47, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0047.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0048.png', 3.8818596195765602
47, 48, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0048.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0049.png', 3.929154681436774
48, 49, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0049.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0050.png', 4.206005434334758
49, 50, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0050.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0051.png', 4.065685145458765
50, 51, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0051.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0052.png', 4.103868225113775
51, 52, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0052.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0053.png', 3.9086071479622437
52, 53, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0053.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0054.png', 4.127614673627
53, 54, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0054.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0055.png', 4.330829503711827
54, 55, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0055.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0056.png', 4.414988246200945
55, 56, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0056.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0057.png', 4.048946254445889
56, 57, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0057.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0058.png', 4.346847825123698
57, 58, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0058.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0059.png', 3.780329030670341
58, 59, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0059.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0060.png', 4.097553254965124
59, 60, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0060.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0061.png', 3.9001708940258673
60, 61, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0061.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0062.png', 4.008273597084278
61, 62, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0062.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0063.png', 4.106616773855717
62, 63, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0063.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0064.png', 4.0583598733093895
63, 64, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0064.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0065.png', 4.238679325229945
64, 65, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0065.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0066.png', 4.310736900135458
65, 66, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0066.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0067.png', 4.221035719730392
66, 67, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0067.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0068.png', 3.8673920541454136
67, 68, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0068.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0069.png', 4.40919168019525
68, 69, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0069.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0070.png', 4.32574742689643
69, 70, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0070.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0071.png', 4.101359631431669
70, 71, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0071.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0072.png', 4.104106287982895
71, 72, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0072.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0073.png', 3.999708957321298
72, 73, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0073.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0074.png', 3.878428404516081
73, 74, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0074.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0075.png', 4.01632557347019
74, 75, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0075.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0076.png', 3.977477596363733
75, 76, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0076.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0077.png', 3.9353743844336333
76, 77, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0077.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0078.png', 4.199109383825666
77, 78, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0078.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0079.png', 3.761461202737877
78, 79, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0079.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0080.png', 4.1050980412568
79, 80, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0080.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0081.png', 4.098369060530037
80, 81, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0081.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0082.png', 4.273781510921635
81, 82, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0082.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0083.png', 4.168080670092671
82, 83, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0083.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0084.png', 4.243930737482524
83, 84, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0084.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0085.png', 4.209245400898634
84, 85, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0085.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0086.png', 4.397733604697691
85, 86, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0086.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0087.png', 4.447863293277664
86, 87, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0087.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0088.png', 4.1635505953577105
87, 88, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0088.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0089.png', 3.8267128046367254
88, 89, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0089.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0090.png', 3.949518283731079
89, 90, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0090.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0091.png', 3.8537540518959155
90, 91, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0091.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0092.png', 3.991524611641206
91, 92, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0092.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0093.png', 4.204952301020328
92, 93, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0093.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0094.png', 4.155607545397667
93, 94, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0094.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0095.png', 4.145444356909325
94, 95, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0095.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0096.png', 3.746697396120056
95, 96, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0096.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0097.png', 3.803397404445848
96, 97, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0097.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0098.png', 4.050472932398393
97, 98, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0098.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0099.png', 3.8534446274204877
98, 99, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0099.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0100.png', 4.166323785454484
99, 100, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0100.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0101.png', 3.9133076144882137
100, 101, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0101.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0102.png', 4.065961786525525
101, 102, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0102.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0103.png', 4.147100360900788
102, 103, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0103.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0104.png', 4.061516041444166
103, 104, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0104.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0105.png', 4.3268069894043215
104, 105, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0105.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0106.png', 4.126928306177015
105, 106, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0106.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0107.png', 4.302424032132142
106, 107, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0107.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0108.png', 4.0965922662313075
107, 108, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0108.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0109.png', 4.408493805111723
108, 109, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0109.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0110.png', 4.067271738473798
109, 110, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0110.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0111.png', 3.7686393770319233
110, 111, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0111.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0112.png', 3.896217886037018
111, 112, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0112.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0113.png', 3.9045787236012366
112, 113, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0113.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0114.png', 3.8255554955974826
113, 114, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0114.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0115.png', 4.145660821806696
114, 115, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0115.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0116.png', 3.9226871646046333
115, 116, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0116.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0117.png', 3.9500121927845084
116, 117, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0117.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0118.png', 4.212384517434387
117, 118, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0118.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0119.png', 3.9321481744035767
118, 119, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0119.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0120.png', 4.085475515598453
119, 120, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0120.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0121.png', 4.160891357454284
120, 121, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0121.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0122.png', 4.323180958143893
121, 122, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0122.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0123.png', 4.174149743588332
122, 123, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0123.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0124.png', 4.100253497435356
123, 124, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0124.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0125.png', 4.303702552335892
124, 125, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0125.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0126.png', 3.7391450108594833
125, 126, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0126.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0127.png', 3.7339675154123833
126, 127, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0127.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0128.png', 3.835643970306672
127, 128, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0128.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0129.png', 3.8861174056216576
128, 129, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0129.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0130.png', 4.121401623277128
129, 130, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0130.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0131.png', 3.8620221543790074
130, 131, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0131.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0132.png', 4.01080263847247
131, 132, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0132.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0133.png', 4.125418654069517
132, 133, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0133.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0134.png', 4.030603772190821
133, 134, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0134.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0135.png', 4.1585575361173195
134, 135, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0135.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0136.png', 3.9380296837727595
135, 136, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0136.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0137.png', 4.140649838936063
136, 137, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0137.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0138.png', 4.3112994516203305
137, 138, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0138.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0139.png', 4.304203181823667
138, 139, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0139.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0140.png', 4.541782686396557
139, 140, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0140.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0141.png', 4.058408040400721
140, 141, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0141.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0142.png', 4.1349972194079365
141, 142, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0142.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0143.png', 3.9381930863021393
142, 143, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0143.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0144.png', 3.8146022017555956
143, 144, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0144.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0145.png', 4.281041989261709
144, 145, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0145.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0146.png', 4.171629551962763
145, 146, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0146.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0147.png', 3.897081172880106
146, 147, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0147.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0148.png', 4.000334197893134
147, 148, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0148.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0149.png', 3.9977580821986316
148, 149, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0149.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0150.png', 4.069751069261744
149, 150, './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0150.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/rgb/rgb0151.png', 3.9163368689558355
