0, 1, './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00001.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00002.png', 4.294059760421173
50, 51, './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00051.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00052.png', 5.09668345244056
51, 52, './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00052.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00053.png', 5.28556047030891
52, 53, './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00053.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00054.png', 4.906232770868397
53, 54, './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00054.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00055.png', 5.234567300967172
54, 55, './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00055.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00056.png', 4.930263000813965
55, 56, './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00056.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00057.png', 5.233373013692113
56, 57, './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00057.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00058.png', 5.194114732275215
57, 58, './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00058.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00059.png', 5.396981960306024
58, 59, './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00059.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00060.png', 5.6982217438934
59, 60, './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00060.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00061.png', 5.262694205580149
60, 61, './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00061.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00062.png', 4.5331135294035905
61, 62, './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00062.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00063.png', 4.641290384628702
62, 63, './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00063.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00064.png', 4.959762305050044
63, 64, './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00064.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00065.png', 5.10510793090422
64, 65, './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00065.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00066.png', 5.403326499350047
65, 66, './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00066.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00067.png', 5.767407836635759
66, 67, './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00067.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00068.png', 5.324687680872608
67, 68, './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00068.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00069.png', 5.439008051311744
68, 69, './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00069.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00070.png', 4.934767385672762
69, 70, './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00070.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00071.png', 4.958505671075141
70, 71, './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00071.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00072.png', 5.434696824933013
71, 72, './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00072.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00073.png', 5.586984474174929
72, 73, './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00073.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00074.png', 5.7613425477467946
73, 74, './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00074.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00075.png', 5.602727771762884
74, 75, './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00075.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00076.png', 5.516443097380939
75, 76, './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00076.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00077.png', 5.563271108640863
76, 77, './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00077.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00078.png', 5.018317211673243
77, 78, './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00078.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00079.png', 5.205510685064491
78, 79, './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00079.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00080.png', 5.459713192908247
79, 80, './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00080.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00081.png', 5.25140561773081
80, 81, './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00081.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00082.png', 5.552232259685639
81, 82, './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00082.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00083.png', 5.839340070764447
82, 83, './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00083.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00084.png', 5.788974349231254
83, 84, './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00084.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00085.png', 5.56019703198365
84, 85, './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00085.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00086.png', 4.951048406673548
85, 86, './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00086.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00087.png', 5.056596714516927
86, 87, './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00087.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00088.png', 4.60209407384115
87, 88, './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00088.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/1/flow_x_00089.png', 5.113925747877973
