0, 1, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0002.png', 5.053537249092891
16, 17, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0017.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0018.png', 4.242777573437612
17, 18, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0018.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0019.png', 4.569145796115191
18, 19, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0019.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0020.png', 4.193407227046368
19, 20, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0020.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0021.png', 4.290432754142271
20, 21, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0021.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0022.png', 4.534719106946706
21, 22, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0022.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0023.png', 4.3153616588376185
22, 23, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0023.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0024.png', 4.330114970543055
23, 24, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0024.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0025.png', 4.162430466893377
24, 25, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0025.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0026.png', 4.230646440195004
25, 26, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0026.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0027.png', 4.2395812260402375
26, 27, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0027.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0028.png', 4.353747632587197
27, 28, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0028.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0029.png', 3.9600478128809016
28, 29, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0029.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0030.png', 3.8138459439596692
29, 30, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0030.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0031.png', 3.9875562696789935
30, 31, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0031.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0032.png', 4.167103405182326
31, 32, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0032.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0033.png', 4.130627596227056
32, 33, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0033.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0034.png', 4.314083136397497
33, 34, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0034.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0035.png', 4.570588073045609
34, 35, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0035.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0036.png', 4.562099465274023
35, 36, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0036.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0037.png', 4.356948466142006
36, 37, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0037.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0038.png', 4.387096781272293
37, 38, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0038.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0039.png', 4.24128247277605
38, 39, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0039.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0040.png', 4.495859078738095
39, 40, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0040.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0041.png', 4.350954297692165
40, 41, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0041.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0042.png', 4.136650439317844
41, 42, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0042.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0043.png', 4.352970303672631
42, 43, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0043.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0044.png', 4.648209994371417
43, 44, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0044.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0045.png', 4.279322382323957
44, 45, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0045.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0046.png', 4.38917844177576
45, 46, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0046.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0047.png', 4.459804762076164
46, 47, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0047.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0048.png', 4.237889900174579
47, 48, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0048.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0049.png', 4.4773562952761745
48, 49, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0049.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0050.png', 4.708947657241818
49, 50, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0050.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0051.png', 4.138162961043776
50, 51, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0051.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0052.png', 4.143895214948952
51, 52, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0052.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0053.png', 4.77889757324071
52, 53, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0053.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0054.png', 4.478173526942584
53, 54, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0054.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0055.png', 4.33043065903824
54, 55, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0055.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0056.png', 4.288668084116862
55, 56, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0056.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0057.png', 4.633792792575148
56, 57, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0057.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0058.png', 4.54860257858332
57, 58, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0058.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0059.png', 4.588442807225136
58, 59, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0059.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0060.png', 4.47918839480959
59, 60, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0060.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0061.png', 4.114830405064969
60, 61, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0061.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0062.png', 4.37262756090836
61, 62, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0062.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0063.png', 4.339354372565779
62, 63, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0063.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0064.png', 4.3756722156666275
63, 64, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0064.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0065.png', 4.703909941204515
64, 65, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0065.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0066.png', 4.478281159528906
65, 66, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0066.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0067.png', 4.173301369427713
66, 67, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0067.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0068.png', 4.480349379146628
67, 68, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0068.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0069.png', 4.591923346427149
68, 69, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0069.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0070.png', 4.448498371199823
69, 70, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0070.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0071.png', 4.36904390332485
70, 71, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0071.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0072.png', 4.367789873253842
71, 72, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0072.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0073.png', 4.20296510021464
72, 73, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0073.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0074.png', 4.357856090751125
73, 74, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0074.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0075.png', 4.386898406999353
74, 75, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0075.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0076.png', 4.25030497069344
75, 76, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0076.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0077.png', 4.084873259478131
76, 77, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0077.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0078.png', 4.516279808856813
77, 78, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0078.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0079.png', 4.637476270585718
78, 79, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0079.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0080.png', 4.447659916742387
79, 80, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0080.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0081.png', 4.610872840251732
80, 81, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0081.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0082.png', 4.504482768606104
81, 82, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0082.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0083.png', 4.659159356348212
82, 83, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0083.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0084.png', 4.82208142406347
83, 84, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0084.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0085.png', 4.783350455980051
84, 85, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0085.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0086.png', 4.5067802686830145
85, 86, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0086.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0087.png', 4.33204245135089
86, 87, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0087.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0088.png', 3.838417242153215
87, 88, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0088.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0089.png', 4.2551757747821615
88, 89, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0089.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0090.png', 4.321960576742633
89, 90, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0090.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0091.png', 4.428510252806005
90, 91, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0091.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0092.png', 4.614000402190354
91, 92, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0092.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0093.png', 4.586908770022779
92, 93, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0093.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0094.png', 4.515367015876617
93, 94, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0094.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0095.png', 4.595604330257716
94, 95, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0095.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0096.png', 4.6486624578812
95, 96, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0096.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0097.png', 4.486202138404774
96, 97, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0097.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0098.png', 4.541820389562201
97, 98, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0098.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0099.png', 4.566576134663496
98, 99, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0099.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0100.png', 4.6618372269327155
99, 100, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0100.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0101.png', 4.686731493672908
100, 101, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0101.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0102.png', 4.944048900456977
101, 102, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0102.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0103.png', 4.9112816110785875
102, 103, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0103.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0104.png', 5.1434425614406685
103, 104, './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0104.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/rgb/rgb0105.png', 5.133865045564089
