0, 1, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00001.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00002.png', 5.596288546173659
29, 30, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00030.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00031.png', 5.938804579420623
30, 31, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00031.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00032.png', 5.593467434514624
31, 32, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00032.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00033.png', 7.035015382220515
32, 33, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00033.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00034.png', 6.992050899989643
33, 34, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00034.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00035.png', 5.47357603963051
34, 35, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00035.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00036.png', 5.257238308113314
35, 36, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00036.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00037.png', 5.643455887638225
36, 37, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00037.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00038.png', 6.061299234074184
37, 38, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00038.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00039.png', 6.190852101497687
38, 39, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00039.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00040.png', 5.530018225285388
39, 40, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00040.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00041.png', 5.8407536094586145
40, 41, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00041.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00042.png', 5.160255319923591
41, 42, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00042.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00043.png', 4.676775612675673
42, 43, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00043.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00044.png', 3.6418232741394747
43, 44, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00044.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00045.png', 2.986748283250556
44, 45, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00045.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00046.png', 3.1680618072279816
45, 46, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00046.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00047.png', 3.864979882072644
46, 47, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00047.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00048.png', 5.006741003983303
47, 48, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00048.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00049.png', 5.71244807157402
48, 49, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00049.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00050.png', 5.568483164764805
49, 50, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00050.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00051.png', 5.649102538572785
50, 51, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00051.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00052.png', 4.964309169694416
51, 52, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00052.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00053.png', 5.120038745045388
52, 53, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00053.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00054.png', 5.184814934753749
53, 54, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00054.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00055.png', 5.576976674006547
54, 55, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00055.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00056.png', 5.983098079902121
55, 56, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00056.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00057.png', 6.439053974767359
56, 57, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00057.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00058.png', 5.242307393793896
57, 58, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00058.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00059.png', 4.55471720093696
58, 59, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00059.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00060.png', 6.525291534910527
59, 60, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00060.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00061.png', 6.093582954099165
60, 61, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00061.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00062.png', 5.425530772961316
61, 62, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00062.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00063.png', 4.9778824526290775
62, 63, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00063.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00064.png', 4.442046569433832
63, 64, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00064.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00065.png', 4.967648510276019
64, 65, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00065.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00066.png', 4.549164739248648
65, 66, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00066.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00067.png', 5.614601352593851
66, 67, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00067.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00068.png', 5.15162942414131
67, 68, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00068.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00069.png', 4.27402497748252
68, 69, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00069.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00070.png', 4.225518226019067
69, 70, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00070.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00071.png', 4.909080425324601
70, 71, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00071.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00072.png', 4.959515653580692
71, 72, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00072.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00073.png', 5.101328929042673
72, 73, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00073.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00074.png', 5.1441376555757925
73, 74, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00074.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00075.png', 4.8297955170628954
74, 75, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00075.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00076.png', 5.062283374753824
75, 76, './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00076.png', './GTEA61/flow_x_processed/S2/pour_mayonnaise,cheese,bread/1/flow_x_00077.png', 5.906786305454025
