0, 1, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00001.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00002.png', 4.709248033158781
18, 19, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00019.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00020.png', 3.9863660500273967
19, 20, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00020.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00021.png', 3.938428411088887
20, 21, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00021.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00022.png', 4.378289530997377
21, 22, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00022.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00023.png', 3.6591656509867203
22, 23, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00023.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00024.png', 3.6366101178049375
23, 24, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00024.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00025.png', 4.306282248752164
24, 25, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00025.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00026.png', 4.58311854186554
25, 26, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00026.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00027.png', 4.142991179538531
26, 27, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00027.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00028.png', 3.889361830034454
27, 28, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00028.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00029.png', 4.4390820619964275
28, 29, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00029.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00030.png', 5.3206863964792666
29, 30, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00030.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00031.png', 3.9963033415204725
30, 31, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00031.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00032.png', 5.153560708565679
31, 32, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00032.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00033.png', 4.8614281114760045
32, 33, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00033.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00034.png', 5.094764542141651
33, 34, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00034.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00035.png', 4.069542759371264
34, 35, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00035.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00036.png', 3.9234755113983844
35, 36, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00036.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00037.png', 4.7753085102691815
36, 37, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00037.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00038.png', 4.310997326013307
37, 38, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00038.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00039.png', 3.997388855738593
38, 39, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00039.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00040.png', 4.506603645596853
39, 40, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00040.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00041.png', 3.6934216806907902
40, 41, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00041.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00042.png', 3.3118717149849677
41, 42, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00042.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00043.png', 4.497777717560202
42, 43, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00043.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00044.png', 4.60475852640179
43, 44, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00044.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00045.png', 5.786220085555609
44, 45, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00045.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00046.png', 5.770424567642927
45, 46, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00046.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00047.png', 4.521632045084208
46, 47, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00047.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00048.png', 4.180050849315097
47, 48, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00048.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00049.png', 4.27462792679157
48, 49, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00049.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00050.png', 5.583814817784389
49, 50, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00050.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00051.png', 3.577494778421634
50, 51, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00051.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00052.png', 3.9683263328376857
51, 52, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00052.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00053.png', 4.499751463185882
52, 53, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00053.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00054.png', 5.315619107066521
53, 54, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00054.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00055.png', 5.154591219124317
54, 55, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00055.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00056.png', 5.570749508595454
55, 56, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00056.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00057.png', 5.183926814020427
56, 57, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00057.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00058.png', 5.175367083932185
57, 58, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00058.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00059.png', 4.4830710820897455
58, 59, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00059.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00060.png', 4.7616034488213455
59, 60, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00060.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00061.png', 5.020871926090647
60, 61, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00061.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00062.png', 4.224418483221933
61, 62, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00062.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00063.png', 4.377265202434347
62, 63, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00063.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00064.png', 3.8814812142402038
63, 64, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00064.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00065.png', 4.172811598471176
64, 65, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00065.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00066.png', 5.01530470500044
65, 66, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00066.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00067.png', 5.249757765425062
66, 67, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00067.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00068.png', 4.782013868245236
67, 68, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00068.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00069.png', 5.215365933463068
68, 69, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00069.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00070.png', 4.167417963136264
69, 70, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00070.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00071.png', 4.166734530243709
70, 71, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00071.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00072.png', 4.652058878884338
71, 72, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00072.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00073.png', 4.986022430609821
72, 73, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00073.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00074.png', 3.634780587016882
73, 74, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00074.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00075.png', 3.835900146767071
74, 75, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00075.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00076.png', 4.087541437299159
75, 76, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00076.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00077.png', 4.506649877028732
76, 77, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00077.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00078.png', 3.956863707240498
77, 78, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00078.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00079.png', 4.268898437265396
78, 79, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00079.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00080.png', 4.9651729101174595
79, 80, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00080.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00081.png', 4.4491930811872935
80, 81, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00081.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00082.png', 4.743380929668134
81, 82, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00082.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00083.png', 4.943377987352158
82, 83, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00083.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00084.png', 4.524079029642836
83, 84, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00084.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00085.png', 4.77976522537944
84, 85, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00085.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00086.png', 4.815742589536536
