0, 1, './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00001.png', './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00002.png', 5.704296357161222
22, 23, './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00023.png', './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00024.png', 4.99048416779324
23, 24, './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00024.png', './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00025.png', 5.6320318887491
24, 25, './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00025.png', './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00026.png', 6.029312875217415
25, 26, './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00026.png', './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00027.png', 5.936684454167041
26, 27, './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00027.png', './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00028.png', 5.245645753423467
27, 28, './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00028.png', './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00029.png', 6.724915361000588
28, 29, './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00029.png', './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00030.png', 6.077309021011472
29, 30, './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00030.png', './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00031.png', 5.202137085620233
30, 31, './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00031.png', './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00032.png', 5.27322383997535
31, 32, './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00032.png', './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00033.png', 4.712608812069381
32, 33, './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00033.png', './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00034.png', 4.50401509098307
33, 34, './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00034.png', './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00035.png', 5.135506244188138
34, 35, './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00035.png', './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00036.png', 5.138930916647687
35, 36, './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00036.png', './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00037.png', 4.565903890387803
36, 37, './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00037.png', './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00038.png', 4.9476227266745285
37, 38, './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00038.png', './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00039.png', 4.953036994429161
38, 39, './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00039.png', './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00040.png', 3.9973387685056467
39, 40, './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00040.png', './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00041.png', 5.244595134370196
40, 41, './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00041.png', './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00042.png', 5.177262821262017
41, 42, './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00042.png', './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00043.png', 6.0415495588840145
42, 43, './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00043.png', './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00044.png', 6.14000134948376
43, 44, './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00044.png', './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00045.png', 5.245682840305402
44, 45, './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00045.png', './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00046.png', 4.626739063362497
45, 46, './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00046.png', './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00047.png', 5.890849860192428
46, 47, './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00047.png', './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00048.png', 4.895071507111392
47, 48, './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00048.png', './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00049.png', 4.956172675898129
48, 49, './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00049.png', './GTEA61/flow_y_processed/S2/put_bread,bread/2/flow_y_00050.png', 3.89684031324881
