0, 1, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0001.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0002.png', 0.5740950711218388
29, 30, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0030.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0031.png', 0.01641704712109765
30, 31, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0031.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0032.png', 0.016256193458082116
31, 32, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0032.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0033.png', 0.00874590784647976
32, 33, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0033.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0034.png', -0.0
33, 34, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0034.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0035.png', -0.0
34, 35, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0035.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0036.png', 0.018089656466572346
35, 36, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0036.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0037.png', 0.010851145512816433
36, 37, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0037.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0038.png', 0.01934529263096175
37, 38, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0038.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0039.png', 0.02986334440800564
38, 39, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0039.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0040.png', 0.029719839465298326
39, 40, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0040.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0041.png', 0.016256193458082116
40, 41, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0041.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0042.png', 0.00989528108466088
41, 42, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0042.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0043.png', 0.012301976141196167
42, 43, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0043.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0044.png', 0.003544461826411742
43, 44, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0044.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0045.png', 0.004049465256474755
44, 45, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0045.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0046.png', 0.019189173506139693
45, 46, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0046.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0047.png', 0.023177938696881003
46, 47, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0047.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0048.png', 0.01649736862931219
47, 48, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0048.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0049.png', 0.009190671434539072
48, 49, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0049.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0050.png', 0.009190671434539072
49, 50, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0050.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0051.png', 0.009013185442534974
50, 51, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0051.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0052.png', 0.009013185442534974
51, 52, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0052.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0053.png', -0.0
52, 53, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0053.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0054.png', -0.0
53, 54, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0054.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0055.png', -0.0
54, 55, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0055.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0056.png', -0.0
55, 56, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0056.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0057.png', 0.008567004826127734
