0, 1, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/3/mmaps/map0001.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/3/mmaps/map0002.png', 0.3667688894625469
11, 12, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/3/mmaps/map0012.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/3/mmaps/map0013.png', 0.1826129476729087
12, 13, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/3/mmaps/map0013.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/3/mmaps/map0014.png', 0.15512532324741354
13, 14, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/3/mmaps/map0014.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/3/mmaps/map0015.png', 0.22220318152353355
14, 15, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/3/mmaps/map0015.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/3/mmaps/map0016.png', 0.29548113795771547
15, 16, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/3/mmaps/map0016.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/3/mmaps/map0017.png', 0.2990979839707517
16, 17, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/3/mmaps/map0017.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/3/mmaps/map0018.png', 0.25968746080158467
17, 18, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/3/mmaps/map0018.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/3/mmaps/map0019.png', 0.24224495189789172
18, 19, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/3/mmaps/map0019.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/3/mmaps/map0020.png', 0.2679122567874149
19, 20, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/3/mmaps/map0020.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/3/mmaps/map0021.png', 0.26836369345776173
20, 21, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/3/mmaps/map0021.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/3/mmaps/map0022.png', 0.2346748511118851
21, 22, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/3/mmaps/map0022.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/3/mmaps/map0023.png', 0.18128872475186614
22, 23, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/3/mmaps/map0023.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/3/mmaps/map0024.png', 0.16897845704567827
23, 24, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/3/mmaps/map0024.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/3/mmaps/map0025.png', 0.20121743680623033
24, 25, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/3/mmaps/map0025.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/3/mmaps/map0026.png', 0.17845168053523733
25, 26, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/3/mmaps/map0026.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/3/mmaps/map0027.png', 0.16226484881870276
26, 27, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/3/mmaps/map0027.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/3/mmaps/map0028.png', 0.14242276235412674
27, 28, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/3/mmaps/map0028.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/3/mmaps/map0029.png', 0.309399146791646
28, 29, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/3/mmaps/map0029.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/3/mmaps/map0030.png', 0.26723444344897
