0, 1, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0002.png', 6.241711695550098
15, 16, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0016.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0017.png', 4.949700440481071
16, 17, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0017.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0018.png', 5.000410083494511
17, 18, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0018.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0019.png', 4.518278877645554
18, 19, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0019.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0020.png', 4.666686764248005
19, 20, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0020.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0021.png', 4.544057501157247
20, 21, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0021.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0022.png', 5.032645629826908
21, 22, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0022.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0023.png', 5.2417279502009775
22, 23, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0023.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0024.png', 5.044827339560205
23, 24, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0024.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0025.png', 5.624497979849861
24, 25, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0025.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0026.png', 5.162746163892897
25, 26, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0026.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0027.png', 5.095101225477015
26, 27, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0027.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0028.png', 5.328323884386034
27, 28, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0028.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0029.png', 5.206870671578609
28, 29, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0029.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0030.png', 5.58358038817516
29, 30, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0030.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0031.png', 4.935684646664806
30, 31, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0031.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0032.png', 4.817635183421767
31, 32, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0032.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0033.png', 4.914663121955573
32, 33, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0033.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0034.png', 4.589367303596468
33, 34, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0034.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0035.png', 4.89237860160207
34, 35, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0035.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0036.png', 4.768614709253705
35, 36, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0036.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0037.png', 4.677184108001641
36, 37, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0037.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0038.png', 4.855753479354706
37, 38, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0038.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0039.png', 4.689797481780978
38, 39, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0039.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0040.png', 5.042010213995338
39, 40, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0040.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0041.png', 4.987284689367853
40, 41, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0041.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0042.png', 4.455692358204118
41, 42, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0042.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0043.png', 4.713290406657353
42, 43, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0043.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0044.png', 5.017767072916013
43, 44, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0044.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0045.png', 5.0071958061858
44, 45, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0045.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0046.png', 4.257417861053366
45, 46, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0046.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0047.png', 4.403925225247505
46, 47, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0047.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0048.png', 4.679965346193617
47, 48, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0048.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0049.png', 4.775613483576626
48, 49, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0049.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0050.png', 5.209534222639715
49, 50, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0050.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0051.png', 5.382436798066567
50, 51, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0051.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0052.png', 5.554317790805634
51, 52, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0052.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0053.png', 5.489312554972037
52, 53, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0053.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0054.png', 5.436530279468105
53, 54, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0054.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0055.png', 5.475545349839812
54, 55, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0055.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0056.png', 5.842208390599264
55, 56, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0056.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0057.png', 5.814246361923432
56, 57, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0057.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0058.png', 5.342113891090143
57, 58, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0058.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0059.png', 5.077675353341857
58, 59, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0059.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0060.png', 4.70949720268858
59, 60, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0060.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0061.png', 5.348763445106241
60, 61, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0061.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0062.png', 4.9558365178504795
61, 62, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0062.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0063.png', 5.047061835045693
62, 63, './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0063.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/rgb/rgb0064.png', 4.634731406001702
