0, 1, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0002.png', 5.021267083364974
20, 21, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0021.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0022.png', 5.6526282062443585
21, 22, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0022.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0023.png', 5.682503297828562
22, 23, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0023.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0024.png', 5.675651056739259
23, 24, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0024.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0025.png', 5.748759815942924
24, 25, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0025.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0026.png', 5.74668510440726
25, 26, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0026.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0027.png', 6.06313025875757
26, 27, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0027.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0028.png', 6.208194301175699
27, 28, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0028.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0029.png', 6.022692496843353
28, 29, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0029.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0030.png', 6.1158090484614815
29, 30, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0030.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0031.png', 6.005466671949323
30, 31, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0031.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0032.png', 5.888682538627159
31, 32, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0032.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0033.png', 5.291114849725497
32, 33, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0033.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0034.png', 5.061437343131683
33, 34, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0034.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0035.png', 5.087913772794837
34, 35, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0035.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0036.png', 5.22732524137415
35, 36, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0036.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0037.png', 5.422379292350551
36, 37, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0037.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0038.png', 5.275987013539722
37, 38, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0038.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0039.png', 5.732250873955862
38, 39, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0039.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0040.png', 5.605319106641843
39, 40, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0040.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0041.png', 5.931823811647426
40, 41, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0041.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0042.png', 5.851491149474564
41, 42, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0042.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0043.png', 5.775182838163472
42, 43, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0043.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0044.png', 5.72854125442208
43, 44, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0044.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0045.png', 5.361052182398167
44, 45, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0045.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0046.png', 4.703771439573241
45, 46, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0046.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0047.png', 4.688981233748114
46, 47, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0047.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0048.png', 4.41162970221939
47, 48, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0048.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0049.png', 4.667743703813077
48, 49, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0049.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0050.png', 5.104789855922956
49, 50, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0050.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0051.png', 5.173152164353186
50, 51, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0051.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0052.png', 5.3360162615018885
51, 52, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0052.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0053.png', 5.311200829105483
52, 53, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0053.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0054.png', 4.903998282515396
53, 54, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0054.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0055.png', 4.504373145689925
54, 55, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0055.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0056.png', 4.7127596182813
55, 56, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0056.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0057.png', 5.042166570971326
56, 57, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0057.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0058.png', 5.119279027951495
57, 58, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0058.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0059.png', 5.26215264641403
58, 59, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0059.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0060.png', 5.260766110680299
59, 60, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0060.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0061.png', 4.718841847826102
60, 61, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0061.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0062.png', 4.825811152420813
61, 62, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0062.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0063.png', 5.0580411618498395
62, 63, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0063.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0064.png', 4.796092214073527
63, 64, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0064.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0065.png', 5.05382705486875
64, 65, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0065.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0066.png', 5.064085419644644
65, 66, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0066.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0067.png', 5.125273384249849
66, 67, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0067.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0068.png', 5.057463471039063
67, 68, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0068.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0069.png', 5.213517247768426
68, 69, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0069.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0070.png', 4.75380235766035
69, 70, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0070.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0071.png', 5.22642261729198
70, 71, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0071.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0072.png', 5.391927624139674
71, 72, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0072.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0073.png', 5.45813282441054
72, 73, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0073.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0074.png', 5.460384603969694
73, 74, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0074.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0075.png', 5.002105299249477
74, 75, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0075.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0076.png', 4.7617474534907736
75, 76, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0076.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0077.png', 4.919414221199654
76, 77, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0077.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0078.png', 5.084168233100304
77, 78, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0078.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0079.png', 5.340702663811932
78, 79, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0079.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0080.png', 4.790522276386034
79, 80, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0080.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0081.png', 5.394862803195394
80, 81, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0081.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0082.png', 5.376810499313685
81, 82, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0082.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0083.png', 4.928994874083187
82, 83, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0083.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0084.png', 5.2071760779868885
83, 84, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0084.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0085.png', 5.653775331737709
84, 85, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0085.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0086.png', 5.685465605740753
85, 86, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0086.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0087.png', 5.546114588525425
86, 87, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0087.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0088.png', 4.98520099394326
87, 88, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0088.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0089.png', 5.0884277738294985
88, 89, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0089.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0090.png', 4.869233401523179
89, 90, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0090.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0091.png', 4.708110524834775
90, 91, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0091.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0092.png', 4.878887980166374
91, 92, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0092.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0093.png', 4.96026993936311
92, 93, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0093.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0094.png', 5.197948564672941
93, 94, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0094.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0095.png', 4.902995686611568
94, 95, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0095.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0096.png', 5.461817915033692
95, 96, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0096.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0097.png', 5.463661337913286
96, 97, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0097.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0098.png', 5.616521994834934
97, 98, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0098.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0099.png', 5.383461048277403
98, 99, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0099.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0100.png', 5.315332023536625
99, 100, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0100.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0101.png', 5.150530371728648
100, 101, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0101.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0102.png', 5.22811845180329
101, 102, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0102.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0103.png', 5.279909438156162
102, 103, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0103.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0104.png', 5.185329296714843
103, 104, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0104.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0105.png', 5.139870114566979
104, 105, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0105.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0106.png', 4.790324676896587
105, 106, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0106.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0107.png', 4.669100529083342
106, 107, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0107.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0108.png', 4.840030490160607
107, 108, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0108.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0109.png', 4.983964533629844
108, 109, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0109.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0110.png', 4.395715091793425
109, 110, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0110.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0111.png', 4.709719201253062
110, 111, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0111.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0112.png', 4.660499037226011
111, 112, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0112.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0113.png', 4.7886819345736695
112, 113, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0113.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0114.png', 5.086981842623557
113, 114, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0114.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0115.png', 5.319152120742656
114, 115, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0115.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0116.png', 5.36660195434292
115, 116, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0116.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0117.png', 5.3163804700410076
116, 117, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0117.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0118.png', 5.3804254209467635
117, 118, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0118.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0119.png', 5.220158413622619
118, 119, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0119.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0120.png', 5.001119212176995
119, 120, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0120.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0121.png', 4.7069326978897985
120, 121, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0121.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0122.png', 4.215572498813045
121, 122, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0122.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0123.png', 4.2736600823932545
122, 123, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0123.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0124.png', 4.426576207631046
123, 124, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0124.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0125.png', 4.174106974708003
124, 125, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0125.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0126.png', 4.470692352932225
125, 126, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0126.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0127.png', 4.6127269916745774
126, 127, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0127.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0128.png', 4.672943407684575
127, 128, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0128.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0129.png', 5.398360690386281
128, 129, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0129.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0130.png', 5.455799728023918
129, 130, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0130.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0131.png', 5.362282310158713
130, 131, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0131.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0132.png', 5.010286555082896
131, 132, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0132.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0133.png', 4.802288220141262
132, 133, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0133.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0134.png', 5.372642178030136
133, 134, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0134.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0135.png', 5.481729341817831
134, 135, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0135.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0136.png', 5.0953879075032615
135, 136, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0136.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0137.png', 5.198391026752527
