0, 1, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00001.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00002.png', 4.529912630327683
14, 15, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00015.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00016.png', 5.646833997345414
15, 16, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00016.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00017.png', 6.269843904957068
16, 17, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00017.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00018.png', 5.6966124087644765
17, 18, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00018.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00019.png', 5.8052014321212555
18, 19, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00019.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00020.png', 5.807636525342274
19, 20, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00020.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00021.png', 5.163542454176012
20, 21, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00021.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00022.png', 5.644597273947436
21, 22, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00022.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00023.png', 5.72228363496352
22, 23, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00023.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00024.png', 6.040933813890217
23, 24, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00024.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00025.png', 6.064130151313406
24, 25, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00025.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00026.png', 5.417161906516656
25, 26, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00026.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00027.png', 6.2179359095258455
26, 27, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00027.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00028.png', 5.84555968511516
27, 28, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00028.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00029.png', 5.639314387268961
28, 29, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00029.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00030.png', 6.034960748778224
29, 30, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00030.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00031.png', 5.489135699862263
30, 31, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00031.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00032.png', 5.413299805301515
31, 32, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00032.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00033.png', 6.262086391067884
32, 33, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00033.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00034.png', 6.081740162910136
33, 34, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00034.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00035.png', 6.07233158680878
34, 35, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00035.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00036.png', 5.280967198754195
35, 36, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00036.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00037.png', 5.56552850896512
36, 37, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00037.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00038.png', 5.8392544709270275
37, 38, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00038.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00039.png', 5.720777605327036
38, 39, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00039.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00040.png', 6.410686209283429
39, 40, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00040.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00041.png', 5.8773413002028985
40, 41, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00041.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00042.png', 5.970860816953444
41, 42, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00042.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00043.png', 6.436970259688161
42, 43, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00043.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00044.png', 5.364305919510313
43, 44, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00044.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00045.png', 5.893586612589655
44, 45, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00045.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00046.png', 5.289425707859932
45, 46, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00046.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00047.png', 5.571124645919551
46, 47, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00047.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00048.png', 6.243462860142191
47, 48, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00048.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00049.png', 5.3663560932186645
48, 49, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00049.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00050.png', 5.7166865493459875
49, 50, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00050.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00051.png', 5.348016243265703
50, 51, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00051.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00052.png', 5.586578664967126
51, 52, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00052.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00053.png', 5.878203948590875
52, 53, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00053.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00054.png', 5.35226356367591
53, 54, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00054.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00055.png', 6.147023164990151
54, 55, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00055.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00056.png', 5.846147568308806
55, 56, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00056.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00057.png', 5.531073987077591
56, 57, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00057.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00058.png', 5.696488103117588
57, 58, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00058.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00059.png', 5.62426560833734
58, 59, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00059.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00060.png', 6.193181578356273
59, 60, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00060.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00061.png', 5.73838682473198
60, 61, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00061.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00062.png', 5.70613892353014
61, 62, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00062.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00063.png', 6.187492307329
62, 63, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00063.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00064.png', 6.7097427817206015
63, 64, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00064.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00065.png', 6.231486778530116
64, 65, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00065.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00066.png', 5.623325917383482
65, 66, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00066.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00067.png', 5.822903737210874
66, 67, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00067.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00068.png', 5.988699301293517
67, 68, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00068.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00069.png', 6.137990050168606
68, 69, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00069.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00070.png', 5.816635935483197
69, 70, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00070.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00071.png', 5.813322565569848
70, 71, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00071.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00072.png', 5.822314645479391
71, 72, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00072.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00073.png', 5.692274215489341
72, 73, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00073.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00074.png', 5.2698527159782556
73, 74, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00074.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00075.png', 5.776749167559244
74, 75, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00075.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00076.png', 5.277238973640963
75, 76, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00076.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00077.png', 5.881327896825137
76, 77, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00077.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00078.png', 5.527569854835244
77, 78, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00078.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00079.png', 5.258143971767778
78, 79, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00079.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00080.png', 5.731173708791231
79, 80, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00080.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00081.png', 5.582783738864416
80, 81, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00081.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00082.png', 4.909231672068646
81, 82, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00082.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00083.png', 5.507533152548747
82, 83, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00083.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00084.png', 5.331285910698479
83, 84, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00084.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00085.png', 4.431728928245238
84, 85, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00085.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00086.png', 5.587359233818779
85, 86, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00086.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00087.png', 6.301699394112282
86, 87, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00087.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00088.png', 6.421226048254966
87, 88, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00088.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00089.png', 5.647335740479123
88, 89, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00089.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00090.png', 5.435148324908015
89, 90, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00090.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00091.png', 5.913323938935015
90, 91, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00091.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00092.png', 5.263969223455694
91, 92, './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00092.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/1/flow_x_00093.png', 4.7645112354530665
