0, 1, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0002.png', 4.796686059226602
39, 40, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0040.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0041.png', 5.506725222713857
40, 41, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0041.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0042.png', 5.515555138891278
41, 42, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0042.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0043.png', 5.40306706687454
42, 43, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0043.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0044.png', 5.472284419161761
43, 44, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0044.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0045.png', 5.056561026303627
44, 45, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0045.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0046.png', 5.61029658188624
45, 46, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0046.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0047.png', 5.401603686090458
46, 47, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0047.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0048.png', 5.473286673448917
47, 48, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0048.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0049.png', 5.140723441144767
48, 49, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0049.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0050.png', 4.769561648482718
49, 50, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0050.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0051.png', 5.206270876712174
50, 51, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0051.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0052.png', 5.127333736202796
51, 52, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0052.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0053.png', 5.258852916776677
52, 53, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0053.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0054.png', 5.37751759766138
53, 54, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0054.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0055.png', 4.829904241859763
54, 55, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0055.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0056.png', 5.110987014735195
55, 56, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0056.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0057.png', 4.958557820197213
56, 57, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0057.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0058.png', 5.236752659504495
57, 58, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0058.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0059.png', 5.566255966942178
58, 59, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0059.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0060.png', 4.746266305221965
59, 60, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0060.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0061.png', 5.203876177411236
60, 61, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0061.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0062.png', 5.330491510236868
61, 62, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0062.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0063.png', 4.862525182822462
62, 63, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0063.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0064.png', 5.4783631011753355
63, 64, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0064.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0065.png', 5.060743595856176
64, 65, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0065.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0066.png', 5.390209515412683
65, 66, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0066.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0067.png', 5.356947621624803
66, 67, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0067.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0068.png', 5.303765938792842
67, 68, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0068.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0069.png', 5.48846328808783
68, 69, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0069.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0070.png', 4.739368475498914
69, 70, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0070.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0071.png', 5.379722444407945
70, 71, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0071.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0072.png', 5.265627144910784
71, 72, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0072.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0073.png', 4.922410133960725
72, 73, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0073.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0074.png', 5.414955018187569
73, 74, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0074.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0075.png', 4.7307634764716875
74, 75, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0075.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0076.png', 5.3384451125541394
75, 76, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0076.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0077.png', 5.0984084977029225
76, 77, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0077.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0078.png', 5.19804325796586
77, 78, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0078.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0079.png', 5.611253258965433
78, 79, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0079.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0080.png', 5.000242412896192
79, 80, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0080.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0081.png', 4.959733677830133
80, 81, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0081.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0082.png', 4.759450646491312
81, 82, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0082.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0083.png', 5.426448420037878
82, 83, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0083.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0084.png', 5.448761069710883
83, 84, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0084.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0085.png', 5.9155028950668855
84, 85, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0085.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0086.png', 6.057997126698447
85, 86, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0086.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0087.png', 5.518671044142301
86, 87, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0087.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0088.png', 5.386546258139274
87, 88, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0088.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0089.png', 4.884362585569368
88, 89, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0089.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0090.png', 5.469082667317874
89, 90, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0090.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0091.png', 5.051188626657761
90, 91, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0091.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0092.png', 5.001968114875771
91, 92, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0092.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/rgb/rgb0093.png', 4.926788738243856
