0, 1, './GTEA61/flow_x_processed/S4/scoop_peanut,spoon/2/flow_x_00001.png', './GTEA61/flow_x_processed/S4/scoop_peanut,spoon/2/flow_x_00002.png', 5.160813861803815
16, 17, './GTEA61/flow_x_processed/S4/scoop_peanut,spoon/2/flow_x_00017.png', './GTEA61/flow_x_processed/S4/scoop_peanut,spoon/2/flow_x_00018.png', 3.790090581228034
17, 18, './GTEA61/flow_x_processed/S4/scoop_peanut,spoon/2/flow_x_00018.png', './GTEA61/flow_x_processed/S4/scoop_peanut,spoon/2/flow_x_00019.png', 4.208375639629737
18, 19, './GTEA61/flow_x_processed/S4/scoop_peanut,spoon/2/flow_x_00019.png', './GTEA61/flow_x_processed/S4/scoop_peanut,spoon/2/flow_x_00020.png', 3.707757632008282
19, 20, './GTEA61/flow_x_processed/S4/scoop_peanut,spoon/2/flow_x_00020.png', './GTEA61/flow_x_processed/S4/scoop_peanut,spoon/2/flow_x_00021.png', 4.183991670291353
20, 21, './GTEA61/flow_x_processed/S4/scoop_peanut,spoon/2/flow_x_00021.png', './GTEA61/flow_x_processed/S4/scoop_peanut,spoon/2/flow_x_00022.png', 4.2752229179823935
21, 22, './GTEA61/flow_x_processed/S4/scoop_peanut,spoon/2/flow_x_00022.png', './GTEA61/flow_x_processed/S4/scoop_peanut,spoon/2/flow_x_00023.png', 4.031794923452059
22, 23, './GTEA61/flow_x_processed/S4/scoop_peanut,spoon/2/flow_x_00023.png', './GTEA61/flow_x_processed/S4/scoop_peanut,spoon/2/flow_x_00024.png', 4.236777974178592
23, 24, './GTEA61/flow_x_processed/S4/scoop_peanut,spoon/2/flow_x_00024.png', './GTEA61/flow_x_processed/S4/scoop_peanut,spoon/2/flow_x_00025.png', 3.857962639573707
24, 25, './GTEA61/flow_x_processed/S4/scoop_peanut,spoon/2/flow_x_00025.png', './GTEA61/flow_x_processed/S4/scoop_peanut,spoon/2/flow_x_00026.png', 3.4625229238137303
25, 26, './GTEA61/flow_x_processed/S4/scoop_peanut,spoon/2/flow_x_00026.png', './GTEA61/flow_x_processed/S4/scoop_peanut,spoon/2/flow_x_00027.png', 3.451819913542838
26, 27, './GTEA61/flow_x_processed/S4/scoop_peanut,spoon/2/flow_x_00027.png', './GTEA61/flow_x_processed/S4/scoop_peanut,spoon/2/flow_x_00028.png', 3.830464062533598
27, 28, './GTEA61/flow_x_processed/S4/scoop_peanut,spoon/2/flow_x_00028.png', './GTEA61/flow_x_processed/S4/scoop_peanut,spoon/2/flow_x_00029.png', 4.287758959816204
28, 29, './GTEA61/flow_x_processed/S4/scoop_peanut,spoon/2/flow_x_00029.png', './GTEA61/flow_x_processed/S4/scoop_peanut,spoon/2/flow_x_00030.png', 3.8593707625284597
29, 30, './GTEA61/flow_x_processed/S4/scoop_peanut,spoon/2/flow_x_00030.png', './GTEA61/flow_x_processed/S4/scoop_peanut,spoon/2/flow_x_00031.png', 5.126519704247939
30, 31, './GTEA61/flow_x_processed/S4/scoop_peanut,spoon/2/flow_x_00031.png', './GTEA61/flow_x_processed/S4/scoop_peanut,spoon/2/flow_x_00032.png', 5.733225047139932
31, 32, './GTEA61/flow_x_processed/S4/scoop_peanut,spoon/2/flow_x_00032.png', './GTEA61/flow_x_processed/S4/scoop_peanut,spoon/2/flow_x_00033.png', 5.911678393707071
32, 33, './GTEA61/flow_x_processed/S4/scoop_peanut,spoon/2/flow_x_00033.png', './GTEA61/flow_x_processed/S4/scoop_peanut,spoon/2/flow_x_00034.png', 6.159646548740127
