0, 1, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0001.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0002.png', 0.3917358119530877
45, 46, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0046.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0047.png', 0.3880036418571073
46, 47, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0047.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0048.png', 0.3796266815790841
47, 48, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0048.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0049.png', 0.39182806588489644
48, 49, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0049.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0050.png', 0.38050383244201835
49, 50, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0050.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0051.png', 0.42413717164119136
50, 51, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0051.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0052.png', 0.3613705849849909
51, 52, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0052.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0053.png', 0.3512857368893792
52, 53, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0053.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0054.png', 0.34819533125707025
53, 54, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0054.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0055.png', 0.3491503877041756
54, 55, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0055.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0056.png', 0.34260034791766464
55, 56, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0056.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0057.png', 0.3183882534652916
56, 57, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0057.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0058.png', 0.32666740697228497
57, 58, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0058.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0059.png', 0.30488964659535545
58, 59, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0059.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0060.png', 0.350103984503013
59, 60, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0060.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0061.png', 0.36230575595022807
60, 61, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0061.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0062.png', 0.19390080253973585
61, 62, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0062.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0063.png', 0.21513450947166426
62, 63, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0063.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0064.png', 0.1798722641796596
63, 64, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0064.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0065.png', 0.14184525832562986
64, 65, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0065.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0066.png', 0.16952229067971003
65, 66, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0066.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0067.png', 0.1516542032393776
66, 67, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0067.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0068.png', 0.1794731435194321
67, 68, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0068.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0069.png', 0.16952229067971003
68, 69, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0069.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0070.png', 0.22728273645025165
69, 70, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0070.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0071.png', 0.2013448715898017
70, 71, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0071.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0072.png', 0.19005062831215
71, 72, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0072.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0073.png', 0.20040961742787658
72, 73, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0073.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0074.png', 0.21905023851989897
73, 74, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0074.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0075.png', 0.1507114158615057
