0, 1, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0001.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0002.png', 0.2790947824696559
28, 29, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0029.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0030.png', 0.1025807019776754
29, 30, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0030.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0031.png', 0.0958061985736881
30, 31, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0031.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0032.png', 0.09286103166496261
31, 32, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0032.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0033.png', 0.09444592188882353
32, 33, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0033.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0034.png', 0.10135392439475423
33, 34, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0034.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0035.png', 0.08245048657175007
34, 35, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0035.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0036.png', 0.08097520613466937
35, 36, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0036.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0037.png', 0.09667390327660824
36, 37, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0037.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0038.png', 0.06752943378227327
37, 38, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0038.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0039.png', 0.07662071971125123
38, 39, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0039.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0040.png', 0.09824099438973899
39, 40, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0040.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0041.png', 0.09985462262959856
40, 41, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0041.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0042.png', 0.07517408194941942
41, 42, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0042.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0043.png', 0.07366180825935746
42, 43, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0043.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0044.png', 0.07534806177621867
43, 44, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0044.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0045.png', 0.10119359300215597
44, 45, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0045.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0046.png', 0.06489243457246453
45, 46, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0046.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0047.png', 0.05699990439099145
46, 47, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0047.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0048.png', 0.06645384966614362
47, 48, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0048.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0049.png', 0.055940458013834224
48, 49, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0049.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0050.png', 0.06687265073178118
49, 50, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0050.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0051.png', 0.06764867509422133
50, 51, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0051.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0052.png', 0.06021171524593883
51, 52, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0052.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0053.png', 0.04347778296345631
52, 53, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0053.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0054.png', 0.0705537398970771
53, 54, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0054.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0055.png', 0.07155444832845664
54, 55, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0055.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0056.png', 0.07811763349395671
55, 56, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0056.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0057.png', 0.07914951803704023
56, 57, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0057.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0058.png', 0.09253217550031566
57, 58, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0058.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0059.png', 0.11724235939315819
58, 59, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0059.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0060.png', 0.09093805217918438
59, 60, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0060.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0061.png', 0.12779182979624604
60, 61, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0061.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0062.png', 0.11146817628046438
61, 62, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0062.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0063.png', 0.10697282522746844
62, 63, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0063.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0064.png', 0.13313616632365863
63, 64, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0064.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0065.png', 0.10933191429200945
64, 65, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0065.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0066.png', 0.10655182337027795
65, 66, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0066.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0067.png', 0.10755090468893297
66, 67, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0067.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0068.png', 0.11902896631261771
67, 68, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0068.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0069.png', 0.10162098023347974
68, 69, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0069.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0070.png', 0.07708212457231008
69, 70, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0070.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0071.png', 0.07650525420663343
70, 71, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0071.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0072.png', 0.07937833927050224
71, 72, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0072.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0073.png', 0.05556538985134238
72, 73, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0073.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0074.png', 0.07937833927050224
73, 74, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0074.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0075.png', 0.08420022692067346
74, 75, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0075.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0076.png', 0.08811549685548398
75, 76, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0076.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0077.png', 0.0836932604417557
76, 77, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0077.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0078.png', 0.07748525686697194
77, 78, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0078.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0079.png', 0.07748525686697194
78, 79, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0079.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0080.png', 0.06428938908956565
79, 80, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0080.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0081.png', 0.06806560154644707
80, 81, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0081.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0082.png', 0.0677082757967811
81, 82, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0082.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0083.png', 0.058734641361497975
82, 83, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0083.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0084.png', 0.07073059925439423
83, 84, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0084.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0085.png', 0.10401540797827095
84, 85, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0085.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0086.png', 0.10055153010706283
85, 86, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0086.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0087.png', 0.08408763944387596
86, 87, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0087.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0088.png', 0.09340839985580598
87, 88, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0088.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0089.png', 0.11271298388674555
88, 89, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0089.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0090.png', 0.0981331495982979
89, 90, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0090.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0091.png', 0.09504512260612151
90, 91, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0091.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0092.png', 0.08610801356239936
91, 92, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0092.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0093.png', 0.07249300843906548
92, 93, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0093.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0094.png', 0.07231726854432993
93, 94, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0094.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0095.png', 0.09406405267230944
94, 95, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0095.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0096.png', 0.0912685077101338
95, 96, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0096.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0097.png', 0.09049692321548641
96, 97, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0097.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0098.png', 0.08878185517032736
97, 98, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0098.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0099.png', 0.08046285304594707
98, 99, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0099.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0100.png', 0.09005519492017192
99, 100, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0100.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0101.png', 0.09253217550031566
100, 101, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0101.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0102.png', 0.0727271570176384
101, 102, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0102.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0103.png', 0.08844884931266765
102, 103, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0103.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0104.png', 0.06925327197501789
103, 104, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0104.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0105.png', 0.051271062960824294
104, 105, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0105.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0106.png', 0.08080451850497425
105, 106, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0106.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0107.png', 0.07505803683952429
106, 107, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0107.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0108.png', 0.10560276875966246
107, 108, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0108.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0109.png', 0.15884809038232756
108, 109, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0109.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0110.png', 0.1331853270638506
109, 110, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0110.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0111.png', 0.1509473001970896
110, 111, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0111.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0112.png', 0.1575950631330244
111, 112, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0112.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0113.png', 0.14323956803349908
112, 113, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0113.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0114.png', 0.1272435366042002
113, 114, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0114.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0115.png', 0.14015641064434953
114, 115, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0115.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0116.png', 0.16465077954131263
115, 116, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0116.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0117.png', 0.16469654300454373
116, 117, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0117.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0118.png', 0.15014478137141107
117, 118, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0118.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0119.png', 0.1808465212887181
118, 119, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0119.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0120.png', 0.1870015193837551
119, 120, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0120.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0121.png', 0.17871835590513266
120, 121, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0121.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0122.png', 0.16679682997892045
121, 122, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0122.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0123.png', 0.19596520145160137
122, 123, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0123.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0124.png', 0.20662697698932392
123, 124, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0124.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0125.png', 0.22974444418543455
124, 125, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0125.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0126.png', 0.21818712270226634
125, 126, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0126.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0127.png', 0.2363085685450025
126, 127, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0127.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0128.png', 0.28522879590088884
127, 128, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0128.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0129.png', 0.29841924710081724
128, 129, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0129.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/mmaps/map0130.png', 0.33023994037764903
