0, 1, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0001.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0002.png', 0.2576989833791585
61, 62, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0062.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0063.png', 0.4740911071612159
62, 63, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0063.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0064.png', 0.4386096735390409
63, 64, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0064.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0065.png', 0.477133989032557
64, 65, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0065.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0066.png', 0.5097855180961155
65, 66, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0066.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0067.png', 0.5129120065197426
66, 67, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0067.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0068.png', 0.4688595071755403
67, 68, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0068.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0069.png', 0.43102470618221767
68, 69, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0069.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0070.png', 0.42009193195954375
69, 70, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0070.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0071.png', 0.4528141111260777
70, 71, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0071.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0072.png', 0.44157289049640536
71, 72, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0072.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0073.png', 0.44034939826827363
72, 73, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0073.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0074.png', 0.4876555187352708
73, 74, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0074.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0075.png', 0.4782343905238439
74, 75, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0075.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0076.png', 0.45312119969569614
75, 76, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0076.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0077.png', 0.5129120065197426
76, 77, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0077.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0078.png', 0.51001482695521
77, 78, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0078.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0079.png', 0.4897386506240555
78, 79, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0079.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0080.png', 0.46997454451656995
79, 80, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0080.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0081.png', 0.45379069211445433
80, 81, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0081.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0082.png', 0.4638034413559995
81, 82, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0082.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0083.png', 0.5201706461593422
82, 83, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0083.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0084.png', 0.4971441147091004
83, 84, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0084.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0085.png', 0.45950808237785046
84, 85, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0085.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0086.png', 0.46193471350990434
85, 86, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0086.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0087.png', 0.4856448830733567
86, 87, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0087.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0088.png', 0.47227990475555304
87, 88, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0088.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0089.png', 0.49244417798058027
88, 89, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0089.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0090.png', 0.5208467364895161
89, 90, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0090.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0091.png', 0.47718771215295586
90, 91, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0091.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0092.png', 0.48559188374497597
91, 92, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0092.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0093.png', 0.4739291234809583
92, 93, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0093.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0094.png', 0.4878931903515884
93, 94, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0094.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0095.png', 0.45765423522153503
94, 95, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0095.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0096.png', 0.44773951024366676
95, 96, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0096.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0097.png', 0.45298163253263996
96, 97, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0097.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0098.png', 0.4619897554975013
97, 98, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0098.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0099.png', 0.4817906910643822
98, 99, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0099.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0100.png', 0.48176402747295133
99, 100, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0100.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0101.png', 0.4358333301485797
100, 101, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0101.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0102.png', 0.48559188374497597
101, 102, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0102.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0103.png', 0.49388405755840503
102, 103, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0103.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0104.png', 0.47430702017543025
103, 104, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0104.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0105.png', 0.46880506433710256
104, 105, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0105.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0106.png', 0.48088348866756697
105, 106, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0106.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0107.png', 0.4389522929595956
106, 107, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0107.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0108.png', 0.4319200912622985
107, 108, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0108.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0109.png', 0.4456812407105602
108, 109, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0109.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0110.png', 0.5080501876373997
109, 110, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0110.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0111.png', 0.4805095508122018
110, 111, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0111.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0112.png', 0.5020150944437424
111, 112, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0112.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0113.png', 0.47333482425335144
112, 113, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0113.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0114.png', 0.5096580872430091
113, 114, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0114.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0115.png', 0.5016278604318012
114, 115, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0115.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0116.png', 0.4971961362709061
115, 116, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0116.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0117.png', 0.47203620911540933
116, 117, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0117.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0118.png', 0.4040097144348659
117, 118, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0118.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0119.png', 0.4191502046788877
118, 119, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0119.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0120.png', 0.453651273176912
119, 120, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0120.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0121.png', 0.47016471862823206
120, 121, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0121.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0122.png', 0.484318544030061
121, 122, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0122.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0123.png', 0.4586786768645219
122, 123, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0123.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0124.png', 0.4854858715441942
123, 124, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0124.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0125.png', 0.4740641127937083
124, 125, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0125.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0126.png', 0.46978431267054355
125, 126, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0126.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0127.png', 0.5451049573419173
126, 127, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0127.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0128.png', 0.5360703496889049
127, 128, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0128.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0129.png', 0.45136039082589996
128, 129, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0129.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0130.png', 0.4718736926423608
129, 130, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0130.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0131.png', 0.46978431267054355
130, 131, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0131.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0132.png', 0.47785886161017765
131, 132, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0132.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0133.png', 0.4161094817130767
132, 133, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0133.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0134.png', 0.4239618277623455
133, 134, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0134.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0135.png', 0.46006041240028095
134, 135, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0135.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0136.png', 0.4289112024194843
135, 136, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0136.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0137.png', 0.39216621524622375
136, 137, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0137.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0138.png', 0.4005314290238234
137, 138, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0138.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0139.png', 0.42806962922930625
138, 139, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0139.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0140.png', 0.4276048337312678
139, 140, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0140.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0141.png', 0.4841857545717625
140, 141, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0141.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0142.png', 0.45936992404888866
141, 142, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0142.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0143.png', 0.43525936960073586
142, 143, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0143.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0144.png', 0.390196262252024
143, 144, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0144.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0145.png', 0.44883638869394804
144, 145, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0145.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0146.png', 0.4693492800590256
145, 146, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0146.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0147.png', 0.42311364742504504
146, 147, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0147.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0148.png', 0.42737230798039366
147, 148, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0148.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0149.png', 0.43128478720145813
148, 149, './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0149.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/mmaps/map0150.png', 0.4009862031748663
