0, 1, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0001.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0002.png', 5.1240293501191205
46, 47, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0047.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0048.png', 4.881798661254998
47, 48, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0048.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0049.png', 4.881377014828894
48, 49, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0049.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0050.png', 4.884962965905908
49, 50, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0050.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0051.png', 4.653899705293223
50, 51, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0051.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0052.png', 4.4092850126628935
51, 52, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0052.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0053.png', 4.682003274535302
52, 53, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0053.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0054.png', 4.458851695065564
53, 54, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0054.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0055.png', 4.503459638637599
54, 55, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0055.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0056.png', 5.067665330432627
55, 56, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0056.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0057.png', 4.921025020837706
56, 57, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0057.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0058.png', 4.790567046423776
57, 58, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0058.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0059.png', 4.969572922784449
58, 59, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0059.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0060.png', 4.928792998429392
59, 60, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0060.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0061.png', 5.045498999559303
60, 61, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0061.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0062.png', 5.134658029668733
61, 62, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0062.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0063.png', 5.029098211175592
62, 63, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0063.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0064.png', 4.963254713958655
63, 64, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0064.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0065.png', 5.014528681788461
64, 65, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0065.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0066.png', 4.823165208099373
65, 66, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0066.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0067.png', 4.935908143732058
66, 67, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0067.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0068.png', 5.242410246816217
67, 68, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0068.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0069.png', 5.168413446117765
68, 69, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0069.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0070.png', 5.170600325868408
69, 70, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0070.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0071.png', 4.772780885969689
70, 71, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0071.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0072.png', 4.559222686905229
71, 72, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0072.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0073.png', 4.7100919659236125
72, 73, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0073.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0074.png', 4.764923409562737
73, 74, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0074.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0075.png', 4.341054064526468
74, 75, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0075.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0076.png', 4.101678422177215
75, 76, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0076.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0077.png', 4.2362555203214125
76, 77, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0077.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0078.png', 4.4937397963528705
77, 78, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0078.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0079.png', 5.33522172468084
78, 79, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0079.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0080.png', 5.838483239548792
79, 80, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0080.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0081.png', 5.766570368962693
80, 81, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0081.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0082.png', 5.686457934899262
81, 82, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0082.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0083.png', 5.586591521897507
82, 83, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0083.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0084.png', 5.103754474499667
83, 84, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0084.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0085.png', 4.53665322030821
84, 85, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0085.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0086.png', 4.830329368579476
85, 86, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0086.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0087.png', 4.5363849567547865
86, 87, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0087.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0088.png', 4.677085193896556
87, 88, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0088.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0089.png', 4.893052016554164
88, 89, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0089.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0090.png', 4.092274612381811
89, 90, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0090.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0091.png', 4.322117890882285
90, 91, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0091.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0092.png', 4.468333400546469
91, 92, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0092.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0093.png', 4.614583199078087
92, 93, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0093.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0094.png', 4.398646878665849
93, 94, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0094.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0095.png', 4.334178723785298
94, 95, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0095.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0096.png', 4.771909919699865
95, 96, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0096.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0097.png', 4.555380880413966
96, 97, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0097.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0098.png', 4.910063865362737
97, 98, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0098.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0099.png', 4.552914552040443
98, 99, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0099.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0100.png', 4.589890591763788
99, 100, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0100.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0101.png', 5.0054727358218
100, 101, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0101.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0102.png', 4.600228890756844
101, 102, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0102.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0103.png', 4.526194748614021
102, 103, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0103.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0104.png', 4.533447035909134
103, 104, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0104.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0105.png', 4.70116236997235
104, 105, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0105.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0106.png', 4.208701311255964
105, 106, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0106.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0107.png', 4.395270299043361
106, 107, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0107.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0108.png', 4.495774324271675
107, 108, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0108.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0109.png', 4.107349372303692
108, 109, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0109.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0110.png', 4.196455802598648
109, 110, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0110.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0111.png', 4.304912842431701
110, 111, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0111.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0112.png', 4.16658577501488
111, 112, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0112.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0113.png', 4.211977462670783
112, 113, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0113.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0114.png', 4.376468954337489
113, 114, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0114.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0115.png', 4.3138845254130995
114, 115, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0115.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0116.png', 4.123699314481125
115, 116, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0116.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0117.png', 4.2296492921516515
116, 117, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0117.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0118.png', 4.13400289698146
117, 118, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0118.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0119.png', 4.528097302617284
118, 119, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0119.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0120.png', 4.30009425537362
119, 120, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0120.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0121.png', 4.252143222683913
120, 121, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0121.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0122.png', 4.581589160478935
121, 122, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0122.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0123.png', 4.441256701409386
122, 123, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0123.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0124.png', 4.4798068096065204
123, 124, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0124.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0125.png', 4.787486871509154
124, 125, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0125.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0126.png', 4.851421462568543
125, 126, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0126.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0127.png', 4.658841905621164
126, 127, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0127.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0128.png', 5.06268117311516
127, 128, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0128.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0129.png', 4.989934065202326
128, 129, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0129.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0130.png', 4.97454360557038
129, 130, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0130.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0131.png', 4.672542902574019
130, 131, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0131.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0132.png', 4.75375985024822
131, 132, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0132.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0133.png', 4.635479129183949
132, 133, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0133.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0134.png', 4.658470299474997
133, 134, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0134.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0135.png', 4.654036508632778
134, 135, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0135.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0136.png', 4.638408310922752
135, 136, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0136.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0137.png', 4.378329502165052
136, 137, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0137.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0138.png', 4.756506713576793
137, 138, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0138.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0139.png', 4.889615950715706
138, 139, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0139.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0140.png', 5.05936891381122
139, 140, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0140.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0141.png', 5.098465599850262
140, 141, './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0141.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/rgb/rgb0142.png', 5.160953082398202
