0, 1, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0001.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0002.png', 0.23666654489939512
13, 14, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0014.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0015.png', 0.16656899392426586
14, 15, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0015.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0016.png', 0.16203478372917768
15, 16, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0016.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0017.png', 0.12729341227893481
16, 17, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0017.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0018.png', 0.12141522622652154
17, 18, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0018.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0019.png', 0.09308008749484663
18, 19, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0019.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0020.png', 0.0836932604417557
19, 20, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0020.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0021.png', 0.08610801356239936
20, 21, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0021.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0022.png', 0.08894822861651228
21, 22, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0022.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0023.png', 0.09672806109769923
22, 23, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0023.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0024.png', 0.10749839005993424
23, 24, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0024.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0025.png', 0.12819012107361666
24, 25, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0025.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0026.png', 0.11446940518132555
25, 26, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0026.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0027.png', 0.11943617454634306
26, 27, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0027.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0028.png', 0.06824408603369764
27, 28, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0028.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0029.png', 0.06265406050397751
28, 29, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0029.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0030.png', 0.06525358996141556
29, 30, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0030.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0031.png', 0.07834725235706978
30, 31, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0031.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0032.png', 0.06895684339616011
31, 32, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0032.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0033.png', 0.0672310970542696
32, 33, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0033.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0034.png', 0.0788632436896536
33, 34, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0034.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0035.png', 0.0673504718359098
34, 35, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0035.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0036.png', 0.05228889063443872
35, 36, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0036.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0037.png', 0.06289699401621733
36, 37, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0037.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0038.png', 0.04128046811908642
37, 38, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0038.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0039.png', 0.04107944421262204
38, 39, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0039.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0040.png', 0.059412743183367006
39, 40, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0040.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0041.png', 0.05412197507430938
40, 41, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0041.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0042.png', 0.06398733730485158
41, 42, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0042.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0043.png', 0.030792748897177133
42, 43, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0043.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0044.png', 0.041347428175412426
43, 44, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0044.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0045.png', 0.0644704504237785
44, 45, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0045.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0046.png', 0.049285433497237165
45, 46, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0046.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0047.png', 0.05139854830122566
46, 47, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0047.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0048.png', 0.058734641361497975
47, 48, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0048.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0049.png', 0.05184416703968961
48, 49, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0049.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0050.png', 0.05082427973594053
49, 50, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0050.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0051.png', 0.04545402549654162
50, 51, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0051.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0052.png', 0.0449946582378526
51, 52, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0052.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0053.png', 0.035288598089097206
52, 53, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0053.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0054.png', 0.037764445562976166
53, 54, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0054.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0055.png', 0.03263463034012862
54, 55, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0055.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0056.png', 0.04741104299355281
55, 56, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0056.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0057.png', 0.047670577514367304
56, 57, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0057.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0058.png', 0.036737185833447865
57, 58, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0058.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0059.png', 0.03946334863573304
58, 59, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0059.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0060.png', 0.02004498904140762
59, 60, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0060.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0061.png', 0.03199954288541912
60, 61, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0061.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0062.png', 0.04954267283807415
61, 62, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0062.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0063.png', 0.04087820373057579
62, 63, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0063.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0064.png', 0.02842186212516559
63, 64, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0064.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0065.png', 0.0245276051713181
64, 65, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0065.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0066.png', 0.04308013802335405
65, 66, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0066.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0067.png', 0.048188679925778785
66, 67, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0067.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0068.png', 0.04067674541450932
67, 68, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0068.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0069.png', 0.05481343182280297
68, 69, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0069.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0070.png', 0.03136184071339305
69, 70, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0070.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0071.png', 0.040811075224901974
70, 71, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0071.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0072.png', 0.042548669191320866
71, 72, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0072.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0073.png', 0.03333728874940131
72, 73, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0073.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0074.png', 0.02173672794550991
73, 74, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0074.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0075.png', 0.013724506274630677
74, 75, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0075.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0076.png', 0.032775411843183416
75, 76, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0076.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0077.png', 0.06332156969898164
76, 77, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0077.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0078.png', 0.07800275698667775
77, 78, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0078.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0079.png', 0.0616799832891825
78, 79, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0079.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0080.png', 0.0713193129894141
79, 80, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0080.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0081.png', 0.07621638952953567
80, 81, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0081.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0082.png', 0.07534806177621867
81, 82, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0082.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0083.png', 0.07817505496382303
82, 83, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0083.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0084.png', 0.06434975698056714
83, 84, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0084.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0085.png', 0.06253250635632654
84, 85, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0085.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0086.png', 0.06836300987584379
85, 86, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0086.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0087.png', 0.07067165875763602
86, 87, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0087.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0088.png', 0.04228238206040315
87, 88, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0088.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0089.png', 0.050760378966326805
88, 89, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0089.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0090.png', 0.05012033634426259
89, 90, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0090.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0091.png', 0.03214089725463859
90, 91, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0091.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0092.png', 0.027476996851617398
91, 92, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0092.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0093.png', 0.05424784976985948
92, 93, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0093.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0094.png', 0.043610150807954
93, 94, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0094.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0095.png', 0.030364514431900986
94, 95, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0095.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0096.png', 0.021201217152635506
95, 96, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0096.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0097.png', 0.03830986032890874
96, 97, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0097.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0098.png', 0.042681674069285795
97, 98, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0098.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0099.png', 0.03639340337146427
98, 99, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0099.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0100.png', 0.033126817753679275
99, 100, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0100.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0101.png', 0.035149984905706214
100, 101, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0101.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0102.png', 0.051143503577204256
101, 102, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0102.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0103.png', 0.04027317017241502
102, 103, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0103.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0104.png', 0.03632456386378443
103, 104, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0104.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0105.png', 0.0436763010747123
104, 105, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0105.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0106.png', 0.02173672794550991
105, 106, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0106.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0107.png', 0.037764445562976166
106, 107, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0107.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0108.png', 0.0348029448263291
107, 108, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0108.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0109.png', 0.01942326508122074
108, 109, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0109.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0110.png', 0.027913882994087966
109, 110, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0110.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0111.png', 0.03050739554050825
110, 111, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0111.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0112.png', 0.043411565305007366
111, 112, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0112.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0113.png', 0.05158963795756159
112, 113, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0113.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0114.png', 0.0740115075902896
113, 114, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0114.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0115.png', 0.06729079113629427
114, 115, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0115.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0116.png', 0.0947184187332334
115, 116, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0116.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0117.png', 0.08380599149702755
116, 117, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0117.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0118.png', 0.07650525420663343
117, 118, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0118.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0119.png', 0.06386641720539875
118, 119, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0119.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0120.png', 0.07696684176539281
119, 120, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0120.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0121.png', 0.09910253588818836
120, 121, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0121.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0122.png', 0.08091832098189544
121, 122, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0122.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0123.png', 0.07621638952953567
122, 123, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0123.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0124.png', 0.07196545703156373
123, 124, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0124.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0125.png', 0.09099315133495076
124, 125, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0125.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0126.png', 0.07049476150795259
125, 126, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0126.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0127.png', 0.0667530609157476
126, 127, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0127.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0128.png', 0.056564238938817006
127, 128, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0128.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0129.png', 0.053365262095832325
128, 129, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0129.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0130.png', 0.04734610866527085
129, 130, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0130.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0131.png', 0.052352350033065265
130, 131, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0131.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0132.png', 0.06076333395801272
131, 132, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0132.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0133.png', 0.050504588285190395
132, 133, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0133.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0134.png', 0.024974277406791257
133, 134, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0134.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0135.png', 0.0437424289580414
134, 135, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0135.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0136.png', 0.048059274506236836
135, 136, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0136.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0137.png', 0.05082427973594053
136, 137, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0137.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0138.png', 0.05675105108614136
137, 138, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0138.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0139.png', 0.05018442570808949
138, 139, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0139.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0140.png', 0.04883451660551288
139, 140, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0140.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0141.png', 0.059412743183367006
140, 141, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0141.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0142.png', 0.04780022355746674
141, 142, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0142.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0143.png', 0.047865016388468275
142, 143, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0143.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0144.png', 0.05990472626530808
143, 144, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0144.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0145.png', 0.05330208853943608
144, 145, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0145.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0146.png', 0.05774490308501487
145, 146, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0146.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0147.png', 0.08772614547311774
146, 147, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0147.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0148.png', 0.12171880703570458
147, 148, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0148.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0149.png', 0.1364659184155442
148, 149, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0149.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0150.png', 0.11657663916613652
149, 150, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0150.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0151.png', 0.13714817478791352
150, 151, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0151.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0152.png', 0.17617900162481898
151, 152, './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0152.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/mmaps/map0153.png', 0.18713257825036278
