0, 1, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00001.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00002.png', 6.296358811761289
23, 24, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00024.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00025.png', 4.356948049352077
24, 25, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00025.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00026.png', 4.2452826511691
25, 26, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00026.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00027.png', 3.6224837191513415
26, 27, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00027.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00028.png', 3.300630257360626
27, 28, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00028.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00029.png', 3.5245600256260965
28, 29, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00029.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00030.png', 3.3005953073822303
29, 30, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00030.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00031.png', 4.738029656590256
30, 31, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00031.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00032.png', 5.735522810674113
31, 32, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00032.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00033.png', 6.466972943732392
32, 33, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00033.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00034.png', 4.597187525403177
33, 34, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00034.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00035.png', 4.325529658073826
34, 35, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00035.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00036.png', 4.14816065408336
35, 36, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00036.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00037.png', 4.558929584752578
36, 37, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00037.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00038.png', 4.062633386283342
37, 38, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00038.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00039.png', 4.337560082076157
38, 39, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00039.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00040.png', 5.163097012973439
39, 40, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00040.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00041.png', 4.942567673888969
40, 41, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00041.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00042.png', 4.898493551260066
41, 42, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00042.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00043.png', 5.005697583962079
42, 43, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00043.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00044.png', 4.573288869529211
43, 44, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00044.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00045.png', 5.043375671229924
44, 45, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00045.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00046.png', 5.491175033130517
45, 46, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00046.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00047.png', 6.52004499909361
46, 47, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00047.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00048.png', 5.038262562340187
47, 48, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00048.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00049.png', 4.959854206172159
48, 49, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00049.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00050.png', 5.393606009030461
49, 50, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00050.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00051.png', 4.814198871533288
50, 51, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00051.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00052.png', 4.832444239068409
51, 52, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00052.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00053.png', 5.832560472917632
52, 53, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00053.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00054.png', 5.909092738773884
53, 54, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00054.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00055.png', 6.220618839835652
54, 55, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00055.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00056.png', 5.23292778456541
55, 56, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00056.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00057.png', 5.388219104554617
56, 57, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00057.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00058.png', 6.267981283350752
57, 58, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00058.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00059.png', 5.546346000995636
58, 59, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00059.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00060.png', 4.871207178982314
59, 60, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00060.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00061.png', 6.151627063962269
60, 61, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00061.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00062.png', 5.293283174543912
61, 62, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00062.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00063.png', 5.1991913251974005
62, 63, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00063.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00064.png', 4.643967920808681
63, 64, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00064.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00065.png', 3.6730947629393564
64, 65, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00065.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00066.png', 3.785925223874558
65, 66, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00066.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00067.png', 5.808833924198573
66, 67, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00067.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00068.png', 5.950555253590673
67, 68, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00068.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00069.png', 4.626282992677998
68, 69, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00069.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00070.png', 6.119268678517838
69, 70, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00070.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00071.png', 6.413311391365373
70, 71, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00071.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00072.png', 5.233064400292027
71, 72, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00072.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00073.png', 5.852719059558617
72, 73, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00073.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00074.png', 5.943085320038954
73, 74, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00074.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00075.png', 4.857303287236727
74, 75, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00075.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00076.png', 4.5618787647747725
75, 76, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00076.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00077.png', 4.571469896417662
76, 77, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00077.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00078.png', 4.668026322024786
77, 78, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00078.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00079.png', 7.042348446157518
78, 79, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00079.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00080.png', 6.705265261603098
79, 80, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00080.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00081.png', 5.241555660139149
80, 81, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00081.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00082.png', 4.586493924146051
81, 82, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00082.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00083.png', 4.733259123983494
82, 83, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00083.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00084.png', 4.288259470827743
83, 84, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00084.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00085.png', 5.1409265718926385
84, 85, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00085.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00086.png', 6.069680937332353
85, 86, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00086.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00087.png', 5.461742118221709
86, 87, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00087.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00088.png', 4.996614617669531
87, 88, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00088.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00089.png', 6.479863536074388
88, 89, './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00089.png', './GTEA61/flow_x_processed/S1/pour_mayonnaise,cheese,bread/1/flow_x_00090.png', 5.7492351299309075
