0, 1, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00001.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00002.png', 4.6995394619925435
26, 27, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00027.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00028.png', 4.853994240688456
27, 28, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00028.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00029.png', 5.142325680212963
28, 29, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00029.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00030.png', 4.8814837744896975
29, 30, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00030.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00031.png', 4.9762939803902455
30, 31, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00031.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00032.png', 5.065401720971038
31, 32, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00032.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00033.png', 4.571640603149092
32, 33, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00033.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00034.png', 5.047092915845167
33, 34, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00034.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00035.png', 4.642717902280758
34, 35, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00035.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00036.png', 4.807450014839916
35, 36, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00036.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00037.png', 5.001129942537392
36, 37, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00037.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00038.png', 4.434993866029682
37, 38, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00038.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00039.png', 4.823768128615494
38, 39, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00039.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00040.png', 4.942337686837025
39, 40, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00040.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00041.png', 5.064207461705125
40, 41, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00041.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00042.png', 5.457883095327389
41, 42, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00042.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00043.png', 4.995459263435272
42, 43, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00043.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00044.png', 5.042746018164667
43, 44, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00044.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00045.png', 5.153635341252788
44, 45, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00045.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00046.png', 4.389684015915316
45, 46, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00046.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00047.png', 4.998501784732699
46, 47, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00047.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00048.png', 4.777569433419713
47, 48, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00048.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00049.png', 4.573050935361271
48, 49, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00049.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00050.png', 5.3451884542920745
49, 50, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00050.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00051.png', 4.355362521667519
50, 51, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00051.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00052.png', 4.483371590829753
51, 52, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00052.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00053.png', 4.70514013120853
52, 53, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00053.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00054.png', 4.420362642906684
53, 54, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00054.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00055.png', 5.033994884054088
54, 55, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00055.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00056.png', 4.89549696670204
55, 56, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00056.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00057.png', 4.648247543120996
56, 57, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00057.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00058.png', 5.042222647510453
57, 58, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00058.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00059.png', 4.360579760793433
58, 59, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00059.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00060.png', 4.779195280234936
59, 60, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00060.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00061.png', 4.526352781760799
60, 61, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00061.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00062.png', 4.482630725190449
61, 62, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00062.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00063.png', 5.151898429182683
62, 63, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00063.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00064.png', 4.597869497382224
63, 64, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00064.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00065.png', 5.251034736748776
64, 65, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00065.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00066.png', 4.853033365741146
65, 66, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00066.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00067.png', 4.5580496742887515
66, 67, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00067.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00068.png', 4.611512278997251
67, 68, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00068.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00069.png', 4.483302492018461
68, 69, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00069.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00070.png', 4.577527559243061
69, 70, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00070.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00071.png', 4.1187623897468955
70, 71, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00071.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00072.png', 4.0170167549791875
71, 72, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00072.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00073.png', 4.3164035033284165
72, 73, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00073.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00074.png', 4.2511221864998765
73, 74, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00074.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00075.png', 3.643949828759163
74, 75, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00075.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00076.png', 3.67276430676535
75, 76, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00076.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00077.png', 3.7995229383729274
76, 77, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00077.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00078.png', 4.587947737133978
77, 78, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00078.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00079.png', 4.583426811623198
78, 79, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00079.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00080.png', 3.797111391271495
79, 80, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00080.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00081.png', 3.8848887816689093
80, 81, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00081.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00082.png', 3.917173216990306
81, 82, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00082.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00083.png', 3.8464817790082346
82, 83, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00083.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00084.png', 3.7023217675891424
83, 84, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00084.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00085.png', 3.648481189842913
84, 85, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00085.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00086.png', 3.600381527551454
85, 86, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00086.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00087.png', 3.0074545556787693
86, 87, './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00087.png', './GTEA61/flow_x_processed/S3/stir_spoon,cup/3/flow_x_00088.png', 3.3561414806546535
