0, 1, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0001.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0002.png', 0.2331963612815667
19, 20, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0020.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0021.png', 0.30368614608531985
20, 21, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0021.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0022.png', 0.31759225173751815
21, 22, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0022.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0023.png', 0.33651813624458715
22, 23, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0023.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0024.png', 0.32993453291805497
23, 24, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0024.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0025.png', 0.2731200756515695
24, 25, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0025.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0026.png', 0.3151980092156079
25, 26, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0026.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0027.png', 0.3067609319738919
26, 27, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0027.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0028.png', 0.30992541697337656
27, 28, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0028.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0029.png', 0.2918784849819566
28, 29, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0029.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0030.png', 0.27113984206376707
29, 30, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0030.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0031.png', 0.2925646599491831
30, 31, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0031.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0032.png', 0.2519239499493187
31, 32, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0032.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0033.png', 0.3309180830805406
32, 33, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0033.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0034.png', 0.27750499143381063
33, 34, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0034.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0035.png', 0.30400495289670987
34, 35, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0035.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0036.png', 0.2552805831054432
35, 36, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0036.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0037.png', 0.23547238930636233
36, 37, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0037.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0038.png', 0.26163103697169227
37, 38, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0038.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0039.png', 0.2828855483033894
38, 39, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0039.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0040.png', 0.30315442745353594
39, 40, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0040.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0041.png', 0.3229023844671317
40, 41, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0041.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0042.png', 0.29346632396792294
41, 42, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0042.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0043.png', 0.2927811832841638
42, 43, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0043.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0044.png', 0.2763190961748466
43, 44, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0044.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0045.png', 0.27620779567271586
44, 45, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0045.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0046.png', 0.2807907538798996
45, 46, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0046.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0047.png', 0.2685892804084301
46, 47, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0047.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0048.png', 0.29605555754124513
47, 48, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0048.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0049.png', 0.34419457433399175
48, 49, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0049.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0050.png', 0.26727212050673194
49, 50, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0050.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0051.png', 0.29335819599783103
50, 51, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0051.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0052.png', 0.2968086498714126
51, 52, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0052.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0053.png', 0.32492467154834087
52, 53, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0053.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0054.png', 0.28310562194854877
53, 54, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0054.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0055.png', 0.26904019200877455
54, 55, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0055.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0056.png', 0.29415068131383315
55, 56, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0056.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0057.png', 0.3261895002476201
56, 57, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0057.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0058.png', 0.28636048683868026
57, 58, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0058.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0059.png', 0.3482941980400275
58, 59, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0059.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0060.png', 0.3289154148079878
59, 60, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0060.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0061.png', 0.36740846589082427
60, 61, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0061.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0062.png', 0.36612866162614255
61, 62, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0062.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0063.png', 0.3615964435576877
62, 63, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0063.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0064.png', 0.3518430102773663
63, 64, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0064.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0065.png', 0.34608242956875823
64, 65, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0065.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0066.png', 0.3309519706702291
65, 66, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0066.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0067.png', 0.35628340308176976
66, 67, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0067.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0068.png', 0.32595040766881356
67, 68, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0068.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0069.png', 0.3572586736084225
68, 69, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0069.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0070.png', 0.34891999067497415
69, 70, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0070.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0071.png', 0.365583954693267
70, 71, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0071.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0072.png', 0.3505966531671334
71, 72, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0072.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0073.png', 0.3851200646710511
72, 73, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0073.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0074.png', 0.37170867965629506
73, 74, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0074.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0075.png', 0.34806348449418634
74, 75, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0075.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0076.png', 0.3411353744633222
75, 76, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0076.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0077.png', 0.3179384667075127
76, 77, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0077.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0078.png', 0.3297308439384477
77, 78, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0078.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0079.png', 0.37357884655637297
78, 79, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0079.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0080.png', 0.35543693789638575
79, 80, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0080.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0081.png', 0.34066852135667774
80, 81, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0081.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0082.png', 0.33040954590774885
81, 82, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0082.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0083.png', 0.38091066704322873
82, 83, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0083.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0084.png', 0.3552740247962075
83, 84, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0084.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0085.png', 0.3076768126548449
84, 85, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0085.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0086.png', 0.3130037308479593
85, 86, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0086.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0087.png', 0.31227054609562416
86, 87, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0087.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0088.png', 0.3430325211690054
87, 88, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0088.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0089.png', 0.3104862700557016
88, 89, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0089.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0090.png', 0.4046729545860475
89, 90, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0090.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0091.png', 0.36062790516097454
90, 91, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0091.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0092.png', 0.3465782839623669
91, 92, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0092.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0093.png', 0.35360988337984456
92, 93, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0093.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0094.png', 0.3692276979213457
93, 94, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0094.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0095.png', 0.3775857251575928
94, 95, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0095.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0096.png', 0.3334882569823535
95, 96, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0096.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0097.png', 0.36204791693257016
96, 97, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0097.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0098.png', 0.3549154666008679
97, 98, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0098.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0099.png', 0.3546219478836327
98, 99, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0099.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0100.png', 0.35266162806066487
99, 100, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0100.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0101.png', 0.3426668556621705
100, 101, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0101.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0102.png', 0.34967669025011083
101, 102, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0102.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0103.png', 0.3246166168428414
102, 103, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0103.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0104.png', 0.3695781729318219
103, 104, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0104.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0105.png', 0.31769613680544606
104, 105, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0105.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0106.png', 0.36734453751944557
105, 106, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0106.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0107.png', 0.3201151293167628
106, 107, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0107.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0108.png', 0.3394330032821208
107, 108, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0108.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0109.png', 0.3195630586274479
108, 109, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0109.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0110.png', 0.3155803293152727
109, 110, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0110.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0111.png', 0.32121778105893894
110, 111, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0111.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0112.png', 0.29180621019379177
111, 112, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0112.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0113.png', 0.339098656959046
112, 113, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0113.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0114.png', 0.3313923401952906
113, 114, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0114.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0115.png', 0.34888706986700463
114, 115, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0115.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0116.png', 0.2915893333612109
115, 116, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0116.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0117.png', 0.28617810186041737
116, 117, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0117.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0118.png', 0.2537011856508745
117, 118, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0118.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0119.png', 0.28617810186041737
118, 119, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0119.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0120.png', 0.26140272127836905
119, 120, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0120.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0121.png', 0.2963425612646397
120, 121, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0121.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0122.png', 0.2748705406769345
121, 122, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0122.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0123.png', 0.3231083450876951
122, 123, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0123.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/mmaps/map0124.png', 0.28038563885751516
