0, 1, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0002.png', 5.732402431412382
29, 30, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0030.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0031.png', 5.025934217799315
30, 31, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0031.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0032.png', 5.033818900323999
31, 32, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0032.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0033.png', 4.563393618074584
32, 33, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0033.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0034.png', 4.905923174029996
33, 34, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0034.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0035.png', 5.06284450289133
34, 35, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0035.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0036.png', 4.819878373535984
35, 36, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0036.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0037.png', 4.764200999503198
36, 37, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0037.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0038.png', 5.010603963227254
37, 38, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0038.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0039.png', 5.040353232543747
38, 39, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0039.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0040.png', 5.009144885149862
39, 40, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0040.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0041.png', 4.799564551703067
40, 41, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0041.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0042.png', 4.5752987730162324
41, 42, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0042.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0043.png', 4.7028000830223045
42, 43, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0043.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0044.png', 4.760508843743931
43, 44, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0044.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0045.png', 4.7124098078396806
44, 45, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0045.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0046.png', 4.868763123493373
45, 46, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0046.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0047.png', 4.704697895708084
46, 47, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0047.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0048.png', 4.7070665615844
47, 48, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0048.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0049.png', 4.779176248422337
48, 49, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0049.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0050.png', 4.659969776965331
49, 50, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0050.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0051.png', 4.038063895129697
50, 51, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0051.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0052.png', 4.025761537719704
51, 52, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0052.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0053.png', 4.523795932885739
52, 53, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0053.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0054.png', 4.118938989088506
53, 54, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0054.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0055.png', 4.383158615941568
54, 55, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0055.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0056.png', 4.503089047498013
55, 56, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0056.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/rgb/rgb0057.png', 4.416305925107678
