0, 1, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/2/flow_y_00001.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/2/flow_y_00002.png', 4.762257342491773
18, 19, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/2/flow_y_00019.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/2/flow_y_00020.png', 3.5588458235146647
19, 20, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/2/flow_y_00020.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/2/flow_y_00021.png', 3.833182345094221
20, 21, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/2/flow_y_00021.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/2/flow_y_00022.png', 3.2047850511007807
21, 22, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/2/flow_y_00022.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/2/flow_y_00023.png', 3.841312291243381
22, 23, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/2/flow_y_00023.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/2/flow_y_00024.png', 3.6666234742300885
23, 24, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/2/flow_y_00024.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/2/flow_y_00025.png', 3.3710054651757457
24, 25, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/2/flow_y_00025.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/2/flow_y_00026.png', 3.675641291524072
25, 26, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/2/flow_y_00026.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/2/flow_y_00027.png', 4.232179942131354
26, 27, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/2/flow_y_00027.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/2/flow_y_00028.png', 3.725561774617832
27, 28, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/2/flow_y_00028.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/2/flow_y_00029.png', 3.833413627818362
28, 29, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/2/flow_y_00029.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/2/flow_y_00030.png', 3.856503824426446
29, 30, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/2/flow_y_00030.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/2/flow_y_00031.png', 3.553405244247979
30, 31, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/2/flow_y_00031.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/2/flow_y_00032.png', 4.318230726660619
31, 32, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/2/flow_y_00032.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/2/flow_y_00033.png', 3.236253224618484
32, 33, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/2/flow_y_00033.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/2/flow_y_00034.png', 5.104273565790185
33, 34, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/2/flow_y_00034.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/2/flow_y_00035.png', 4.418935068392135
34, 35, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/2/flow_y_00035.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/2/flow_y_00036.png', 4.053086018612798
35, 36, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/2/flow_y_00036.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/2/flow_y_00037.png', 4.003199667459287
