0, 1, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00001.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00002.png', 5.680821919300257
45, 46, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00046.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00047.png', 5.527222034427304
46, 47, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00047.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00048.png', 5.66189184245162
47, 48, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00048.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00049.png', 6.25782080385042
48, 49, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00049.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00050.png', 6.075181154701194
49, 50, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00050.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00051.png', 5.415075365259755
50, 51, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00051.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00052.png', 4.324796909045779
51, 52, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00052.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00053.png', 4.810734439404076
52, 53, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00053.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00054.png', 6.226004274329674
53, 54, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00054.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00055.png', 5.94962689110686
54, 55, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00055.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00056.png', 5.735338954620046
55, 56, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00056.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00057.png', 4.226527946153416
56, 57, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00057.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00058.png', 5.2034309324403285
57, 58, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00058.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00059.png', 6.454848287017776
58, 59, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00059.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00060.png', 6.347849777469474
59, 60, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00060.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00061.png', 5.805998816081603
60, 61, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00061.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00062.png', 5.0107069651962854
61, 62, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00062.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00063.png', 6.317461037587716
62, 63, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00063.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00064.png', 6.280228318229155
63, 64, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00064.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00065.png', 5.827188388044762
64, 65, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00065.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00066.png', 6.169012698583797
65, 66, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00066.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00067.png', 4.9428196958675885
66, 67, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00067.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00068.png', 6.519965216108821
67, 68, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00068.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00069.png', 5.692371637259825
68, 69, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00069.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00070.png', 5.194737329503017
69, 70, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00070.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00071.png', 6.374915485394658
70, 71, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00071.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00072.png', 3.9403853090319947
71, 72, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00072.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00073.png', 5.743826109521042
72, 73, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00073.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00074.png', 4.487724487381499
73, 74, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00074.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00075.png', 5.132441689828841
74, 75, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00075.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00076.png', 4.648258890556751
75, 76, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00076.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00077.png', 4.246881849184854
76, 77, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00077.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00078.png', 5.461239743665278
77, 78, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00078.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00079.png', 6.6348077031790575
78, 79, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00079.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00080.png', 3.98211932110842
79, 80, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00080.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00081.png', 6.151800259496732
80, 81, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00081.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00082.png', 4.360045629120734
81, 82, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00082.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00083.png', 4.171420245299644
82, 83, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00083.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00084.png', 5.192954980751196
83, 84, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00084.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00085.png', 4.971399302715911
84, 85, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00085.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00086.png', 4.297487557101543
85, 86, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00086.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00087.png', 4.592789197886745
86, 87, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00087.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00088.png', 4.280346439810168
