0, 1, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0001.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0002.png', 0.25404825760836736
12, 13, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0013.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0014.png', 0.28621458333620287
13, 14, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0014.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0015.png', 0.2829589152777133
14, 15, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0015.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0016.png', 0.2971311148250293
15, 16, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0016.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0017.png', 0.29784708460157083
16, 17, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0017.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0018.png', 0.29148086541446827
17, 18, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0018.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0019.png', 0.33487037461651803
18, 19, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0019.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0020.png', 0.3369210024747292
19, 20, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0020.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0021.png', 0.42585880587374747
20, 21, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0021.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0022.png', 0.4408618460695895
21, 22, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0022.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0023.png', 0.48155067767848103
22, 23, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0023.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0024.png', 0.41111833154966226
23, 24, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0024.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0025.png', 0.44401279040134667
24, 25, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0025.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0026.png', 0.39130511562238113
25, 26, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0026.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0027.png', 0.4112972655152225
26, 27, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0027.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0028.png', 0.46347406952427517
27, 28, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0028.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0029.png', 0.4988585190105913
28, 29, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0029.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0030.png', 0.4967277846061426
29, 30, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0030.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0031.png', 0.559238965983584
30, 31, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0031.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0032.png', 0.48923828183686163
31, 32, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0032.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0033.png', 0.45362338568700566
32, 33, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0033.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0034.png', 0.4084581936229317
33, 34, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0034.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0035.png', 0.4742800351239633
34, 35, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0035.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0036.png', 0.4669238858559961
35, 36, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0036.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0037.png', 0.4561005501682126
36, 37, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0037.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0038.png', 0.46476312368441014
37, 38, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0038.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0039.png', 0.4261792715697893
38, 39, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0039.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0040.png', 0.3834708299216141
39, 40, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0040.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0041.png', 0.38961024934522775
40, 41, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0041.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0042.png', 0.3469086344805455
41, 42, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0042.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0043.png', 0.32417137625367465
42, 43, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0043.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0044.png', 0.38431154412649704
43, 44, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0044.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0045.png', 0.3634003916052539
44, 45, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0045.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0046.png', 0.36600053776012464
45, 46, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0046.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0047.png', 0.396637346582441
46, 47, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0047.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0048.png', 0.4388095574313975
47, 48, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0048.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0049.png', 0.43700832357289865
48, 49, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0049.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0050.png', 0.4368651485076161
49, 50, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0050.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0051.png', 0.40234856956978543
50, 51, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0051.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0052.png', 0.41370794171267705
51, 52, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0052.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0053.png', 0.455989425798984
52, 53, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0053.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0054.png', 0.4482741251258116
53, 54, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0054.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0055.png', 0.4135891109890516
54, 55, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0055.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0056.png', 0.42708153066911725
55, 56, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0056.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0057.png', 0.4096551431150908
56, 57, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0057.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0058.png', 0.39480371710953505
57, 58, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0058.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0059.png', 0.3738636387749399
58, 59, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0059.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0060.png', 0.4222350227527723
59, 60, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0060.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0061.png', 0.38530649949051105
60, 61, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0061.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0062.png', 0.45337234271946825
61, 62, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0062.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0063.png', 0.3748120175680798
62, 63, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0063.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0064.png', 0.38505790750444513
63, 64, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0064.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0065.png', 0.37189911999584746
64, 65, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0065.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0066.png', 0.41382675015652803
65, 66, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0066.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0067.png', 0.47603164591181346
66, 67, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0067.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0068.png', 0.4530095484381722
67, 68, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0068.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0069.png', 0.42978061981038457
68, 69, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0069.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0070.png', 0.3988307140500601
69, 70, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0070.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0071.png', 0.40974482324375233
70, 71, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0071.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0072.png', 0.4372373362784331
71, 72, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0072.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0073.png', 0.3815360548790472
72, 73, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0073.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0074.png', 0.42440009648168714
73, 74, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0074.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0075.png', 0.38657900070802526
74, 75, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0075.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0076.png', 0.3884365917865186
75, 76, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0076.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0077.png', 0.3646215536667997
76, 77, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0077.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0078.png', 0.32659915729289557
77, 78, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0078.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0079.png', 0.3224215408515268
78, 79, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0079.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0080.png', 0.30194746299195097
79, 80, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0080.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0081.png', 0.35171193184498817
80, 81, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0081.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0082.png', 0.3370552330436577
81, 82, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0082.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0083.png', 0.3143630241377522
82, 83, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0083.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0084.png', 0.2670837107608717
83, 84, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0084.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0085.png', 0.25631829276550167
84, 85, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0085.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0086.png', 0.3378600066695397
85, 86, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0086.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0087.png', 0.32990058942387807
86, 87, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0087.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0088.png', 0.3343987790232598
87, 88, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0088.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0089.png', 0.3443604049143102
88, 89, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0089.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0090.png', 0.32331423666130765
89, 90, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0090.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0091.png', 0.30442976735192556
90, 91, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0091.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0092.png', 0.31551083437352645
91, 92, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0092.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0093.png', 0.33675317337191985
92, 93, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0093.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/mmaps/map0094.png', 0.28778117216039983
