0, 1, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00001.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00002.png', 6.1376595045485365
14, 15, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00015.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00016.png', 5.032999920880909
15, 16, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00016.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00017.png', 4.498192722634617
16, 17, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00017.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00018.png', 4.686118385842992
17, 18, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00018.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00019.png', 4.817829295510467
18, 19, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00019.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00020.png', 4.445029745909278
19, 20, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00020.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00021.png', 4.628308853938485
20, 21, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00021.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00022.png', 5.480830999509514
21, 22, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00022.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00023.png', 4.564356177457833
22, 23, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00023.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00024.png', 5.80010515490445
23, 24, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00024.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00025.png', 6.082990668663877
24, 25, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00025.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00026.png', 5.538838246254291
25, 26, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00026.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00027.png', 5.91558309361278
26, 27, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00027.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00028.png', 5.726665539863424
27, 28, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00028.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00029.png', 5.1622653664226785
28, 29, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00029.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00030.png', 5.705030844574254
29, 30, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00030.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00031.png', 5.879450595319835
30, 31, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00031.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00032.png', 5.964835177849029
31, 32, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00032.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00033.png', 5.683860705149539
32, 33, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00033.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00034.png', 5.721785917233906
33, 34, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00034.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00035.png', 5.093806879804022
34, 35, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00035.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00036.png', 5.631496424205821
35, 36, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00036.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00037.png', 5.311361128052521
36, 37, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00037.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00038.png', 5.451824577788028
37, 38, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00038.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00039.png', 4.917692735427922
38, 39, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00039.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00040.png', 5.6233614045465945
39, 40, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00040.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00041.png', 4.172266766247965
40, 41, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00041.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00042.png', 4.969999040326945
41, 42, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00042.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00043.png', 4.287133654274436
42, 43, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00043.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00044.png', 5.540503680076083
43, 44, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00044.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00045.png', 5.982201833955686
44, 45, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00045.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00046.png', 6.686833630870111
45, 46, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00046.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00047.png', 6.168393092026885
46, 47, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00047.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00048.png', 6.026980467960612
47, 48, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00048.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00049.png', 5.560311043730873
48, 49, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00049.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00050.png', 5.379310160548755
49, 50, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00050.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00051.png', 4.604100707400791
50, 51, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00051.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00052.png', 5.9573759702127225
51, 52, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00052.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00053.png', 6.0411850998280885
52, 53, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00053.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00054.png', 5.482079313006618
53, 54, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00054.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00055.png', 5.484818604210409
54, 55, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00055.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00056.png', 4.2335021215647926
55, 56, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00056.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00057.png', 4.920618439617905
56, 57, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00057.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00058.png', 4.957549105933767
57, 58, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00058.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00059.png', 5.844503184116044
58, 59, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00059.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00060.png', 6.2714570625571815
59, 60, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00060.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00061.png', 6.4536505502986445
60, 61, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00061.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00062.png', 4.632144857247924
61, 62, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00062.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00063.png', 4.937386830111231
62, 63, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00063.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00064.png', 5.640605893922693
63, 64, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00064.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00065.png', 5.760450792332146
64, 65, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00065.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00066.png', 5.773278390285804
65, 66, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00066.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00067.png', 5.622866795779377
66, 67, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00067.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00068.png', 6.3628326443837295
67, 68, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00068.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00069.png', 7.086383924085373
68, 69, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00069.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00070.png', 6.81747085360962
69, 70, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00070.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00071.png', 5.250579731795242
70, 71, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00071.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00072.png', 4.9993457834504955
71, 72, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00072.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00073.png', 6.648969766244922
72, 73, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00073.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00074.png', 6.8045129874086445
73, 74, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00074.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00075.png', 5.009217978356197
74, 75, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00075.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00076.png', 5.774868137051412
75, 76, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00076.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00077.png', 6.00792663850931
76, 77, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00077.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00078.png', 5.5563151521038305
77, 78, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00078.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00079.png', 5.042966067104592
78, 79, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00079.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00080.png', 4.6637416649562375
79, 80, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00080.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00081.png', 4.712433928879404
80, 81, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00081.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00082.png', 5.598089975646909
81, 82, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00082.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00083.png', 5.731339403454873
82, 83, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00083.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00084.png', 5.99959318389857
83, 84, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00084.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00085.png', 4.938468935376919
84, 85, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00085.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00086.png', 5.309801956895285
85, 86, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00086.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00087.png', 6.7073783190089635
86, 87, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00087.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00088.png', 5.173663014072702
87, 88, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00088.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00089.png', 5.017838992615242
88, 89, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00089.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00090.png', 6.274884913440723
89, 90, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00090.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00091.png', 5.358685582951201
90, 91, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00091.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00092.png', 5.078870414926556
91, 92, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00092.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00093.png', 6.198800067517527
92, 93, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00093.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00094.png', 4.9123334059538
93, 94, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00094.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00095.png', 5.795681474619807
94, 95, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00095.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00096.png', 5.213213450686047
95, 96, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00096.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00097.png', 5.167484479935415
96, 97, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00097.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00098.png', 4.648672011098015
97, 98, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00098.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00099.png', 5.045256421263781
98, 99, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00099.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00100.png', 4.76585100796017
99, 100, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00100.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00101.png', 6.355097221770275
100, 101, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00101.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00102.png', 4.700888580917389
101, 102, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00102.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00103.png', 5.877211733515845
102, 103, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00103.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00104.png', 4.680400231481397
103, 104, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00104.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00105.png', 4.645135984594764
104, 105, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00105.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00106.png', 4.759045705234783
105, 106, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00106.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00107.png', 4.604691734679266
106, 107, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00107.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00108.png', 5.380525744954357
107, 108, './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00108.png', './GTEA61/flow_y_processed/S3/pour_mayonnaise,cheese,bread/1/flow_y_00109.png', 4.703849121249174
