0, 1, './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00001.png', './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00002.png', 4.434182095111585
67, 68, './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00068.png', './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00069.png', 5.457789728299685
68, 69, './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00069.png', './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00070.png', 5.990305480386072
69, 70, './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00070.png', './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00071.png', 5.350421419536968
70, 71, './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00071.png', './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00072.png', 5.685831370120098
71, 72, './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00072.png', './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00073.png', 5.10641049916917
72, 73, './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00073.png', './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00074.png', 5.267866243806712
73, 74, './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00074.png', './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00075.png', 5.777341515152207
74, 75, './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00075.png', './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00076.png', 5.404216039838951
75, 76, './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00076.png', './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00077.png', 6.505944220491146
76, 77, './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00077.png', './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00078.png', 6.317581736545316
77, 78, './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00078.png', './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00079.png', 5.651555019095314
78, 79, './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00079.png', './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00080.png', 6.994288502419095
79, 80, './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00080.png', './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00081.png', 5.81044685960781
80, 81, './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00081.png', './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00082.png', 5.728045536515088
81, 82, './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00082.png', './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00083.png', 7.060991979917801
82, 83, './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00083.png', './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00084.png', 6.644896418266553
83, 84, './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00084.png', './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00085.png', 5.560977769217359
84, 85, './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00085.png', './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00086.png', 4.765760261426117
85, 86, './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00086.png', './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00087.png', 6.495213662457108
86, 87, './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00087.png', './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00088.png', 4.372113298578883
87, 88, './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00088.png', './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00089.png', 5.510506960774848
88, 89, './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00089.png', './GTEA61/flow_y_processed/S3/spread_jam,spoon,bread/1/flow_y_00090.png', 4.583345884505883
