0, 1, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00001.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00002.png', 5.128692057676462
18, 19, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00019.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00020.png', 5.284280471460013
19, 20, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00020.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00021.png', 4.947735374128774
20, 21, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00021.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00022.png', 4.321741165278762
21, 22, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00022.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00023.png', 4.351044371386342
22, 23, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00023.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00024.png', 5.831489419779344
23, 24, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00024.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00025.png', 4.695686404805677
24, 25, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00025.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00026.png', 4.6801594953158245
25, 26, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00026.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00027.png', 4.690070286016246
26, 27, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00027.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00028.png', 4.223112296841906
27, 28, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00028.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00029.png', 3.9028796511337815
28, 29, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00029.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00030.png', 4.107300751517947
29, 30, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00030.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00031.png', 4.975868029245377
30, 31, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00031.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00032.png', 5.099405722790441
31, 32, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00032.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00033.png', 3.748547271392194
32, 33, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00033.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00034.png', 4.4491852809824275
33, 34, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00034.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00035.png', 5.012106914263375
34, 35, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00035.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00036.png', 3.6530052423212527
35, 36, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00036.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00037.png', 3.857050750005151
36, 37, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00037.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00038.png', 3.2750153127484922
37, 38, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00038.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00039.png', 4.2844646435903755
38, 39, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00039.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00040.png', 3.2468069717757104
39, 40, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00040.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00041.png', 3.6312527541885165
40, 41, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00041.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00042.png', 4.87493911514165
41, 42, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00042.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00043.png', 3.3380467999057717
42, 43, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00043.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00044.png', 3.3882072367869274
43, 44, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00044.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00045.png', 4.33144383370648
44, 45, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00045.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00046.png', 3.2998056682067536
45, 46, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00046.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00047.png', 4.318941954230219
46, 47, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00047.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00048.png', 4.02439976602661
47, 48, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00048.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00049.png', 3.22857773725181
48, 49, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00049.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00050.png', 3.151745135957654
49, 50, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00050.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00051.png', 4.273599854343035
50, 51, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00051.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00052.png', 4.026705544394523
51, 52, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00052.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00053.png', 3.4028948808822856
52, 53, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00053.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00054.png', 3.9532606543888984
53, 54, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00054.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00055.png', 3.724973386833203
54, 55, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00055.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00056.png', 3.882004714098457
55, 56, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00056.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00057.png', 4.130804934121533
56, 57, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00057.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00058.png', 4.590440071160077
57, 58, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00058.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00059.png', 6.684254920933978
58, 59, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00059.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00060.png', 4.38882041101009
59, 60, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00060.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00061.png', 4.61064983949235
60, 61, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00061.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00062.png', 4.404221798268523
61, 62, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00062.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00063.png', 4.162577248937205
62, 63, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00063.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00064.png', 4.620466279435094
63, 64, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00064.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00065.png', 4.236414139475438
64, 65, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00065.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00066.png', 4.917669566118675
65, 66, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00066.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00067.png', 5.247289159879562
66, 67, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00067.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00068.png', 5.282469596320822
67, 68, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00068.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00069.png', 4.692924593785473
68, 69, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00069.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00070.png', 3.534709749801215
69, 70, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00070.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00071.png', 4.0994955238701705
70, 71, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00071.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00072.png', 3.1041537862595567
71, 72, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00072.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00073.png', 3.1848409426199846
72, 73, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00073.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00074.png', 4.123837379521166
73, 74, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00074.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00075.png', 5.812037819515283
74, 75, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00075.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00076.png', 5.625758106319758
75, 76, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00076.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00077.png', 5.116128392013684
76, 77, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00077.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00078.png', 5.378816212136956
77, 78, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00078.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00079.png', 3.872739715693801
78, 79, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00079.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00080.png', 4.131875427636528
79, 80, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00080.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00081.png', 4.2695194701071655
80, 81, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00081.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00082.png', 3.774789753089429
81, 82, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00082.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00083.png', 4.63051582284013
82, 83, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00083.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00084.png', 3.1765513796095717
83, 84, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00084.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00085.png', 4.99631519976089
84, 85, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00085.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00086.png', 3.4185805722731315
85, 86, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00086.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00087.png', 4.125933219545356
86, 87, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00087.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00088.png', 4.594817144402736
87, 88, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00088.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00089.png', 4.909723444686926
88, 89, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00089.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00090.png', 5.299967661718169
89, 90, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00090.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00091.png', 4.420500691329487
90, 91, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00091.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00092.png', 3.562101833742362
91, 92, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00092.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00093.png', 3.4424390555079896
92, 93, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00093.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00094.png', 3.3987099546627046
93, 94, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00094.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00095.png', 4.412993548192968
94, 95, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00095.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00096.png', 3.2383137013234378
95, 96, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00096.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00097.png', 3.954534077600977
96, 97, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00097.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00098.png', 3.651227387757257
97, 98, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00098.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00099.png', 4.947097457258566
98, 99, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00099.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00100.png', 3.5219783949844197
99, 100, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00100.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00101.png', 3.9788128239923837
100, 101, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00101.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00102.png', 3.4440216375162347
101, 102, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00102.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00103.png', 4.236948852002781
102, 103, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00103.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00104.png', 4.338412883231955
103, 104, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00104.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00105.png', 3.7916938047671316
104, 105, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00105.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00106.png', 3.159934020379753
105, 106, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00106.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00107.png', 3.583216035535552
106, 107, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00107.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00108.png', 3.5812606215834353
107, 108, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00108.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00109.png', 3.6454158367793466
108, 109, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00109.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00110.png', 4.192706626142994
109, 110, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00110.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00111.png', 3.584067330133686
110, 111, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00111.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00112.png', 4.556929630349574
111, 112, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00112.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00113.png', 3.6973155556228656
112, 113, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00113.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00114.png', 3.839499919990993
113, 114, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00114.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00115.png', 3.6435024549389823
114, 115, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00115.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00116.png', 4.302698928438686
115, 116, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00116.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00117.png', 3.620998619617831
116, 117, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00117.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00118.png', 4.427324116422839
117, 118, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00118.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00119.png', 4.00138663900526
118, 119, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00119.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00120.png', 5.710980681557311
119, 120, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00120.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00121.png', 4.815144319300127
120, 121, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00121.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00122.png', 4.851745396876156
121, 122, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00122.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00123.png', 4.630383149028752
122, 123, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00123.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00124.png', 4.728261872076461
123, 124, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00124.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00125.png', 5.253203862827976
124, 125, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00125.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00126.png', 4.496089759804878
125, 126, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00126.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00127.png', 4.220686178455932
126, 127, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00127.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00128.png', 5.725907368146164
127, 128, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00128.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00129.png', 5.264364894371012
128, 129, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00129.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00130.png', 5.465118542267941
129, 130, './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00130.png', './GTEA61/flow_y_processed/S3/pour_ketchup,hotdog,bread/1/flow_y_00131.png', 5.404369094023074
