0, 1, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0002.png', 5.336016157407591
20, 21, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0021.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0022.png', 4.530132987619599
21, 22, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0022.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0023.png', 4.607074752021674
22, 23, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0023.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0024.png', 4.879242342835496
23, 24, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0024.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0025.png', 4.323256293026541
24, 25, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0025.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0026.png', 4.417586522995879
25, 26, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0026.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0027.png', 5.0203794354820666
26, 27, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0027.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0028.png', 5.185566351869571
27, 28, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0028.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0029.png', 4.641683004381067
28, 29, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0029.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0030.png', 4.459304649092719
29, 30, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0030.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0031.png', 4.435939487418391
30, 31, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0031.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0032.png', 4.563994476064047
31, 32, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0032.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0033.png', 4.445522452638216
32, 33, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0033.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0034.png', 4.392175640811351
33, 34, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0034.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0035.png', 4.718752556237924
34, 35, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0035.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0036.png', 4.84413619730466
35, 36, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0036.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0037.png', 4.979862191249307
36, 37, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0037.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0038.png', 4.896706573088294
37, 38, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0038.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0039.png', 4.902673620023186
38, 39, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0039.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0040.png', 4.668608160754457
39, 40, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0040.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0041.png', 4.893525058699551
40, 41, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0041.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0042.png', 4.7103654711992995
41, 42, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0042.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0043.png', 4.920464389232608
42, 43, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0043.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0044.png', 4.46945522242999
43, 44, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0044.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0045.png', 4.646179763683282
44, 45, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0045.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0046.png', 4.220515367051681
45, 46, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0046.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0047.png', 4.952973007853718
46, 47, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0047.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0048.png', 4.917071576092479
47, 48, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0048.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0049.png', 5.2024295301530605
48, 49, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0049.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0050.png', 5.217898497798877
49, 50, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0050.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0051.png', 4.690201206296043
50, 51, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0051.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0052.png', 4.57805870197204
51, 52, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0052.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0053.png', 5.225748936583758
52, 53, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0053.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0054.png', 4.738793492789498
53, 54, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0054.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0055.png', 4.361099774629184
54, 55, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0055.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0056.png', 4.87009850260173
55, 56, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0056.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0057.png', 4.756380912118439
56, 57, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0057.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0058.png', 5.164730704449171
57, 58, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0058.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0059.png', 4.649306044852366
58, 59, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0059.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0060.png', 4.934616603223003
59, 60, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0060.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0061.png', 4.636839744360428
60, 61, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0061.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0062.png', 5.213183879193711
61, 62, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0062.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0063.png', 5.27871774737149
62, 63, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0063.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0064.png', 5.217369755399551
63, 64, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0064.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0065.png', 5.090554313419364
64, 65, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0065.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0066.png', 4.7740750186690795
65, 66, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0066.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0067.png', 4.972864535981821
66, 67, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0067.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0068.png', 5.247027499455258
67, 68, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0068.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0069.png', 5.024653626916982
68, 69, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0069.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0070.png', 4.537398575998837
69, 70, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0070.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0071.png', 5.4234766450995
70, 71, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0071.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0072.png', 5.691337478356661
71, 72, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0072.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0073.png', 5.726461985865721
72, 73, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0073.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0074.png', 5.608402311659868
73, 74, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0074.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0075.png', 5.401599167336425
74, 75, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0075.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0076.png', 4.957409224855057
75, 76, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0076.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0077.png', 5.050037211907474
76, 77, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0077.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0078.png', 5.12746456070654
77, 78, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0078.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0079.png', 5.456396393364709
78, 79, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0079.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0080.png', 5.125352500481
79, 80, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0080.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0081.png', 4.7083569118313635
80, 81, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0081.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0082.png', 4.58226923676196
81, 82, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0082.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0083.png', 4.495507783556867
82, 83, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0083.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0084.png', 4.7665555667332855
83, 84, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0084.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0085.png', 5.253654056688506
84, 85, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0085.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0086.png', 5.303048839560088
85, 86, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0086.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0087.png', 5.055355008649178
86, 87, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0087.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0088.png', 5.214407170014358
87, 88, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0088.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0089.png', 5.496199164388105
88, 89, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0089.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0090.png', 5.275689753087409
89, 90, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0090.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0091.png', 4.704229149708553
90, 91, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0091.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0092.png', 5.139149541228514
91, 92, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0092.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0093.png', 4.988992477101347
92, 93, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0093.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0094.png', 5.371543673311606
93, 94, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0094.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0095.png', 5.820779189252327
94, 95, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0095.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0096.png', 5.950212550896214
95, 96, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0096.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/rgb/rgb0097.png', 6.276262125578433
