0, 1, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00001.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00002.png', 5.45529427167935
11, 12, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00012.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00013.png', 5.5985382653303315
12, 13, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00013.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00014.png', 4.691465937603646
13, 14, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00014.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00015.png', 5.257873302755083
14, 15, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00015.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00016.png', 4.663383600878314
15, 16, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00016.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00017.png', 5.044705009065783
16, 17, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00017.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00018.png', 4.888692351043338
17, 18, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00018.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00019.png', 5.960899155463782
18, 19, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00019.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00020.png', 5.45641512938856
19, 20, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00020.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00021.png', 5.620700060607106
20, 21, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00021.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00022.png', 5.038388470117506
21, 22, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00022.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00023.png', 5.335043442870071
22, 23, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00023.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00024.png', 5.677658555794818
23, 24, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00024.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00025.png', 5.254719734739844
24, 25, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00025.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00026.png', 3.6645620744857395
25, 26, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00026.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00027.png', 4.471034101418419
26, 27, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00027.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00028.png', 3.8491596433512796
27, 28, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00028.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00029.png', 3.595599611361058
28, 29, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00029.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00030.png', 3.304141579275531
29, 30, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00030.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00031.png', 3.112295476992947
30, 31, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00031.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00032.png', 3.418056364587725
31, 32, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00032.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00033.png', 3.387229138917958
32, 33, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00033.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00034.png', 5.1429403765152175
33, 34, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00034.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00035.png', 5.522064406103931
34, 35, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00035.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00036.png', 5.3428378627461335
35, 36, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00036.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00037.png', 4.855418515272151
36, 37, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00037.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00038.png', 4.282485376109961
37, 38, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00038.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00039.png', 4.605297066211489
38, 39, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00039.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00040.png', 4.728056837724581
39, 40, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00040.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00041.png', 4.217521319572176
40, 41, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00041.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00042.png', 4.590902187958766
41, 42, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00042.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00043.png', 4.576315291037711
42, 43, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00043.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00044.png', 4.628710408838292
43, 44, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00044.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00045.png', 5.139463699373228
44, 45, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00045.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00046.png', 5.583648458028611
45, 46, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00046.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00047.png', 5.08562218654299
46, 47, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00047.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00048.png', 5.148552582724518
47, 48, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00048.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00049.png', 4.845203508701815
48, 49, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00049.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00050.png', 5.185969906159844
49, 50, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00050.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00051.png', 4.799067655514731
50, 51, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00051.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00052.png', 3.2292720548298854
51, 52, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00052.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00053.png', 3.908763939519531
52, 53, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00053.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00054.png', 4.838951029342871
53, 54, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00054.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00055.png', 4.595396015295148
54, 55, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00055.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00056.png', 5.329654865843361
55, 56, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00056.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00057.png', 4.897359278776726
56, 57, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00057.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00058.png', 5.4516423043027915
57, 58, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00058.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00059.png', 4.927586796438179
58, 59, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00059.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00060.png', 5.023481079276364
59, 60, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00060.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00061.png', 6.119880226612538
60, 61, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00061.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00062.png', 6.001472051777569
61, 62, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00062.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00063.png', 5.667431682634596
62, 63, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00063.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00064.png', 5.81475004115464
63, 64, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00064.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00065.png', 4.721704686428065
64, 65, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00065.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00066.png', 4.366690147043015
65, 66, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00066.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00067.png', 4.438969981328848
66, 67, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00067.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00068.png', 4.823239247363498
67, 68, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00068.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00069.png', 3.7424726221865376
68, 69, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00069.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00070.png', 3.831085931147593
69, 70, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00070.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00071.png', 5.261103512433211
70, 71, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00071.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00072.png', 4.622720696936011
71, 72, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00072.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00073.png', 4.6346126681775655
72, 73, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00073.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00074.png', 5.1659720873267965
73, 74, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00074.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00075.png', 4.511785970490304
74, 75, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00075.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00076.png', 4.508923684782445
75, 76, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00076.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00077.png', 5.20782190104722
76, 77, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00077.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00078.png', 5.187352511897011
77, 78, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00078.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00079.png', 4.374869629189527
78, 79, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00079.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00080.png', 4.921431593096265
79, 80, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00080.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00081.png', 5.1743711801322005
80, 81, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00081.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00082.png', 4.383296033781161
81, 82, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00082.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00083.png', 4.972847790085743
82, 83, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00083.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00084.png', 5.484474992573893
83, 84, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00084.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00085.png', 5.617318556895386
84, 85, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00085.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00086.png', 5.263618958226623
85, 86, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00086.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00087.png', 4.851951820882739
86, 87, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00087.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00088.png', 4.885589913574682
87, 88, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00088.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00089.png', 5.162039622067059
88, 89, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00089.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00090.png', 4.664543511783862
89, 90, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00090.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00091.png', 5.416391080234464
90, 91, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00091.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00092.png', 5.686363261589758
91, 92, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00092.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00093.png', 4.62998108592178
92, 93, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00093.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00094.png', 5.034738114945053
93, 94, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00094.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00095.png', 5.580481192561828
94, 95, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00095.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00096.png', 5.422773761168717
95, 96, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00096.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00097.png', 6.128215635965874
96, 97, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00097.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00098.png', 6.223706572260227
97, 98, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00098.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00099.png', 5.808851184356988
98, 99, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00099.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00100.png', 5.003700680086672
99, 100, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00100.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00101.png', 4.784525677174449
100, 101, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00101.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00102.png', 6.0925610136369075
101, 102, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00102.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00103.png', 4.664654518887322
102, 103, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00103.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00104.png', 5.3081640176538505
103, 104, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00104.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00105.png', 5.1494752333996745
104, 105, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00105.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00106.png', 4.944976061277718
105, 106, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00106.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00107.png', 6.25764684400475
106, 107, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00107.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00108.png', 5.832098648672057
107, 108, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00108.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00109.png', 5.86883506623397
108, 109, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00109.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00110.png', 5.948550844877592
109, 110, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00110.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00111.png', 5.948671472019521
110, 111, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00111.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00112.png', 5.03523351721581
111, 112, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00112.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00113.png', 4.738112821438636
112, 113, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00113.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00114.png', 5.124630133562594
113, 114, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00114.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00115.png', 4.724454968256424
114, 115, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00115.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00116.png', 5.457544026474622
115, 116, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00116.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00117.png', 5.085269014831924
116, 117, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00117.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00118.png', 5.764276536010569
117, 118, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00118.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00119.png', 5.371967417273307
118, 119, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00119.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00120.png', 5.790040074461313
119, 120, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00120.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00121.png', 5.530137687318575
120, 121, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00121.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00122.png', 5.058777861446285
121, 122, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00122.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00123.png', 4.112794469347541
122, 123, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00123.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00124.png', 5.272427617351645
123, 124, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00124.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00125.png', 5.2413630140743885
124, 125, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00125.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00126.png', 5.483165386223624
125, 126, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00126.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00127.png', 5.711991239767533
126, 127, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00127.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00128.png', 6.646653658133759
127, 128, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00128.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00129.png', 5.757148317886573
128, 129, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00129.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/2/flow_x_00130.png', 5.589158470991583
