0, 1, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0001.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0002.png', 0.3020185277308126
19, 20, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0020.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0021.png', 0.2606029027275226
20, 21, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0021.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0022.png', 0.22529721510270231
21, 22, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0022.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0023.png', 0.23853223292047576
22, 23, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0023.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0024.png', 0.23956163125715063
23, 24, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0024.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0025.png', 0.1702012052010582
24, 25, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0025.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0026.png', 0.17854058857728808
25, 26, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0026.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0027.png', 0.14582393968638438
26, 27, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0027.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0028.png', 0.12267859983071311
27, 28, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0028.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0029.png', 0.11323043170218336
28, 29, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0029.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0030.png', 0.12928340574099045
29, 30, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0030.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0031.png', 0.09460944662136811
30, 31, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0031.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0032.png', 0.06758906109407255
31, 32, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0032.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0033.png', 0.04947839199723303
32, 33, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0033.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0034.png', 0.024303676747962237
33, 34, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0034.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0035.png', 0.033547482861527006
34, 35, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0035.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0036.png', 0.026819055714578086
35, 36, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0036.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0037.png', 0.020663150758510024
36, 37, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0037.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0038.png', 0.03333728874940131
37, 38, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0038.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0039.png', 0.01479534182813929
38, 39, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0039.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0040.png', 0.01649736862931219
39, 40, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0040.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0041.png', 0.017931599546104356
40, 41, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0041.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0042.png', 0.011023431757804472
41, 42, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0042.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0043.png', 0.00674286887833681
42, 43, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0043.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0044.png', 0.01221745377456686
43, 44, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0044.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0045.png', -0.0
44, 45, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0045.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0046.png', -0.0
45, 46, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0046.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0047.png', -0.0
46, 47, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0047.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0048.png', 0.056501935314418925
47, 48, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0048.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0049.png', 0.05675105108614136
48, 49, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0049.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0050.png', 0.06410820054846975
49, 50, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0050.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0051.png', 0.0705537398970771
50, 51, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0051.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0052.png', 0.0796641190109027
51, 52, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0052.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0053.png', 0.09488181046016167
52, 53, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0053.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0054.png', 0.09694460606247315
53, 54, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0054.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0055.png', 0.12171880703570458
54, 55, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0055.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0056.png', 0.11948704548435249
55, 56, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0056.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0057.png', 0.12474181103474972
56, 57, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0057.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0058.png', 0.12126334750094038
57, 58, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0058.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0059.png', 0.08509946080907127
58, 59, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0059.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0060.png', 0.1041214519849506
59, 60, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0060.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0061.png', 0.17711610235188385
60, 61, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0061.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0062.png', 0.19100509814115618
61, 62, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0062.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0063.png', 0.1747923286085145
62, 63, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0063.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0064.png', 0.1706080877612826
63, 64, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0064.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0065.png', 0.1562919725696019
64, 65, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0065.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0066.png', 0.1471579650612065
65, 66, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0066.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0067.png', 0.1435754504990343
66, 67, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0067.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0068.png', 0.16460501158320787
67, 68, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0068.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0069.png', 0.15554566400178366
68, 69, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0069.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0070.png', 0.17196185290280663
69, 70, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0070.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0071.png', 0.1521248493666949
70, 71, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0071.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0072.png', 0.09629455617511377
71, 72, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0072.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0073.png', 0.10933191429200945
72, 73, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0073.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0074.png', 0.058240281199598995
73, 74, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0074.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0075.png', 0.05984328240634618
74, 75, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0075.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0076.png', 0.0436763010747123
75, 76, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0076.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0077.png', 0.06289699401621733
76, 77, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0077.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0078.png', 0.058981442909810985
77, 78, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0078.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0079.png', 0.042015722801148396
78, 79, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0079.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0080.png', 0.041748688623211315
79, 80, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0080.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0081.png', 0.0374226995472194
80, 81, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0081.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0082.png', 0.04973539979927448
81, 82, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0082.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0083.png', 0.030078339594110798
82, 83, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0083.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0084.png', 0.021354477744931287
83, 84, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0084.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0085.png', 0.016737916565383943
84, 85, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0085.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0086.png', 0.022800370227844133
85, 86, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0086.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0087.png', 0.04221575224090396
86, 87, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0087.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0088.png', 0.047865016388468275
87, 88, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0088.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0089.png', 0.02979160948403639
88, 89, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0089.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0090.png', 0.008567004826127734
89, 90, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0090.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0091.png', 0.01713746397838436
90, 91, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0091.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0092.png', 0.027258034651845824
91, 92, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0092.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0093.png', 0.02143103036196716
92, 93, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0093.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0094.png', 0.017057689341427408
93, 94, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0094.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0095.png', 0.017057689341427408
94, 95, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0095.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0096.png', 0.00874590784647976
95, 96, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0096.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0097.png', 0.016737916565383943
96, 97, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0097.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0098.png', 0.028639009042404122
97, 98, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0098.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0099.png', 0.05518971609170195
98, 99, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0099.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0100.png', 0.08504333469471968
99, 100, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0100.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0101.png', 0.0627148157046107
100, 101, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0101.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0102.png', 0.06380593579450039
101, 102, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0102.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0103.png', 0.07266863818896668
102, 103, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0103.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0104.png', 0.077197361910631
103, 104, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0104.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0105.png', 0.06883818108869016
104, 105, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0105.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0106.png', 0.08889278037308448
105, 106, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0106.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0107.png', 0.10528585965309367
106, 107, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0107.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0108.png', 0.07412797841643001
107, 108, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0108.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0109.png', 0.0645307760076142
108, 109, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0109.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0110.png', 0.07430259532477526
109, 110, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0110.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0111.png', 0.04617377922168481
110, 111, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0111.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0112.png', 0.035634628594200225
111, 112, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0112.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0113.png', 0.04121348413713743
112, 113, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0113.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0114.png', 0.033687459450990456
113, 114, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0114.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0115.png', 0.03235268817879221
114, 115, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0115.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0116.png', 0.028204381491556768
115, 116, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0116.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0117.png', 0.017057689341427408
116, 117, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0117.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0118.png', -0.0
117, 118, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0118.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0119.png', -0.0
118, 119, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0119.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0120.png', -0.0
119, 120, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0120.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0121.png', -0.0
120, 121, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0121.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0122.png', -0.0
121, 122, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0122.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0123.png', -0.0
122, 123, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0123.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0124.png', 0.03694312544172118
123, 124, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0124.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0125.png', 0.05518971609170195
124, 125, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0125.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0126.png', 0.06848188119332188
125, 126, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0126.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0127.png', 0.12848858225481177
126, 127, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0127.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0128.png', 0.15661809613608071
127, 128, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0128.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0129.png', 0.16483380644050533
128, 129, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0129.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0130.png', 0.15884809038232756
129, 130, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0130.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0131.png', 0.16879704002016546
130, 131, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0131.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0132.png', 0.18831055958951032
131, 132, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0132.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0133.png', 0.19039791814556772
132, 133, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0133.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0134.png', 0.18599558564793625
133, 134, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0134.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0135.png', 0.21343563154226866
134, 135, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0135.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0136.png', 0.18137711755972227
135, 136, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0136.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0137.png', 0.18476821213003589
136, 137, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0137.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0138.png', 0.1589407705147406
137, 138, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0138.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0139.png', 0.1412187503423993
138, 139, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0139.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0140.png', 0.13744023186101503
139, 140, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0140.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0141.png', 0.13739156974789823
140, 141, './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0141.png', './GTEA61/processed_frames2/S1/pour_water,cup/2/mmaps/map0142.png', 0.1773835124163407
