0, 1, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00001.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00002.png', 5.070359383710174
38, 39, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00039.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00040.png', 4.53402989279225
39, 40, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00040.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00041.png', 5.727365196474231
40, 41, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00041.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00042.png', 5.196071104873832
41, 42, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00042.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00043.png', 4.838808569518198
42, 43, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00043.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00044.png', 6.635991096043786
43, 44, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00044.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00045.png', 6.803761514114246
44, 45, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00045.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00046.png', 6.7926168410372645
45, 46, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00046.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00047.png', 6.962880016917843
46, 47, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00047.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00048.png', 7.905775336976714
47, 48, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00048.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00049.png', 7.864431324767599
48, 49, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00049.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00050.png', 7.137505280341868
49, 50, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00050.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00051.png', 7.656236956409366
50, 51, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00051.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00052.png', 7.752593014523343
51, 52, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00052.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00053.png', 7.857524448477847
52, 53, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00053.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00054.png', 7.563063583220804
53, 54, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00054.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00055.png', 6.236769421101697
54, 55, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00055.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00056.png', 6.526930485519331
55, 56, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00056.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00057.png', 7.391571181454619
56, 57, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00057.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00058.png', 8.111663039222094
57, 58, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00058.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00059.png', 8.526805008051104
58, 59, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00059.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00060.png', 8.020932796146539
59, 60, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00060.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00061.png', 7.503966206716832
60, 61, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00061.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00062.png', 5.544199702371875
61, 62, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00062.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00063.png', 6.550750084848878
62, 63, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00063.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00064.png', 4.680531304283863
63, 64, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00064.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00065.png', 4.887897030093944
64, 65, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00065.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00066.png', 4.944016993786948
65, 66, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00066.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00067.png', 4.8767370337616915
66, 67, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00067.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00068.png', 4.877049844965891
67, 68, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00068.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00069.png', 4.695682027224928
68, 69, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00069.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00070.png', 4.428594525266412
69, 70, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00070.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00071.png', 5.143919994004588
70, 71, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00071.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00072.png', 5.003074649250267
71, 72, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00072.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00073.png', 4.988816675524372
72, 73, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00073.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00074.png', 4.391635175193824
73, 74, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00074.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00075.png', 4.522280432970176
74, 75, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00075.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00076.png', 4.39485073607823
75, 76, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00076.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00077.png', 4.011035701733724
76, 77, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00077.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00078.png', 3.9021377879542443
77, 78, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00078.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00079.png', 3.7355531339503156
78, 79, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00079.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00080.png', 5.623308997055912
79, 80, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00080.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00081.png', 4.680676007826305
80, 81, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00081.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00082.png', 4.538277520600184
81, 82, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00082.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00083.png', 5.04871502184724
82, 83, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00083.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00084.png', 4.356640999993589
83, 84, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00084.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00085.png', 4.454707324521143
84, 85, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00085.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00086.png', 4.288505777677371
85, 86, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00086.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00087.png', 4.911159615916651
86, 87, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00087.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00088.png', 4.057985579482244
87, 88, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00088.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00089.png', 4.334033529428398
88, 89, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00089.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00090.png', 5.270496690963386
89, 90, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00090.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00091.png', 4.436415744895291
90, 91, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00091.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00092.png', 4.892522451253821
91, 92, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00092.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00093.png', 3.6117947886300517
92, 93, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00093.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00094.png', 4.868536419345247
93, 94, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00094.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00095.png', 3.7648360713939493
94, 95, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00095.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00096.png', 4.202852821844613
95, 96, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00096.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00097.png', 4.406527749607169
96, 97, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00097.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00098.png', 4.326391800215978
97, 98, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00098.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00099.png', 4.324112961521355
98, 99, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00099.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00100.png', 3.9565698209974722
99, 100, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00100.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00101.png', 4.575968688607276
100, 101, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00101.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00102.png', 4.523705144824274
101, 102, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00102.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00103.png', 3.766587732531107
102, 103, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00103.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00104.png', 4.748754296468024
103, 104, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00104.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00105.png', 4.054315750723677
104, 105, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00105.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00106.png', 4.634223566595159
105, 106, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00106.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00107.png', 4.265737076986416
106, 107, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00107.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00108.png', 3.7751070564938893
107, 108, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00108.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00109.png', 4.595052260170226
108, 109, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00109.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00110.png', 4.227339257964662
109, 110, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00110.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00111.png', 4.434019822413001
110, 111, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00111.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00112.png', 4.425662356205395
111, 112, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00112.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00113.png', 4.319904392483222
112, 113, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00113.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00114.png', 4.306479715109945
113, 114, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00114.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00115.png', 4.537170453197679
114, 115, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00115.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00116.png', 3.7573534155190105
115, 116, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00116.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00117.png', 4.759409332495636
116, 117, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00117.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00118.png', 4.288346164640941
117, 118, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00118.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00119.png', 4.2951994510971145
118, 119, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00119.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00120.png', 3.5356718629201924
119, 120, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00120.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00121.png', 3.78262287781105
120, 121, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00121.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00122.png', 4.612148186536391
121, 122, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00122.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00123.png', 3.630790595510256
122, 123, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00123.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00124.png', 4.247773370018803
123, 124, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00124.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00125.png', 4.365183187758771
124, 125, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00125.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00126.png', 4.770540534689893
125, 126, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00126.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00127.png', 4.4591369069460995
126, 127, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00127.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00128.png', 4.196371775443756
127, 128, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00128.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00129.png', 5.948172961467564
128, 129, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00129.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00130.png', 5.001123298543175
129, 130, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00130.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00131.png', 4.374287637133717
130, 131, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00131.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00132.png', 4.649843234025346
131, 132, './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00132.png', './GTEA61/flow_y_processed/S1/pour_mustard,hotdog,bread/1/flow_y_00133.png', 5.137379654934385
