0, 1, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0001.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0002.png', 0.3739901717838712
15, 16, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0016.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0017.png', 0.5162243789634547
16, 17, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0017.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0018.png', 0.3994386367427293
17, 18, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0018.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0019.png', 0.3068314334714053
18, 19, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0019.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0020.png', 0.2873079874447381
19, 20, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0020.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0021.png', 0.3319677347137704
20, 21, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0021.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0022.png', 0.3149893700206431
21, 22, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0022.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0023.png', 0.33071471847557904
22, 23, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0023.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0024.png', 0.36069252093638016
23, 24, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0024.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0025.png', 0.36230575595022807
24, 25, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0025.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0026.png', 0.35419773311070224
25, 26, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0026.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0027.png', 0.29422267345633846
26, 27, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0027.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0028.png', 0.28916217448389525
27, 28, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0028.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0029.png', 0.31689923325306346
28, 29, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0029.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0030.png', 0.3151980092156079
29, 30, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0030.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0031.png', 0.3248220037935212
30, 31, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0031.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0032.png', 0.34680954771099853
31, 32, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0032.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0033.png', 0.35049815053140854
32, 33, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0033.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0034.png', 0.3463138773954221
33, 34, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0034.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0035.png', 0.3972473779533925
34, 35, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0035.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0036.png', 0.2965218689335529
35, 36, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0036.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0037.png', 0.15137157677309515
36, 37, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0037.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0038.png', 0.11907989077875128
37, 38, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0038.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0039.png', 0.07800275698667775
38, 39, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0039.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0040.png', 0.019267262196510468
39, 40, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0040.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0041.png', 0.00636941391310502
40, 41, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0041.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0042.png', 0.009719906366060878
41, 42, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0042.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0043.png', 0.005324629270716944
42, 43, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0043.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0044.png', 0.005324629270716944
43, 44, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0044.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0045.png', -0.0
44, 45, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0045.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0046.png', -0.0
45, 46, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0046.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0047.png', 0.00503463480289496
46, 47, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0047.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0048.png', 0.0028201868068162
47, 48, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0048.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0049.png', 0.002714804323532373
48, 49, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0049.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0050.png', 0.0005588047048126483
49, 50, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0050.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0051.png', 0.0019604833358846056
50, 51, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0051.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0052.png', 0.005707769227122036
51, 52, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0052.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0053.png', -0.0
52, 53, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0053.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0054.png', -0.0
53, 54, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0054.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0055.png', -0.0
54, 55, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0055.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0056.png', -0.0
55, 56, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0056.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0057.png', 0.009013185442534974
56, 57, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0057.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0058.png', 0.009013185442534974
57, 58, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0058.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0059.png', -0.0
58, 59, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0059.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0060.png', -0.0
59, 60, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0060.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0061.png', -0.0
60, 61, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0061.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0062.png', -0.0
61, 62, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0062.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0063.png', -0.0
62, 63, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0063.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0064.png', -0.0
63, 64, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0064.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0065.png', -0.0
64, 65, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0065.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0066.png', 0.009013185442534974
65, 66, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0066.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0067.png', 0.009013185442534974
66, 67, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0067.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0068.png', -0.0
67, 68, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0068.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0069.png', -0.0
68, 69, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0069.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0070.png', -0.0
69, 70, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0070.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0071.png', -0.0
70, 71, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0071.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0072.png', -0.0
71, 72, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0072.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0073.png', -0.0
72, 73, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0073.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0074.png', 0.009013185442534974
73, 74, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0074.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0075.png', 0.009013185442534974
74, 75, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0075.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0076.png', -0.0
75, 76, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0076.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0077.png', -0.0
76, 77, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0077.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0078.png', -0.0
77, 78, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0078.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0079.png', -0.0
78, 79, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0079.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0080.png', -0.0
79, 80, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0080.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0081.png', -0.0
80, 81, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0081.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0082.png', 0.008117133127105292
81, 82, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0082.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0083.png', 0.008117133127105292
82, 83, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0083.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0084.png', -0.0
83, 84, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0084.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0085.png', -0.0
84, 85, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0085.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0086.png', -0.0
85, 86, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0086.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0087.png', -0.0
86, 87, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0087.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0088.png', -0.0
87, 88, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0088.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0089.png', -0.0
88, 89, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0089.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0090.png', -0.0
89, 90, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0090.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0091.png', -0.0
90, 91, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0091.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0092.png', -0.0
91, 92, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0092.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0093.png', -0.0
92, 93, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0093.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0094.png', -0.0
93, 94, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0094.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0095.png', -0.0
94, 95, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0095.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0096.png', -0.0
95, 96, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0096.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0097.png', -0.0
96, 97, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0097.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0098.png', -0.0
97, 98, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0098.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0099.png', -0.0
98, 99, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0099.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0100.png', -0.0
99, 100, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0100.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0101.png', 0.03347744879616439
100, 101, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0101.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0102.png', 0.03347744879616439
101, 102, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0102.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0103.png', 0.02104774796740193
102, 103, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0103.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0104.png', 0.0152035832563978
103, 104, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0104.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0105.png', 0.02392957055015394
104, 105, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0105.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0106.png', 0.02407934781648338
105, 106, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0106.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0107.png', 0.03452478666910693
106, 107, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0107.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0108.png', 0.05978182314922212
107, 108, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0108.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0109.png', 0.05619016940258805
108, 109, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0109.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0110.png', 0.03375740212390105
109, 110, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0110.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0111.png', 0.032775411843183416
110, 111, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0111.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0112.png', 0.03192881732613187
111, 112, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0112.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0113.png', 0.02900018697752428
112, 113, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0113.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0114.png', 0.03389719659538498
113, 114, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0114.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0115.png', 0.030792748897177133
114, 115, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0115.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0116.png', 0.02377961204165078
115, 116, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0116.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0117.png', 0.03235268817879221
116, 117, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0117.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0118.png', 0.027768406992814524
117, 118, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0118.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0119.png', 0.02586299696652629
118, 119, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0119.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0120.png', 0.023177938696881003
119, 120, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0120.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0121.png', 0.015040519732288163
120, 121, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0121.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0122.png', -0.0
121, 122, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0122.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0123.png', 0.010937344481060924
122, 123, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0123.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0124.png', 0.005612346419535356
123, 124, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0124.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0125.png', 0.02104774796740193
124, 125, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0125.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0126.png', 0.03022149603654664
125, 126, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0126.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0127.png', 0.023704564406865594
126, 127, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0127.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0128.png', -0.0
127, 128, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0128.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0129.png', -0.0
128, 129, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0129.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0130.png', -0.0
129, 130, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0130.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0131.png', -0.0
130, 131, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0131.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0132.png', -0.0
131, 132, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0132.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0133.png', -0.0
132, 133, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0133.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0134.png', -0.0
133, 134, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0134.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0135.png', 0.008567004826127734
134, 135, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0135.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0136.png', 0.01479534182813929
135, 136, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0136.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0137.png', 0.007572083585634548
136, 137, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0137.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0138.png', -0.0
137, 138, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0138.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0139.png', -0.0
138, 139, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0139.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0140.png', -0.0
139, 140, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0140.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0141.png', -0.0
140, 141, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0141.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0142.png', -0.0
141, 142, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0142.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0143.png', -0.0
142, 143, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0143.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0144.png', -0.0
143, 144, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0144.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0145.png', -0.0
144, 145, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0145.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0146.png', -0.0
145, 146, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0146.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0147.png', -0.0
146, 147, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0147.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0148.png', -0.0
147, 148, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0148.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0149.png', -0.0
148, 149, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0149.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0150.png', -0.0
149, 150, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0150.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0151.png', -0.0
150, 151, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0151.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0152.png', 0.0089242343066975
151, 152, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0152.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0153.png', 0.0089242343066975
