0, 1, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00001.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00002.png', 5.929034960320157
11, 12, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00012.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00013.png', 4.320554070828664
12, 13, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00013.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00014.png', 4.097043469658983
13, 14, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00014.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00015.png', 4.134517174140487
14, 15, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00015.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00016.png', 3.923043933873666
15, 16, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00016.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00017.png', 4.628915895571928
16, 17, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00017.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00018.png', 5.026269138839961
17, 18, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00018.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00019.png', 5.037908536577441
18, 19, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00019.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00020.png', 4.767639365303591
19, 20, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00020.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00021.png', 4.624062159613711
20, 21, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00021.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00022.png', 4.872657206045067
21, 22, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00022.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00023.png', 5.262329908985135
22, 23, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00023.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00024.png', 4.95783142665167
23, 24, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00024.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00025.png', 4.808926306205479
24, 25, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00025.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00026.png', 4.735265611660206
25, 26, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00026.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00027.png', 4.358474984388088
26, 27, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00027.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00028.png', 4.326078209933432
27, 28, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00028.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00029.png', 4.659089868791806
28, 29, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00029.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00030.png', 4.574498355206256
29, 30, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00030.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00031.png', 5.073944991153002
30, 31, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00031.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00032.png', 4.4642425938474535
31, 32, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00032.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00033.png', 4.90036181300356
32, 33, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00033.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00034.png', 5.611231956137027
33, 34, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00034.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00035.png', 5.2011515153410395
34, 35, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00035.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00036.png', 4.651961011026108
35, 36, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00036.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00037.png', 4.941997547209823
36, 37, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00037.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00038.png', 5.3610697856795655
37, 38, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00038.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00039.png', 4.964226773624517
38, 39, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00039.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00040.png', 5.319128335145492
39, 40, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00040.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00041.png', 5.69153942443543
40, 41, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00041.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00042.png', 5.128855033187112
41, 42, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00042.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00043.png', 4.8759902828640085
42, 43, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00043.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00044.png', 5.274910822400043
43, 44, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00044.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00045.png', 4.89023353622592
44, 45, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00045.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00046.png', 5.318507673753366
45, 46, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00046.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00047.png', 4.885644860051896
46, 47, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00047.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00048.png', 5.54608313856405
47, 48, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00048.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00049.png', 4.816298298532831
48, 49, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00049.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00050.png', 5.647256498746509
49, 50, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00050.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00051.png', 5.00921870757554
50, 51, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00051.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00052.png', 5.227979036246684
51, 52, './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00052.png', './GTEA61/flow_x_processed/S4/pour_ketchup,hotdog,bread/1/flow_x_00053.png', 5.731373231037987
