0, 1, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00001.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00002.png', 4.57771797928329
41, 42, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00042.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00043.png', 5.3908780413321225
42, 43, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00043.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00044.png', 4.868509397670583
43, 44, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00044.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00045.png', 4.524287987391761
44, 45, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00045.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00046.png', 4.90087857610509
45, 46, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00046.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00047.png', 4.37511990811293
46, 47, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00047.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00048.png', 4.714792898837297
47, 48, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00048.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00049.png', 4.782231653485706
48, 49, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00049.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00050.png', 4.43780175399725
49, 50, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00050.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00051.png', 4.647964477414413
50, 51, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00051.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00052.png', 5.211639856293868
51, 52, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00052.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00053.png', 4.774150922582426
52, 53, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00053.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00054.png', 4.806882612218387
53, 54, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00054.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00055.png', 4.513659668923293
54, 55, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00055.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00056.png', 4.866557917146529
55, 56, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00056.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00057.png', 4.910944314590251
56, 57, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00057.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00058.png', 4.37326392825511
57, 58, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00058.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00059.png', 4.739095245514302
58, 59, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00059.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00060.png', 4.555584069573462
59, 60, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00060.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00061.png', 4.883371419371376
60, 61, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00061.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00062.png', 5.30725849273073
61, 62, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00062.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00063.png', 5.425115040157247
62, 63, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00063.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00064.png', 5.500886935237061
63, 64, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00064.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00065.png', 5.565128920776392
64, 65, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00065.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00066.png', 5.517260163501669
65, 66, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00066.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00067.png', 5.959482833194814
66, 67, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00067.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00068.png', 5.718952064207573
67, 68, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00068.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00069.png', 5.340413065873485
68, 69, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00069.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00070.png', 5.233050727668852
69, 70, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00070.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00071.png', 5.416845176188319
70, 71, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00071.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00072.png', 5.13863476680967
71, 72, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00072.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00073.png', 4.986897503196154
72, 73, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00073.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00074.png', 4.7090369732472075
73, 74, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00074.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00075.png', 4.873820542294507
74, 75, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00075.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00076.png', 4.89457109010568
75, 76, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00076.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00077.png', 5.490671007408398
76, 77, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00077.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00078.png', 5.467298032854776
77, 78, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00078.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00079.png', 5.378751079768606
78, 79, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00079.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00080.png', 5.1500111613843895
79, 80, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00080.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00081.png', 4.946414335646133
80, 81, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00081.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00082.png', 4.8812592492192675
81, 82, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00082.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00083.png', 5.319255458190758
82, 83, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00083.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00084.png', 5.366662536443516
83, 84, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00084.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00085.png', 4.794314534652524
84, 85, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00085.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00086.png', 4.813993643295713
85, 86, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00086.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00087.png', 4.872012354846281
86, 87, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00087.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00088.png', 4.881264091607367
87, 88, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00088.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00089.png', 4.724769902965872
88, 89, './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00089.png', './GTEA61/flow_x_processed/S3/spread_jam,spoon,bread/1/flow_x_00090.png', 5.098163583802122
