0, 1, './GTEA61/flow_x_processed/S4/stir_spoon,cup/3/flow_x_00001.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/3/flow_x_00002.png', 4.687714844022982
60, 61, './GTEA61/flow_x_processed/S4/stir_spoon,cup/3/flow_x_00061.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/3/flow_x_00062.png', 4.06042375536502
61, 62, './GTEA61/flow_x_processed/S4/stir_spoon,cup/3/flow_x_00062.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/3/flow_x_00063.png', 4.538139204550326
62, 63, './GTEA61/flow_x_processed/S4/stir_spoon,cup/3/flow_x_00063.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/3/flow_x_00064.png', 3.848397981646142
63, 64, './GTEA61/flow_x_processed/S4/stir_spoon,cup/3/flow_x_00064.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/3/flow_x_00065.png', 4.528424838969178
64, 65, './GTEA61/flow_x_processed/S4/stir_spoon,cup/3/flow_x_00065.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/3/flow_x_00066.png', 4.7076732955103475
65, 66, './GTEA61/flow_x_processed/S4/stir_spoon,cup/3/flow_x_00066.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/3/flow_x_00067.png', 4.957382448453246
66, 67, './GTEA61/flow_x_processed/S4/stir_spoon,cup/3/flow_x_00067.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/3/flow_x_00068.png', 4.535902574550573
67, 68, './GTEA61/flow_x_processed/S4/stir_spoon,cup/3/flow_x_00068.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/3/flow_x_00069.png', 4.097895937136433
68, 69, './GTEA61/flow_x_processed/S4/stir_spoon,cup/3/flow_x_00069.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/3/flow_x_00070.png', 5.007471487448153
69, 70, './GTEA61/flow_x_processed/S4/stir_spoon,cup/3/flow_x_00070.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/3/flow_x_00071.png', 5.225685612387815
70, 71, './GTEA61/flow_x_processed/S4/stir_spoon,cup/3/flow_x_00071.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/3/flow_x_00072.png', 5.53045660562854
71, 72, './GTEA61/flow_x_processed/S4/stir_spoon,cup/3/flow_x_00072.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/3/flow_x_00073.png', 5.344560482785206
72, 73, './GTEA61/flow_x_processed/S4/stir_spoon,cup/3/flow_x_00073.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/3/flow_x_00074.png', 5.726179724339052
73, 74, './GTEA61/flow_x_processed/S4/stir_spoon,cup/3/flow_x_00074.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/3/flow_x_00075.png', 5.620467118590718
74, 75, './GTEA61/flow_x_processed/S4/stir_spoon,cup/3/flow_x_00075.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/3/flow_x_00076.png', 5.93067983523477
