0, 1, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/1/rgb/rgb0002.png', 5.878493466434781
18, 19, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/1/rgb/rgb0019.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/1/rgb/rgb0020.png', 4.482749974775631
19, 20, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/1/rgb/rgb0020.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/1/rgb/rgb0021.png', 4.790347158560499
20, 21, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/1/rgb/rgb0021.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/1/rgb/rgb0022.png', 4.657061546363586
21, 22, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/1/rgb/rgb0022.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/1/rgb/rgb0023.png', 4.563543661224146
22, 23, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/1/rgb/rgb0023.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/1/rgb/rgb0024.png', 5.00249909737934
23, 24, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/1/rgb/rgb0024.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/1/rgb/rgb0025.png', 4.837447296327226
24, 25, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/1/rgb/rgb0025.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/1/rgb/rgb0026.png', 5.033318249374144
25, 26, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/1/rgb/rgb0026.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/1/rgb/rgb0027.png', 5.197156317266868
26, 27, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/1/rgb/rgb0027.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/1/rgb/rgb0028.png', 5.434661964506568
27, 28, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/1/rgb/rgb0028.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/1/rgb/rgb0029.png', 5.491306041888766
28, 29, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/1/rgb/rgb0029.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/1/rgb/rgb0030.png', 6.042440904245683
