0, 1, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00001.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00002.png', 5.674912895499595
12, 13, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00013.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00014.png', 4.921161961672538
13, 14, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00014.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00015.png', 4.775265550408962
14, 15, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00015.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00016.png', 4.436296478862468
15, 16, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00016.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00017.png', 4.763410259674405
16, 17, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00017.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00018.png', 4.847174992261635
17, 18, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00018.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00019.png', 4.118681437249842
18, 19, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00019.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00020.png', 4.634905936544369
19, 20, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00020.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00021.png', 4.233838496356943
20, 21, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00021.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00022.png', 4.758182828616316
21, 22, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00022.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00023.png', 4.619204287844695
22, 23, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00023.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00024.png', 4.448183579311437
23, 24, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00024.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00025.png', 4.392177851661779
24, 25, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00025.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00026.png', 4.3390800352627465
25, 26, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00026.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00027.png', 4.876355587969659
26, 27, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00027.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00028.png', 5.20953547034708
27, 28, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00028.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00029.png', 4.601085975549056
28, 29, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00029.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00030.png', 4.4382356782076355
29, 30, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00030.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00031.png', 4.158852068311323
30, 31, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00031.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00032.png', 4.47546678555354
31, 32, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00032.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00033.png', 5.020676294116466
32, 33, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00033.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00034.png', 5.166058634542787
33, 34, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00034.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00035.png', 4.140467293905122
34, 35, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00035.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00036.png', 4.606867966817464
35, 36, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00036.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00037.png', 4.048508261178496
36, 37, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00037.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00038.png', 4.078470770243422
37, 38, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00038.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00039.png', 4.768724496841047
38, 39, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00039.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00040.png', 5.023565676956405
39, 40, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00040.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00041.png', 3.5411532878016567
40, 41, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00041.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00042.png', 4.007048412696547
41, 42, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00042.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00043.png', 4.285921496381511
42, 43, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00043.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00044.png', 4.5574614249473635
43, 44, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00044.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00045.png', 4.153406716127347
44, 45, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00045.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00046.png', 4.347089921900051
45, 46, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00046.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00047.png', 3.9309088225073987
46, 47, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00047.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00048.png', 4.28013355337911
47, 48, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00048.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00049.png', 4.809542042045183
48, 49, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00049.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00050.png', 5.009299342257153
49, 50, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00050.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00051.png', 4.528350703871884
50, 51, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00051.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00052.png', 4.3280630213218805
51, 52, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00052.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00053.png', 4.205145650218951
52, 53, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00053.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00054.png', 4.1777106848390435
53, 54, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00054.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00055.png', 4.163244897679926
54, 55, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00055.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00056.png', 4.335746215349204
55, 56, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00056.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00057.png', 4.885550796638667
56, 57, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00057.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00058.png', 5.236495455202926
57, 58, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00058.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00059.png', 4.957193894566887
58, 59, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00059.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00060.png', 4.770377962785481
59, 60, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00060.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00061.png', 5.159593073952014
60, 61, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00061.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00062.png', 4.405194631690362
61, 62, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00062.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00063.png', 4.331946717913707
62, 63, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00063.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00064.png', 4.179089185741681
63, 64, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00064.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00065.png', 5.535556763596849
64, 65, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00065.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00066.png', 5.175653092839397
65, 66, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00066.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00067.png', 4.763750650573174
66, 67, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00067.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00068.png', 3.9717529316216504
67, 68, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00068.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00069.png', 4.044779631156919
68, 69, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00069.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00070.png', 3.855706908235673
69, 70, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00070.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00071.png', 3.647428171928034
70, 71, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00071.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00072.png', 3.842995755936333
71, 72, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00072.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00073.png', 4.350156850796402
72, 73, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00073.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00074.png', 4.836989406806434
73, 74, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00074.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00075.png', 4.400807638729921
74, 75, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00075.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00076.png', 4.045868132868649
75, 76, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00076.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00077.png', 4.107937959091521
76, 77, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00077.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00078.png', 4.351675506613011
77, 78, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00078.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00079.png', 4.556614265905216
78, 79, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00079.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00080.png', 4.285700079056641
79, 80, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00080.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00081.png', 4.61095686442442
80, 81, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00081.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00082.png', 4.140187915174718
81, 82, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00082.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00083.png', 4.32837012453185
82, 83, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00083.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00084.png', 4.402992668048368
83, 84, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00084.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00085.png', 5.140548753541385
84, 85, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00085.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00086.png', 4.8607366343884255
85, 86, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00086.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00087.png', 4.0591837482447914
86, 87, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00087.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00088.png', 4.094740252371848
87, 88, './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00088.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/3/flow_x_00089.png', 3.81331401134076
