0, 1, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0002.png', 5.255800177070579
20, 21, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0021.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0022.png', 4.629010123299287
21, 22, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0022.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0023.png', 4.447375134138567
22, 23, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0023.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0024.png', 4.5972620423517405
23, 24, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0024.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0025.png', 4.481446567872657
24, 25, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0025.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0026.png', 4.305879540783366
25, 26, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0026.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0027.png', 4.205340769292369
26, 27, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0027.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0028.png', 4.382869880378777
27, 28, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0028.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0029.png', 4.162674713802036
28, 29, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0029.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0030.png', 4.3114349907601905
29, 30, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0030.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0031.png', 4.275209578924243
30, 31, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0031.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0032.png', 4.21304030880125
31, 32, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0032.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0033.png', 4.430663194245924
32, 33, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0033.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0034.png', 4.128405658848068
33, 34, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0034.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0035.png', 4.121927094432692
34, 35, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0035.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0036.png', 3.994324363126719
35, 36, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0036.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0037.png', 4.293608560826977
36, 37, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0037.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0038.png', 3.761036160347907
37, 38, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0038.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0039.png', 3.85209289616011
38, 39, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0039.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0040.png', 4.2320931024086095
39, 40, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0040.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0041.png', 4.204659871114549
40, 41, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0041.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0042.png', 4.064032237578978
41, 42, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0042.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0043.png', 4.123130476837552
42, 43, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0043.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0044.png', 3.9529690022205792
43, 44, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0044.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0045.png', 4.44154829585521
44, 45, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0045.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0046.png', 4.254071099111149
45, 46, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0046.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0047.png', 4.135779416830839
46, 47, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0047.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0048.png', 4.3406202770886395
47, 48, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0048.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0049.png', 4.345135101035184
48, 49, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0049.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0050.png', 3.9948362918713634
49, 50, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0050.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0051.png', 4.2052725624657095
50, 51, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0051.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0052.png', 4.449347100539632
51, 52, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0052.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0053.png', 4.229343141061103
52, 53, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0053.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0054.png', 4.309270440012014
53, 54, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0054.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0055.png', 4.371895000345029
54, 55, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0055.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0056.png', 4.137941047954967
55, 56, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0056.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0057.png', 4.152294044064571
56, 57, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0057.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0058.png', 4.363341160992919
57, 58, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0058.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0059.png', 4.006080701675076
58, 59, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0059.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0060.png', 4.361191311204444
59, 60, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0060.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0061.png', 4.582825530444886
60, 61, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0061.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0062.png', 4.1077194251355
61, 62, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0062.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0063.png', 4.649740450045777
62, 63, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0063.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0064.png', 4.849346306138702
63, 64, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0064.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0065.png', 4.8994787108374895
64, 65, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0065.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0066.png', 4.363663609436157
65, 66, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0066.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0067.png', 4.334836999128621
66, 67, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0067.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0068.png', 3.960057834751973
67, 68, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0068.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0069.png', 4.216554022253789
68, 69, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0069.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0070.png', 4.28421952720794
69, 70, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0070.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0071.png', 3.9737159374509816
70, 71, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0071.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0072.png', 4.024237619205418
71, 72, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0072.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0073.png', 3.9111549290324623
72, 73, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0073.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0074.png', 4.141646655864487
73, 74, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0074.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0075.png', 4.531159390016456
74, 75, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0075.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0076.png', 4.077266845602966
75, 76, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0076.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0077.png', 4.058068608314944
76, 77, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0077.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0078.png', 4.311230745309443
77, 78, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0078.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0079.png', 3.9061351447470596
78, 79, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0079.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0080.png', 3.780464273226721
79, 80, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0080.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0081.png', 4.140671239883968
80, 81, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0081.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0082.png', 4.132777203858516
81, 82, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0082.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0083.png', 3.8481625889512694
82, 83, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0083.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0084.png', 4.308765863490412
83, 84, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0084.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0085.png', 4.206974844134382
84, 85, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0085.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0086.png', 3.9518049370267434
85, 86, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0086.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0087.png', 3.9647955057959616
86, 87, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0087.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0088.png', 4.270060390967375
87, 88, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0088.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0089.png', 4.162184139885364
88, 89, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0089.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0090.png', 4.313080005983243
89, 90, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0090.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0091.png', 3.9287740866517527
90, 91, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0091.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0092.png', 3.751649140172607
91, 92, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0092.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0093.png', 4.257669219271949
92, 93, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0093.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0094.png', 4.26462931885855
93, 94, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0094.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0095.png', 4.121820266797131
94, 95, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0095.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0096.png', 4.5133829100871825
95, 96, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0096.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0097.png', 4.850901087365317
96, 97, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0097.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0098.png', 4.515235632326858
97, 98, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0098.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0099.png', 4.693187580171898
98, 99, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0099.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0100.png', 4.694538762760795
99, 100, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0100.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0101.png', 4.463405837590648
100, 101, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0101.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0102.png', 4.774861131688421
101, 102, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0102.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0103.png', 5.089949161697686
102, 103, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0103.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0104.png', 4.576680716447801
103, 104, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0104.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0105.png', 4.51019544958221
104, 105, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0105.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0106.png', 4.52373201447288
105, 106, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0106.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0107.png', 4.489403058449173
106, 107, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0107.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0108.png', 4.762064664115015
107, 108, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0108.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0109.png', 4.882632093280662
108, 109, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0109.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0110.png', 4.837567195585309
109, 110, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0110.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0111.png', 4.663170591448489
110, 111, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0111.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0112.png', 4.740474493098337
111, 112, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0112.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0113.png', 5.182233879619938
112, 113, './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0113.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/rgb/rgb0114.png', 5.664254099365355
