0, 1, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00001.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00002.png', 5.523500205974474
43, 44, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00044.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00045.png', 5.507708061740555
44, 45, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00045.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00046.png', 5.113621913450382
45, 46, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00046.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00047.png', 4.583950170552915
46, 47, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00047.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00048.png', 3.7583884338611138
47, 48, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00048.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00049.png', 4.933300358212681
48, 49, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00049.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00050.png', 3.1441821760744877
49, 50, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00050.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00051.png', 3.136741807676491
50, 51, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00051.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00052.png', 3.3484553107669344
51, 52, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00052.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00053.png', 3.4476557874825238
52, 53, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00053.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00054.png', 3.06838048615152
53, 54, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00054.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00055.png', 3.804889336867669
54, 55, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00055.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00056.png', 2.9915418035386767
55, 56, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00056.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00057.png', 3.3050731604727317
56, 57, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00057.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00058.png', 3.2934678546819898
57, 58, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00058.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00059.png', 3.438412091235647
58, 59, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00059.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00060.png', 4.208423320182529
59, 60, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00060.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00061.png', 3.679257725675215
60, 61, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00061.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00062.png', 3.31126906046752
61, 62, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00062.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00063.png', 3.9633791335443997
62, 63, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00063.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00064.png', 3.322374429070191
63, 64, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00064.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00065.png', 4.244189694054602
64, 65, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00065.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00066.png', 4.253168888335121
65, 66, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00066.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00067.png', 4.331943491227331
66, 67, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00067.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00068.png', 3.4287180096386907
67, 68, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00068.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00069.png', 3.5684678035765365
68, 69, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00069.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00070.png', 3.572050820883069
69, 70, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00070.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00071.png', 4.004893095557337
70, 71, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00071.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00072.png', 4.188215883475195
71, 72, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00072.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00073.png', 3.9636966206153934
72, 73, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00073.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00074.png', 3.272855158851622
73, 74, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00074.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00075.png', 3.8143881597315463
74, 75, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00075.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00076.png', 3.352111508121125
75, 76, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00076.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00077.png', 3.28199837516677
76, 77, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00077.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00078.png', 3.312221804179313
77, 78, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00078.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00079.png', 3.2253094247287613
78, 79, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00079.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00080.png', 2.803788577758758
79, 80, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00080.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00081.png', 2.920138815406831
80, 81, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00081.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00082.png', 3.220923957857716
81, 82, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00082.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00083.png', 3.9655184996903947
82, 83, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00083.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00084.png', 4.706104802375672
83, 84, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00084.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00085.png', 3.6779298063186374
84, 85, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00085.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00086.png', 3.663613439274864
85, 86, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00086.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00087.png', 4.110041532436396
86, 87, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00087.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00088.png', 3.4884061972385854
87, 88, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00088.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00089.png', 3.599067778443307
88, 89, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00089.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00090.png', 4.154246309530004
89, 90, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00090.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00091.png', 3.255068070374217
90, 91, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00091.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00092.png', 4.044504265043364
91, 92, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00092.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00093.png', 3.8474128805676893
92, 93, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00093.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00094.png', 3.080764726114073
93, 94, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00094.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00095.png', 3.7595285132814147
94, 95, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00095.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00096.png', 3.2846641239518775
95, 96, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00096.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00097.png', 3.8694738315891795
96, 97, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00097.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00098.png', 4.231300630135155
97, 98, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00098.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00099.png', 4.179830569810498
98, 99, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00099.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00100.png', 3.832446050943311
99, 100, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00100.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00101.png', 3.7762026788157748
100, 101, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00101.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00102.png', 4.032364686867166
101, 102, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00102.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00103.png', 4.642691329965821
102, 103, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00103.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00104.png', 3.7171588977696275
103, 104, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00104.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00105.png', 4.129740723505106
104, 105, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00105.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00106.png', 3.734471915264768
105, 106, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00106.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00107.png', 3.4380840048506274
106, 107, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00107.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00108.png', 3.6348412119896962
107, 108, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00108.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00109.png', 3.9562336958304236
108, 109, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00109.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00110.png', 3.151744022490086
109, 110, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00110.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00111.png', 4.171761106819453
110, 111, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00111.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00112.png', 4.434166518442289
111, 112, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00112.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00113.png', 3.6430649021313433
112, 113, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00113.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00114.png', 3.326457839362527
113, 114, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00114.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00115.png', 3.3689091496696415
114, 115, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00115.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00116.png', 4.349413450379361
115, 116, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00116.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00117.png', 4.243533731513245
116, 117, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00117.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00118.png', 4.437547362642242
117, 118, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00118.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00119.png', 3.297367168115713
118, 119, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00119.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00120.png', 3.792470259897124
119, 120, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00120.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00121.png', 2.945671515344602
120, 121, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00121.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00122.png', 3.2522081597316737
121, 122, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00122.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00123.png', 3.103579386115171
122, 123, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00123.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00124.png', 2.9389571742895835
123, 124, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00124.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00125.png', 3.638198083030021
124, 125, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00125.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00126.png', 3.4434794900829937
125, 126, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00126.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00127.png', 3.788104736793633
126, 127, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00127.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00128.png', 4.518773327094646
127, 128, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00128.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00129.png', 3.5213681051695427
128, 129, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00129.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00130.png', 4.106175510847962
129, 130, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00130.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00131.png', 4.058056348601146
130, 131, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00131.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00132.png', 4.359302180861418
131, 132, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00132.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00133.png', 3.8843938910380067
132, 133, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00133.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00134.png', 3.6147888464064732
133, 134, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00134.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00135.png', 4.239061183079144
134, 135, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00135.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00136.png', 4.483428150182685
135, 136, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00136.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00137.png', 3.9327516610314506
136, 137, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00137.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00138.png', 4.594147262319853
137, 138, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00138.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00139.png', 3.4295065027211518
138, 139, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00139.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00140.png', 3.3731564367894924
139, 140, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00140.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00141.png', 4.4024079108822445
140, 141, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00141.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00142.png', 4.339959024405833
141, 142, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00142.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00143.png', 3.7874888159041498
142, 143, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00143.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00144.png', 3.6111404083132492
143, 144, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00144.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00145.png', 4.152587565920191
144, 145, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00145.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00146.png', 3.471975759554908
145, 146, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00146.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00147.png', 3.7833389601397918
146, 147, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00147.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00148.png', 3.9232673467030694
147, 148, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00148.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00149.png', 3.2772888616324503
148, 149, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00149.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00150.png', 3.9591152785554264
149, 150, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00150.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00151.png', 4.099380647973806
