0, 1, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0001.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0002.png', 0.1806695279905332
33, 34, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0034.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0035.png', 0.22537839891819958
34, 35, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0035.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0036.png', 0.22097695812948423
35, 36, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0036.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0037.png', 0.23111175080811064
36, 37, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0037.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0038.png', 0.24601140613917133
37, 38, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0038.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0039.png', 0.22889822252248607
38, 39, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0039.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0040.png', 0.20337956510434146
39, 40, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0040.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0041.png', 0.1808465212887181
40, 41, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0041.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0042.png', 0.19647999460268864
41, 42, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0042.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0043.png', 0.2137260690775822
42, 43, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0043.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0044.png', 0.24070756650537067
43, 44, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0044.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0045.png', 0.2480800463604407
44, 45, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0045.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0046.png', 0.23829440868795967
45, 46, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0046.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0047.png', 0.2826653927886563
46, 47, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0047.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0048.png', 0.24192993535833182
47, 48, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0048.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0049.png', 0.20591175615710117
48, 49, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0049.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0050.png', 0.19476198871851605
49, 50, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0050.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0051.png', 0.2234673585322085
50, 51, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0051.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0052.png', 0.22203984612487243
51, 52, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0052.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0053.png', 0.25808191858025936
52, 53, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0053.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0054.png', 0.22248889957018908
53, 54, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0054.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0055.png', 0.23999657368235205
54, 55, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0055.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0056.png', 0.25827329029873597
55, 56, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0056.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0057.png', 0.25103324383089404
56, 57, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0057.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0058.png', 0.21982995746990766
57, 58, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0058.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0059.png', 0.2316336450883364
58, 59, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0059.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0060.png', 0.2585028520958691
59, 60, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0060.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0061.png', 0.2887627398936904
60, 61, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0061.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0062.png', 0.2709901175956494
61, 62, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0062.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0063.png', 0.2840217160294972
62, 63, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0063.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0064.png', 0.27524230627013435
63, 64, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0064.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0065.png', 0.2825552843047665
64, 65, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0065.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0066.png', 0.29952626584498765
65, 66, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0066.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0067.png', 0.23750092523322403
66, 67, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0067.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0068.png', 0.20527986318539954
67, 68, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0068.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0069.png', 0.2810116085902236
68, 69, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0069.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0070.png', 0.2660652396236799
69, 70, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0070.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0071.png', 0.2719626408142276
70, 71, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0071.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0072.png', 0.2848998358932091
71, 72, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0072.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0073.png', 0.28974269273985365
72, 73, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0073.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0074.png', 0.2446019455792167
73, 74, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0074.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0075.png', 0.2518078500930677
74, 75, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0075.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0076.png', 0.22986522623165848
75, 76, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0076.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0077.png', 0.25796706488040533
76, 77, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0077.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0078.png', 0.2584263417050039
77, 78, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0078.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0079.png', 0.20713124954054343
78, 79, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0079.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0080.png', 0.2670837107608717
79, 80, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0080.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0081.png', 0.2010474747651733
80, 81, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0081.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0082.png', 0.20603804286777777
81, 82, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0082.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0083.png', 0.2040982728570739
82, 83, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0083.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0084.png', 0.19904620621501387
83, 84, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0084.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0085.png', 0.18783097710235824
84, 85, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0085.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0086.png', 0.19091840303410368
85, 86, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0086.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0087.png', 0.20337956510434146
86, 87, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0087.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0088.png', 0.17649157040122493
87, 88, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0088.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0089.png', 0.1794731435194321
88, 89, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0089.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0090.png', 0.14601476444395206
89, 90, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0090.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0091.png', 0.12977938185682286
90, 91, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0091.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0092.png', 0.12838911965026195
91, 92, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0092.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0093.png', 0.13534265283678648
92, 93, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0093.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0094.png', 0.23435551318110293
93, 94, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0094.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0095.png', 0.339833981289113
94, 95, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0095.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0096.png', 0.23351637081185816
95, 96, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0096.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0097.png', 0.224769224078297
96, 97, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0097.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/mmaps/map0098.png', 0.198960872726719
