0, 1, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0001.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0002.png', 4.960086231608229
36, 37, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0037.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0038.png', 4.732810605637485
37, 38, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0038.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0039.png', 4.678051239163546
38, 39, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0039.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0040.png', 4.559815926035834
39, 40, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0040.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0041.png', 4.513624268347483
40, 41, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0041.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0042.png', 4.564470019769711
41, 42, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0042.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0043.png', 4.656266801397771
42, 43, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0043.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0044.png', 4.719465172216537
43, 44, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0044.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0045.png', 4.941798991869562
44, 45, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0045.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0046.png', 5.787707367183645
45, 46, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0046.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0047.png', 5.761272694813126
46, 47, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0047.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0048.png', 6.017064338073562
47, 48, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0048.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0049.png', 5.726434499815619
48, 49, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0049.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0050.png', 4.793528785066991
49, 50, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0050.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0051.png', 4.844716276478466
50, 51, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0051.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0052.png', 4.450735187600016
51, 52, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0052.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0053.png', 4.701380036972586
52, 53, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0053.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0054.png', 4.801970978792923
53, 54, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0054.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0055.png', 4.7187139910671405
54, 55, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0055.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0056.png', 5.179883314564119
55, 56, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0056.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0057.png', 4.692495765966547
56, 57, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0057.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0058.png', 5.15871897738363
57, 58, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0058.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0059.png', 5.470068986854905
58, 59, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0059.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0060.png', 5.221868753634448
59, 60, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0060.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0061.png', 4.903191718912043
60, 61, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0061.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0062.png', 5.349118704200379
61, 62, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0062.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0063.png', 5.201016524178786
62, 63, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0063.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0064.png', 4.896925630786555
63, 64, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0064.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0065.png', 5.065628974109227
64, 65, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0065.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0066.png', 4.964485740740617
65, 66, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0066.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0067.png', 4.6524407243882
66, 67, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0067.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0068.png', 4.568252175441983
67, 68, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0068.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0069.png', 4.669260317597799
68, 69, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0069.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0070.png', 5.045927733941459
69, 70, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0070.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0071.png', 5.120228310454965
70, 71, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0071.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0072.png', 5.006016060724941
71, 72, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0072.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0073.png', 4.716368844035742
72, 73, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0073.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0074.png', 5.010191576818231
73, 74, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0074.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0075.png', 4.610586325499006
74, 75, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0075.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0076.png', 4.9069593808266925
75, 76, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0076.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0077.png', 5.199476859488372
76, 77, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0077.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0078.png', 5.134333552572945
77, 78, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0078.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0079.png', 4.628880464521778
78, 79, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0079.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0080.png', 4.9087532047651115
79, 80, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0080.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0081.png', 4.933244557097843
80, 81, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0081.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0082.png', 4.2974597328413076
81, 82, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0082.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0083.png', 5.118345319719199
82, 83, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0083.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0084.png', 4.63200548544258
83, 84, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0084.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0085.png', 5.029816453991195
84, 85, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0085.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0086.png', 4.994428182421743
85, 86, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0086.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0087.png', 5.475342011840246
86, 87, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0087.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0088.png', 4.950305661816717
87, 88, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0088.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0089.png', 4.854894241452018
88, 89, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0089.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0090.png', 5.297638294056924
89, 90, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0090.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0091.png', 5.303164659658656
90, 91, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0091.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0092.png', 4.716225046973609
91, 92, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0092.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0093.png', 4.817866505291748
92, 93, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0093.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0094.png', 4.780371304019807
93, 94, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0094.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0095.png', 5.215087440210119
94, 95, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0095.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0096.png', 5.405665687160397
95, 96, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0096.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0097.png', 5.140269499381213
96, 97, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0097.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0098.png', 5.365127419268362
97, 98, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0098.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0099.png', 5.171775540886211
98, 99, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0099.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0100.png', 5.16619894877635
99, 100, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0100.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0101.png', 5.305370615987664
100, 101, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0101.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0102.png', 5.0632215910222165
101, 102, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0102.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0103.png', 4.882923581298906
102, 103, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0103.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0104.png', 4.637261252356539
103, 104, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0104.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0105.png', 5.049657835446142
104, 105, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0105.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0106.png', 5.110854681233927
105, 106, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0106.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0107.png', 5.390562975746562
106, 107, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0107.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0108.png', 5.491782891739278
107, 108, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0108.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0109.png', 6.169092979182359
108, 109, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0109.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0110.png', 5.0390691377943915
109, 110, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0110.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0111.png', 5.915850106370531
110, 111, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0111.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0112.png', 5.393502031702895
111, 112, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0112.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0113.png', 5.095893986043757
112, 113, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0113.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0114.png', 4.957032560535389
113, 114, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0114.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0115.png', 5.078009140443352
114, 115, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0115.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0116.png', 4.920941080419066
115, 116, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0116.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0117.png', 4.900466331981691
116, 117, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0117.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0118.png', 4.913898672499415
117, 118, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0118.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0119.png', 5.445918610026339
118, 119, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0119.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0120.png', 4.828519898444383
119, 120, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0120.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0121.png', 5.343313377533482
120, 121, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0121.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0122.png', 5.593583057598
121, 122, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0122.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0123.png', 5.0842660624445335
122, 123, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0123.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0124.png', 4.877872046403098
123, 124, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0124.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0125.png', 5.144535359767435
124, 125, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0125.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0126.png', 5.302183800306634
125, 126, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0126.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0127.png', 5.479071220678434
126, 127, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0127.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0128.png', 5.697864651602529
127, 128, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0128.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0129.png', 5.149340786410946
128, 129, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0129.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/rgb/rgb0130.png', 5.435892663972003
