0, 1, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00001.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00002.png', 7.400050771046374
33, 34, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00034.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00035.png', 6.348829255338704
34, 35, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00035.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00036.png', 5.775785470595272
35, 36, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00036.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00037.png', 4.889538781795317
36, 37, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00037.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00038.png', 6.070042867985469
37, 38, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00038.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00039.png', 5.061986746232856
38, 39, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00039.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00040.png', 5.197669766059311
39, 40, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00040.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00041.png', 5.130251954233411
40, 41, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00041.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00042.png', 6.2505577969693356
41, 42, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00042.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00043.png', 6.07123483050026
42, 43, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00043.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00044.png', 6.439281964297262
43, 44, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00044.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00045.png', 5.907312312480559
44, 45, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00045.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00046.png', 6.394329572597932
45, 46, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00046.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00047.png', 6.816910735872718
46, 47, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00047.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00048.png', 5.616902822574574
47, 48, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00048.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00049.png', 6.278061153639344
48, 49, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00049.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00050.png', 5.456092956902795
49, 50, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00050.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00051.png', 6.086152498512435
50, 51, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00051.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00052.png', 5.352310212896043
51, 52, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00052.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00053.png', 5.570505172820364
52, 53, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00053.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00054.png', 5.9011070265612995
53, 54, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00054.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00055.png', 6.625589707460582
54, 55, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00055.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00056.png', 5.023548591737442
55, 56, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00056.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00057.png', 6.191595715402127
56, 57, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00057.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00058.png', 6.105784367807539
57, 58, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00058.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00059.png', 5.885321650700942
58, 59, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00059.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00060.png', 5.9938205695679985
59, 60, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00060.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00061.png', 5.045850038671224
60, 61, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00061.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00062.png', 5.83609500628478
61, 62, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00062.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00063.png', 4.736805428570422
62, 63, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00063.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00064.png', 5.420474161696155
63, 64, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00064.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00065.png', 5.092063777044551
64, 65, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00065.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00066.png', 5.546050195583177
65, 66, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00066.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00067.png', 5.143582546751025
66, 67, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00067.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00068.png', 4.4090090500127435
67, 68, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00068.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00069.png', 5.162170117408928
68, 69, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00069.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00070.png', 5.415876184733089
69, 70, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00070.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00071.png', 5.1845626942194665
70, 71, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00071.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00072.png', 5.464825415102064
71, 72, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00072.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00073.png', 4.863904239027918
72, 73, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00073.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00074.png', 4.843708977665356
73, 74, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00074.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00075.png', 5.278935359621405
74, 75, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00075.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00076.png', 5.339562574231052
75, 76, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00076.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00077.png', 4.529319869486217
76, 77, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00077.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00078.png', 5.195910394202982
77, 78, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00078.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00079.png', 4.976074756236799
78, 79, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00079.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00080.png', 4.615653331885386
79, 80, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00080.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00081.png', 5.051172500050805
80, 81, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00081.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00082.png', 5.073825899694796
81, 82, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00082.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00083.png', 4.799351602388005
82, 83, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00083.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00084.png', 5.38259381341486
83, 84, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00084.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00085.png', 5.1298900889249275
84, 85, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00085.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00086.png', 4.691826410912289
85, 86, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00086.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00087.png', 5.564487396590055
86, 87, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00087.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00088.png', 5.530327078138678
87, 88, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00088.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00089.png', 5.500637892052352
88, 89, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00089.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00090.png', 4.544795458391313
89, 90, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00090.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00091.png', 5.715185198306461
90, 91, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00091.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00092.png', 4.966372139157407
91, 92, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00092.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00093.png', 5.541291713782787
92, 93, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00093.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00094.png', 4.716911811984203
93, 94, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00094.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00095.png', 5.3371499099815
94, 95, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00095.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00096.png', 4.948782566642356
95, 96, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00096.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00097.png', 5.573527766053521
96, 97, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00097.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00098.png', 5.01007735697747
97, 98, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00098.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00099.png', 5.345877511878913
98, 99, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00099.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00100.png', 6.125510129283026
99, 100, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00100.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00101.png', 5.906074470896122
100, 101, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00101.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00102.png', 5.964881790471013
101, 102, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00102.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00103.png', 4.38427573560686
102, 103, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00103.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00104.png', 4.807296206927902
103, 104, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00104.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00105.png', 5.391756354573421
104, 105, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00105.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00106.png', 5.159316775929377
105, 106, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00106.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00107.png', 4.3160209159845895
106, 107, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00107.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00108.png', 4.932599998845594
107, 108, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00108.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00109.png', 7.45716363100723
108, 109, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00109.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00110.png', 7.917582160068985
109, 110, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00110.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00111.png', 7.548634778125767
110, 111, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00111.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00112.png', 5.726233235975053
111, 112, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00112.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00113.png', 7.933938621611156
112, 113, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00113.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00114.png', 6.446989872611975
113, 114, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00114.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00115.png', 6.012500336681593
114, 115, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00115.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00116.png', 6.400110854540477
115, 116, './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00116.png', './GTEA61/flow_y_processed/S4/put_bread,bread/1/flow_y_00117.png', 5.808495944092975
