0, 1, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00001.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00002.png', 5.501112160631946
11, 12, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00012.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00013.png', 5.4683367203687965
12, 13, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00013.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00014.png', 4.810351845680691
13, 14, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00014.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00015.png', 5.507286282515215
14, 15, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00015.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00016.png', 4.8911747101253145
15, 16, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00016.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00017.png', 6.385946437647448
16, 17, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00017.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00018.png', 6.552505039317881
17, 18, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00018.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00019.png', 6.105903561072537
18, 19, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00019.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00020.png', 4.9415191906363605
19, 20, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00020.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00021.png', 5.644819013013409
20, 21, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00021.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00022.png', 4.9262228703329685
21, 22, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00022.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00023.png', 5.602869384192158
22, 23, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00023.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00024.png', 4.655964263834003
23, 24, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00024.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00025.png', 4.258964812090459
24, 25, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00025.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00026.png', 5.397686666346893
25, 26, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00026.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00027.png', 4.502055667113928
26, 27, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00027.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00028.png', 3.889180513424253
27, 28, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00028.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00029.png', 5.5124517576130625
28, 29, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00029.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00030.png', 4.282792287012624
29, 30, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00030.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00031.png', 4.652905851029524
30, 31, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00031.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00032.png', 4.934049421113448
31, 32, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00032.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00033.png', 4.540029606082184
32, 33, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00033.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00034.png', 4.742662805818392
33, 34, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00034.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00035.png', 5.343601267305736
34, 35, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00035.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00036.png', 5.521961968866341
35, 36, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00036.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00037.png', 5.471782412272201
36, 37, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00037.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00038.png', 4.7095591943886745
37, 38, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00038.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/3/flow_y_00039.png', 4.715128888484046
