0, 1, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0001.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0002.png', 0.4304463654831885
29, 30, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0030.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0031.png', 0.22712092435463732
30, 31, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0031.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0032.png', 0.24420980057031658
31, 32, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0032.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0033.png', 0.3035798397759518
32, 33, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0033.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0034.png', 0.3867960011711006
33, 34, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0034.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0035.png', 0.2955529704915265
34, 35, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0035.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0036.png', 0.29454653107934836
35, 36, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0036.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0037.png', 0.3141889249991653
36, 37, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0037.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0038.png', 0.30162756806708485
37, 38, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0038.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0039.png', 0.23515351211064417
38, 39, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0039.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0040.png', 0.27173835612374775
39, 40, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0040.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0041.png', 0.2815266152965346
40, 41, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0041.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0042.png', 0.27761604655793104
41, 42, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0042.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0043.png', 0.27717170016814324
42, 43, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0043.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0044.png', 0.2506067592529343
43, 44, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0044.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0045.png', 0.32121778105893894
44, 45, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0045.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0046.png', 0.3287113889538885
45, 46, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0046.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0047.png', 0.2950859051537343
46, 47, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0047.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0048.png', 0.2739400937044787
47, 48, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0048.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0049.png', 0.28156338431611566
48, 49, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0049.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0050.png', 0.29191461909834143
49, 50, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0050.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0051.png', 0.2808275687356243
50, 51, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0051.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0052.png', 0.34525512746607406
51, 52, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0052.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0053.png', 0.38490248782968123
52, 53, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0053.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0054.png', 0.37056482627916737
53, 54, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0054.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0055.png', 0.36224130612690464
54, 55, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0055.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0056.png', 0.3012007774861253
55, 56, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0056.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0057.png', 0.30205405696274307
56, 57, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0057.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0058.png', 0.28093799953165355
57, 58, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0058.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0059.png', 0.2678369832391401
58, 59, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0059.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0060.png', 0.30368614608531985
59, 60, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0060.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0061.png', 0.29540929681992206
60, 61, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0061.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0062.png', 0.27972212281400366
61, 62, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0062.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0063.png', 0.2625433963999207
62, 63, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0063.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0064.png', 0.24843057286769338
63, 64, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0064.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0065.png', 0.2840583303408163
64, 65, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0065.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0066.png', 0.2752794698701604
65, 66, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0066.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0067.png', 0.3415685670371239
66, 67, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0067.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0068.png', 0.2845341106655071
67, 68, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0068.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0069.png', 0.2695282856347066
68, 69, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0069.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0070.png', 0.2826653927886563
69, 70, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0070.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0071.png', 0.2656497935112644
70, 71, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0071.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0072.png', 0.2737538268175998
71, 72, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0072.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0073.png', 0.25064554383385834
72, 73, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0073.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0074.png', 0.2886900866390024
73, 74, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0074.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0075.png', 0.30137864359308586
74, 75, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0075.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0076.png', 0.2722989064676508
75, 76, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0076.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0077.png', 0.2478072641511786
76, 77, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0077.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0078.png', 0.19742243480682067
77, 78, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0078.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0079.png', 0.17173649255165516
78, 79, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0079.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0080.png', 0.22015792173095475
79, 80, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0080.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0081.png', 0.18208368703319774
80, 81, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0081.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0082.png', 0.31202595492583113
81, 82, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0082.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0083.png', 0.29169778161786525
82, 83, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0083.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0084.png', 0.2979901762736844
83, 84, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0084.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0085.png', 0.2854845276525956
84, 85, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0085.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0086.png', 0.32303969922218584
85, 86, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0086.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0087.png', 0.3291533596846535
86, 87, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0087.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0088.png', 0.3540018445925242
87, 88, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0088.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0089.png', 0.360886328329606
88, 89, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0089.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0090.png', 0.36833469764674087
89, 90, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0090.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0091.png', 0.3403682161118274
90, 91, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0091.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0092.png', 0.34120203913498987
91, 92, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0092.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0093.png', 0.37780583800374934
92, 93, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0093.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0094.png', 0.35200681965395975
93, 94, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0094.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0095.png', 0.289887734022106
94, 95, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0095.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0096.png', 0.3254035612512184
95, 96, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0096.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0097.png', 0.3291193731797062
96, 97, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0097.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0098.png', 0.31185118677521173
97, 98, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0098.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0099.png', 0.2692655168450262
98, 99, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0099.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0100.png', 0.27568811415504724
99, 100, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0100.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0101.png', 0.2878175554005778
100, 101, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0101.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0102.png', 0.30897780218830917
101, 102, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0102.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0103.png', 0.2723736058951336
102, 103, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0103.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0104.png', 0.23884917374903075
103, 104, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0104.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0105.png', 0.24161474125946514
104, 105, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0105.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0106.png', 0.218516092716489
105, 106, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0106.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0107.png', 0.29945490668647207
106, 107, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0107.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0108.png', 0.2783928460219992
107, 108, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0108.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/mmaps/map0109.png', 0.2658764374014511
