0, 1, './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00001.png', './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00002.png', 7.094688018123164
27, 28, './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00028.png', './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00029.png', 3.4622142480022684
28, 29, './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00029.png', './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00030.png', 4.21656419708129
29, 30, './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00030.png', './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00031.png', 3.5204723528829667
30, 31, './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00031.png', './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00032.png', 3.935105475520742
31, 32, './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00032.png', './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00033.png', 3.7348269654055195
32, 33, './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00033.png', './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00034.png', 3.597992937496528
33, 34, './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00034.png', './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00035.png', 3.610040992756991
34, 35, './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00035.png', './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00036.png', 3.520829328580865
35, 36, './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00036.png', './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00037.png', 3.486303893703066
36, 37, './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00037.png', './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00038.png', 4.117060508349688
37, 38, './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00038.png', './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00039.png', 4.197725242634306
38, 39, './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00039.png', './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00040.png', 5.120586285898283
39, 40, './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00040.png', './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00041.png', 4.515207341403759
40, 41, './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00041.png', './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00042.png', 4.392713056117216
41, 42, './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00042.png', './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00043.png', 4.518060206597841
42, 43, './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00043.png', './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00044.png', 4.587352133693046
43, 44, './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00044.png', './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00045.png', 3.62442361162792
44, 45, './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00045.png', './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00046.png', 4.423780588454706
45, 46, './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00046.png', './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00047.png', 4.565787621504358
46, 47, './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00047.png', './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00048.png', 5.301253088966223
47, 48, './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00048.png', './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00049.png', 4.061950486371203
48, 49, './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00049.png', './GTEA61/flow_x_processed/S2/pour_honey,cup/1/flow_x_00050.png', 4.4509977333705475
