0, 1, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0001.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0002.png', 5.563478640491232
11, 12, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0012.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0013.png', 4.8500083182788005
12, 13, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0013.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0014.png', 4.976642796360623
13, 14, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0014.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0015.png', 4.466914366484243
14, 15, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0015.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0016.png', 4.802073520527587
15, 16, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0016.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0017.png', 4.926155260019308
16, 17, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0017.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0018.png', 4.587832586302215
17, 18, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0018.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0019.png', 4.777636288153595
18, 19, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0019.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0020.png', 4.447735396964674
19, 20, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0020.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0021.png', 4.397224667732761
20, 21, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0021.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0022.png', 4.639234058553707
21, 22, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0022.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0023.png', 4.921205259179605
22, 23, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0023.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0024.png', 4.891796637878407
23, 24, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0024.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0025.png', 5.063707985396829
24, 25, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0025.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0026.png', 5.007512046082947
25, 26, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0026.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0027.png', 4.422380893802491
26, 27, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0027.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0028.png', 4.9460071713585245
27, 28, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0028.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0029.png', 5.121388882579528
28, 29, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0029.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0030.png', 5.146374701071085
29, 30, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0030.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0031.png', 4.5726780156758435
30, 31, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0031.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0032.png', 4.896732292758744
31, 32, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0032.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0033.png', 5.236134196734859
32, 33, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0033.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0034.png', 5.319799002673314
33, 34, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0034.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0035.png', 4.761944222084134
34, 35, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0035.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0036.png', 4.6198553669315645
35, 36, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0036.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0037.png', 4.662177100818859
36, 37, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0037.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0038.png', 4.8876843779119685
37, 38, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0038.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0039.png', 4.839691514053822
38, 39, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0039.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0040.png', 5.2859775422562585
39, 40, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0040.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0041.png', 4.972936767790257
40, 41, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0041.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0042.png', 5.17403720190513
41, 42, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0042.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0043.png', 4.729807622051591
42, 43, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0043.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0044.png', 4.850850100962244
43, 44, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0044.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0045.png', 5.083754960721667
44, 45, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0045.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0046.png', 5.0401979574822215
45, 46, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0046.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0047.png', 5.114582137519956
46, 47, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0047.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0048.png', 4.646251544023152
47, 48, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0048.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0049.png', 5.274614153462448
48, 49, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0049.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0050.png', 4.8922006873428625
49, 50, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0050.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0051.png', 5.186409048402225
50, 51, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0051.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0052.png', 5.069672476996857
51, 52, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0052.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0053.png', 5.258816668219428
52, 53, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0053.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0054.png', 5.196080497067249
53, 54, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0054.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0055.png', 4.679433997143433
54, 55, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0055.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0056.png', 5.343473774526912
55, 56, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0056.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0057.png', 4.762017327133659
56, 57, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0057.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0058.png', 5.403771145975689
57, 58, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0058.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0059.png', 4.950944253720421
58, 59, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0059.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0060.png', 5.18337955026177
59, 60, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0060.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0061.png', 5.129284073178325
60, 61, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0061.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0062.png', 5.026996776637674
61, 62, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0062.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0063.png', 4.712731943250655
62, 63, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0063.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0064.png', 4.825965844195459
63, 64, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0064.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0065.png', 4.633189915010832
64, 65, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0065.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0066.png', 5.101898062016207
65, 66, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0066.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0067.png', 4.836927646656752
66, 67, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0067.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0068.png', 4.840019727599744
67, 68, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0068.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0069.png', 4.897654751926345
68, 69, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0069.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0070.png', 4.9821095220735865
69, 70, './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0070.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/2/rgb/rgb0071.png', 4.965539592483433
