0, 1, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0001.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0002.png', 0.34166849168412283
12, 13, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0013.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0014.png', 0.009013185442534974
13, 14, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0014.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0015.png', 0.0089242343066975
14, 15, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0015.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0016.png', 0.0089242343066975
15, 16, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0016.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0017.png', 0.009013185442534974
16, 17, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0017.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0018.png', 0.003544461826411742
17, 18, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0018.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0019.png', 0.14995574211673982
18, 19, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0019.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0020.png', 0.31080152273311323
19, 20, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0020.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0021.png', 0.5138493812683654
20, 21, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0021.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0022.png', 0.4294619720471056
21, 22, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0022.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0023.png', 0.47081630626569126
22, 23, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0023.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0024.png', 0.46948526019154346
23, 24, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0024.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0025.png', 0.42792441728274544
24, 25, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0025.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0026.png', 0.4936748283281519
25, 26, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0026.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0027.png', 0.44211274966424857
26, 27, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0027.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0028.png', 0.39825264636778257
27, 28, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0028.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0029.png', 0.5010077798815634
28, 29, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0029.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0030.png', 0.5327421155769503
29, 30, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0030.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0031.png', 0.4134108231107615
30, 31, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0031.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0032.png', 0.4330447471708847
31, 32, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0032.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0033.png', 0.5020925120740378
32, 33, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0033.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0034.png', 0.4302148811730165
33, 34, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0034.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0035.png', 0.47710712573983693
34, 35, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0035.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0036.png', 0.5331591516795677
35, 36, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0036.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0037.png', 0.49220824257497836
36, 37, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0037.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0038.png', 0.4269942714329377
37, 38, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0038.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0039.png', 0.540156425943638
38, 39, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0039.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0040.png', 0.554312586234615
39, 40, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0040.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0041.png', 0.35810268129426415
40, 41, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0041.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0042.png', 0.3349713840848814
41, 42, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0042.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0043.png', 0.33708878614431753
42, 43, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0043.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0044.png', 0.38156730801387134
43, 44, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0044.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0045.png', 0.26519623953952887
44, 45, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0045.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0046.png', 0.03305659886951837
45, 46, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0046.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0047.png', 0.016817961629347632
46, 47, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0047.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0048.png', 0.023854614033814055
47, 48, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0048.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0049.png', 0.02362947096142899
48, 49, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0049.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0050.png', 0.015690951126292665
49, 50, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0050.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0051.png', 0.01479534182813929
50, 51, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0051.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0052.png', 0.022875979046570613
51, 52, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0052.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0053.png', 0.03878572555151881
52, 53, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0053.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0054.png', 0.02150753147904503
53, 54, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0054.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0055.png', 0.03646221512555808
54, 55, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0055.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0056.png', 0.0341066622139458
55, 56, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0056.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0057.png', 0.0348029448263291
56, 57, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0057.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0058.png', 0.039057080848394765
57, 58, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0058.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0059.png', 0.037900957566087475
58, 59, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0059.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0060.png', 0.03646221512555808
59, 60, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0060.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0061.png', 0.042548669191320866
60, 61, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0061.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0062.png', 0.029144403890329913
61, 62, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0062.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0063.png', 0.02615790023506934
62, 63, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0063.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0064.png', 0.01729681351736531
63, 64, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0064.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0065.png', 0.03093522262467472
64, 65, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0065.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0066.png', 0.02578916800966122
65, 66, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0066.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0067.png', 0.021660380061057888
66, 67, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0067.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0068.png', 0.023027053633690064
67, 68, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0068.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0069.png', 0.006649803405763776
68, 69, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0069.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0070.png', 0.018797846523535888
69, 70, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0070.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0071.png', 0.01721717191832979
70, 71, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0071.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0072.png', 0.022117711539826848
71, 72, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0072.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0073.png', 0.026305106232177917
72, 73, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0073.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0074.png', 0.07713974891992978
73, 74, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0074.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0075.png', 0.10628844780414302
74, 75, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0075.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0076.png', 0.10849487418419682
75, 76, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0076.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0077.png', 0.10236765671293543
76, 77, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0077.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0078.png', 0.10316591394082401
77, 78, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0078.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0079.png', 0.11913080854161388
78, 79, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0079.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/mmaps/map0080.png', 0.36788772160928146
